,Job Code,Job Title,Race with the Machine,Interpersonal Task,Group Task,Conflict Resolution,Management and Supervision,Race ahead of the Machine,Communication,Systems Analysis,Creative and Critical Thinking,Changing the Course of the Race,Routine Problem Solving,Information Processing,Race against the Machine,General Physical Task,Dynamic Physical Task,Running a Different Race,Equipment Maintenance,Vehicle and Equipment Operation,Machine Control,Hazardous Task
28,11-9161,Emergency Management Directors,0.022293145588596963,0.015085236127008175,-0.00984464532789327,0.004262181658731618,0.012790373130750418,-0.010733088996114054,-0.032620108599649617,0.009628542262160512,0.012258477341375057,-0.03022155551178868,-0.02109334359146007,-0.009128211920328595,0.0,0.0,0.0,0.005025265647177307,-0.005081471413439686,0.018030081986468726,-0.0032652507374729463,-0.004658094188378792
29,11-9171,Funeral Home Managers,0.02765023921140261,0.04482562930113973,-0.007422989456657419,-0.0019197737981475336,-0.007832626834932159,0.05115323129731526,0.043000409718233434,-0.007678300116343219,0.015831121695425058,-0.028544495415652058,-0.023012406986101682,-0.005532088429550372,-0.02113196329766429,-0.010061574514464846,-0.011070388783199443,-0.04184946249224882,-0.0009320854032702527,0.0030749991842629327,-0.013301686098775087,-0.030690690174466406
30,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",-0.004878678696180833,0.0443831381762978,-0.013137381706472578,0.0011250561210486912,-0.03724949128705473,0.006894141788557989,-0.0075861096518821955,0.005203583915915546,0.00927666752452462,-0.003251360450094533,0.010520829822151979,-0.013772190272246515,0.0,0.0,0.0,-0.003544538603173242,0.0,-0.003544538603173242,0.0,0.0
31,13-1020,Buyers and Purchasing Agents,0.05090090198535277,-0.02042838004384261,0.019319001494152718,0.018153100909045608,0.033857179625997026,-0.0193858881766012,-0.02623342104912038,-0.010180110779151614,0.017027643651670803,-0.02696509890986269,-0.025203734693381125,-0.0017613642164815704,0.0,0.0,0.0,-0.013979458029568834,-0.017820583994171673,0.000756712123030822,0.003084413841572018,0.0
32,13-1031,"Claims Adjusters, Examiners, and Investigators",0.006041757362344413,-0.021128556609984327,-0.001316778069025908,0.018603173679720798,0.009883918361633841,-0.03869717798704167,-0.029585110132639824,-0.010481817469639807,0.0013697496152379612,0.03155895922624846,0.0038717465544856186,0.027687212671762843,0.0021641216545776718,0.0021641216545776718,0.0,0.0029591302499830854,0.0,-0.001449994973967028,0.0032057651042501066,0.0012033601197000074
33,13-1032,"Insurance Appraisers, Auto Damage",-0.008434773087083625,-0.018606701878952414,-0.005819303994503752,0.004018713943553839,0.01197251884281868,-0.05050678401669794,-0.03295798691194994,-0.002932226389456817,-0.014616570715291188,0.04270925201087103,0.006876309802063607,0.035832942208807415,0.014667702698344928,0.013720500686839164,0.0009472020115057614,0.013594971643324944,-0.001408187786367937,0.009561915890705652,0.01672741039462104,-0.011286166855633798
34,13-1041,Compliance Officers,-0.02400119176651312,0.00308880604853852,0.00020468825048642388,-0.01382281276209152,-0.013471873303446541,0.03861649208455761,0.016207105410703082,0.016460428918413563,0.00594895775544094,-0.01774071629400495,-0.0043416294323681826,-0.01339908686163678,-0.0029491741132529783,-0.0015024340763398756,-0.0014467400369131019,0.00012879231559370652,-0.0011916219725703293,0.007476672056730492,-0.003982702576444963,-0.0021735551921214877
35,13-1051,Cost Estimators,0.00957622922797384,0.0029689378789311788,-0.006032728679515143,0.016627806932561974,-0.00398778690400417,0.003667012142535176,0.003313713422230552,-0.006240638162186729,0.006593936882491346,-0.024500961287264145,0.009828035964646695,-0.034328997251910826,0.0,0.0,0.0,-0.0026053970649880555,0.0021222931525114973,0.005784880714582179,-0.010512570932081734,0.0
36,13-1071,Human Resources Specialists,-0.019617482938670827,-0.05247132286603009,0.02593246866159132,0.01905801804591454,-0.012136646780146594,0.029551545016787417,0.028767457640937938,0.00029917662757450447,0.0004849107482749852,-0.0066930178460043325,-0.0016605137700943864,-0.005032504075909945,0.00437639630619043,0.004178432408417331,0.00019796389777309832,0.003259541933137146,0.0,0.0012883136101189039,0.0,0.0019712283230182413
37,13-1081,Logisticians,0.032718481010830004,0.02421743055450881,-0.012802362824148362,-0.005239999357720744,0.0265434126381903,-0.006429643650340988,0.003982780913405509,0.001424678625154857,-0.01183710318890138,-0.022395374176105903,-0.0006015318008539411,-0.02179384237525196,-0.003322719201249055,-0.003322719201249055,0.0,-0.007751214555951853,-0.007810825848499898,0.002716102617785379,0.0015655707973737062,-0.0042220621226110415
38,13-1111,Management Analysts,0.018274764455539688,0.005141595842080959,0.00022992235374339962,-0.0005532370700514783,0.013456483329766795,0.010374833184325166,-0.013008980996275165,0.009507235989364732,0.013876578191235632,0.0020040934439309733,0.00022561440487573955,0.001778479039055231,0.0,0.0,0.0,-0.054552827920548816,-0.042610908793397004,-0.0004978779881890284,-0.011444041138962784,0.0
39,13-1121,"Meeting, Convention, and Event Planners",0.024402230039975083,-0.003458126233684411,0.000651670968455479,0.008588266833261967,0.018620418471942048,-0.0037345131982883533,-0.019821870278242133,0.011496192986431909,0.004591164093521876,0.003432010647234945,-0.00480645390600409,0.008238464553239039,-0.00940324989094567,0.002319210242944425,-0.011722460133890096,-0.024987509101153157,0.002773905023341009,-0.015152863961838478,-0.012915946338016371,0.0003073961753606897
40,13-1141,"Compensation, Benefits, and Job Analysis Specialists",-0.03908356021571946,-0.010818836658386413,-0.00328495438301478,-0.02894143302785048,0.003961663853532228,0.034518055123402225,-0.01476865041454739,0.04881687261686807,0.0004698329210815304,-0.009816823506037605,-0.04283391029313631,0.033017086787098714,-0.006279462971896502,-0.006279462971896502,0.0,0.0,0.0,0.0,0.0,0.0
41,13-1151,Training and Development Specialists,-0.003456814198782937,0.01854283988079162,-0.0020177492919015248,0.002582639545606455,-0.02256454433327949,-0.007017597205539156,-0.01792802667037574,-0.005439434870900727,0.016349864335737305,-0.0018235181850109886,0.001545602729249099,-0.003369120914260081,0.0,0.0,0.0,-0.005287942582292314,0.0,-0.00035595701201944583,-0.004931985570272867,0.0
42,13-1161,Market Research Analysts and Marketing Specialists,-0.0525570802593827,-0.025084177248664075,-0.00774531282537927,-0.01181665028752443,-0.007910939897814941,0.006146545841933443,-0.07065171318317684,0.040686601458941235,0.03611165756616904,0.03038184786741943,0.021152752997841532,0.009229094869577905,0.0,0.0,0.0,-0.010705467535333213,-0.0025466225470424392,0.0,-0.008158844988290774,0.0
43,13-2011,Accountants and Auditors,0.021831282467937488,0.01512969721510072,0.0011844808248450125,0.013934108481162057,-0.008417004053170293,-0.011123731844372958,-0.010250479103725452,-0.024120415877639245,0.023247163136991742,-0.025422789066425783,-0.00023263109220228453,-0.025190157974223484,0.0,0.0,0.0,0.0010218981989774333,0.0,0.0,0.0010218981989774333,0.0
44,13-2020,Property Appraisers and Assessors,-0.04832414088520697,-0.010809371712278942,-0.0025455295292203537,-0.03677186536066522,0.0018026257169575493,0.026346557099257928,0.010751135329708809,0.0045536647323039005,0.011041757037245236,0.001477738725313954,-0.009762883550011578,0.011240622275325546,0.0,0.0,0.0,0.009454431787563722,-0.002310577433297334,0.02373755927114397,-0.01197255005028292,0.0
45,13-2031,Budget Analysts,0.02280226072751626,-0.001033225689311251,0.011908269851987426,0.011158261042498684,0.000768955522341408,-0.02009281575590871,-0.02180321825132582,-0.006956141670973193,0.00866654416639031,-0.02398142611461823,-0.012249047024584113,-0.011732379090034134,-0.0032805607733601893,-0.0032805607733601893,0.0,0.003596840344737321,0.0,0.0,0.003596840344737321,0.0
46,13-2041,Credit Analysts,-0.010984811172579198,-0.01519265718508905,-0.002183259058225283,-0.006366599693673737,0.012757704764408871,-0.04157051005399296,-0.034780221491721414,-0.00033484259666573257,-0.00645544596560578,0.0778841145921578,-0.05098406848221773,0.12886818307437553,-0.030623952279524476,-0.030623952279524476,0.0,0.0,0.0,0.0,0.0,0.0
47,13-2052,Personal Financial Advisors,0.008995982684849566,0.007428789124580255,-0.009316363018757759,-0.0015428024570323662,0.012426359036059448,0.005938548785978187,-0.021006254626589,0.02871666417893788,-0.00177186076637071,-0.014998207887504056,-0.009335119820297827,-0.00566308806720621,0.0,0.0,0.0,-0.006751485547919528,0.0,0.0,-0.006751485547919528,0.0
48,13-2053,Insurance Underwriters,0.013885681461524094,-0.008765634032646928,0.0,0.03874833863255448,-0.01609702313838346,0.04731048246208694,0.03992067331554017,0.008810821930277855,-0.0014210127837311036,-0.060096554183146626,-0.07216306903298217,0.012066514849835536,-0.006551730817683925,-0.006551730817683925,0.0,0.0,0.0,0.0,0.0,0.0
49,13-2061,Financial Examiners,-0.0008581329951674599,0.028704499084130575,0.009109126612432052,-0.009594240929415588,-0.029077517762314493,0.020230525670651426,0.004058997382984708,0.012645128362877942,0.0035263999247887867,-0.015941661921714808,-0.020809333077954902,0.004867671156240066,0.0,0.0,0.0,-0.014134920967629163,-0.007522936720840048,-0.00019976551234864728,-0.0064122187344404676,0.0
50,13-2071,Credit Counselors,-0.030649726338302038,-0.023782130051850987,-0.006268290500436684,0.03895324437493264,-0.039552550160947,0.09416239526467253,0.07601490608214317,0.010283998148464878,0.007863491034064439,-0.050114361735804365,-0.04197144042851562,-0.008142921307288747,0.00865880894229066,0.00865880894229066,0.0,-0.020721531608901736,-0.0005858481088784619,-0.008892937208863791,-0.004823131575775764,-0.006419614715383718
51,13-2072,Loan Officers,-0.06211311115770912,-0.05110846352880431,-0.015512314980989341,-0.011137766746663794,0.015645434098748343,0.03860651700335993,0.01956166466173638,0.007953168025531806,0.01109168431609172,0.03397335142895466,0.011973975484447254,0.02199937594450739,-0.0028014254909306466,-0.0028014254909306466,0.0,-0.002454060844546082,-0.000646365857977633,-0.001966683372302107,0.00015898838573365765,0.0
52,13-2081,"Tax Examiners and Collectors, and Revenue Agents",0.040524264029731694,0.019776400425040315,0.0,0.028729540176806564,-0.007981676572115189,0.026525082362088948,0.026830281416780042,-0.009532503831343662,0.009227304776652578,-0.07191771880437747,-0.03410404309363682,-0.037813675710740666,-0.011891647147076129,-0.011891647147076129,0.0,-0.0013454341013822838,0.0,-0.0022530927559103148,0.0009076586545280306,0.0
53,13-2082,Tax Preparers,-0.051944318615932655,-0.0415703052867638,0.0,-0.008301566018136228,-0.002072447311032632,-0.008653263579915471,0.032691812995708384,-0.008267626376294659,-0.033077450199329214,0.07361164742196967,0.005214622579834127,0.06839702484213556,0.0004419788377925723,0.0004419788377925723,0.0,-0.006237894319750311,-0.003434854079043839,0.0,-0.002803040240706472,0.0
54,13-2098,Financial and Investment Analysts,-0.07725583533501275,-0.020533164117739904,-0.0027855847596903486,-0.007325015233290222,-0.046612071224292284,-0.0017703651509470009,0.02710001792347705,-0.04500171812183072,0.016131335047406666,0.06696943192605906,0.024966547024115875,0.042002884901943184,0.0,0.0,0.0,0.02192998018604058,-0.00025019187398123653,-0.002093741269637458,0.02427391332965928,0.0
55,15-1211,Computer Systems Analysts,0.0028127752315266767,-0.014350030075959143,0.010210152293637585,-0.0013700482703483707,0.008322701284196606,-0.015585355419760109,0.014857905068990181,-0.012581472693571558,-0.017861787795178746,0.03680461589028936,0.02789913994397707,0.008905475946312275,0.014080777370540126,0.014080777370540126,0.0,-0.03863948996264433,-0.022715404760656092,0.0,-0.016288500066104744,0.0003644148641165088
56,15-1221,Computer and Information Research Scientists,-0.036975991184388886,-0.014581147223069612,-0.010082476507988252,-0.011342002943511576,-0.0009703645098194447,0.0019521149097989632,0.01717107402426576,-0.007786162716091186,-0.00743279639837561,0.030479868163124733,0.004191568882948325,0.0262882992801764,-0.005985797285723842,-0.005985797285723842,0.0,-0.0005031900760646031,-0.006493512180529067,0.0,0.005990322104464464,0.0
57,15-1232,Computer User Support Specialists,-0.003406715016032437,0.014475535621108425,0.0006679151818461508,-0.014651101324727188,-0.003899064494259828,0.04020961435277515,0.00782145698035186,0.01527222655759441,0.01711593081482886,-0.10450830172659936,-0.027159840934639183,-0.07734846079196019,-0.00710185483698323,-0.00596726630516349,-0.0011345885318197401,0.05358161958948038,0.049145064793398835,0.00041670682678665496,0.004019847969294882,0.0
58,15-1244,Network and Computer Systems Administrators,-0.00021728108389271888,-0.0027293378589163184,-0.002980767520638567,-0.00041767812746710864,0.00591050242312928,0.03529440214979515,0.018299348472385814,0.016491448962938138,0.0005036047144711883,-0.07743546842599755,-0.043555727702712085,-0.033879740723285465,-0.012183994900432095,-0.012183994900432095,0.0,0.03430659979336613,0.05399074534728615,-0.00776195999103028,-0.01051557461123027,-0.001406610951659477
59,15-1245,Database Administrators,-0.0035410983634221603,-0.008251059591141485,0.017833344840709166,0.0,-0.013123383612989838,-0.019392312924225,-0.04357197852647991,0.007840212009794317,0.016339453592460574,-0.02522140332009004,-0.007176186545910165,-0.018045216774179904,-0.019715479928015017,-0.019715479928015017,0.0,0.0371385438688788,0.032207912292232355,0.0,0.0049306315766464385,0.0
60,15-1251,Computer Programmers,-0.009379849873421768,-0.004589333069698166,-0.013618196342059723,-0.006337600275922082,0.015165279814258203,-0.011731956547316014,0.0098568844820498,-0.0033719563158456783,-0.01821688471352015,0.0325602203398046,-0.04351996954661977,0.07608018988642437,-0.005737393386113187,-0.005737393386113187,0.0,-0.012444454648791207,-0.014055128507132851,-0.0015282857357954245,0.0031389595941370713,0.0
61,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,0.0026789456825927205,-0.007353621387547178,0.009949793345208605,0.0005882689087088598,-0.0005054951837775669,0.03666738603855396,0.04385361870088514,-0.007885722934821149,0.000699490272489979,0.0006631610829123669,0.011368254617634624,-0.010705093534722251,-0.006142228949876375,-0.006142228949876375,0.0,-0.04749673093642462,-0.04026572495089311,0.0,-0.007231005985531507,0.0
62,15-2011,Actuaries,-0.004866810696745029,-0.014400520124797447,0.0004333911182328747,0.005239386139758553,0.0038609321700609905,0.0015948109567334445,-0.006746563145080557,0.010381389630212665,-0.002040015528398678,0.006591370548590103,0.02114341000907028,-0.014552039460480197,-0.0019265008086670726,-0.0019265008086670726,0.0,-0.012154020024311795,-0.012399916903492784,0.0,0.0002458968791809873,0.0
63,15-2021,Mathematicians,-0.003627007336284347,0.0,0.0,0.0,-0.003627007336284347,-0.06367187016214809,-0.03379900394513502,-0.010251622603873606,-0.019621243613139442,0.05165085375412632,0.02647607485595775,0.02517477889816855,0.0,0.0,0.0,0.00911507988733699,0.002000043808523993,0.0,0.007115036078812999,0.0
64,15-2031,Operations Research Analysts,0.006599644933916671,-0.0037448105161597936,0.002691577455339311,0.0013037521157379234,0.00634912587899923,-0.03211309945646662,7.336199455382221e-05,-0.029811753281742476,-0.00237470816927797,0.01721046543339566,0.005213639267656396,0.011996826165739272,0.0,0.0,0.0,-0.008472511776523783,-0.005206632949471679,0.0,-0.003265878827052102,0.0
65,15-2041,Statisticians,-0.03257054217664571,-0.014319663616779787,0.0,-0.00896381556505215,-0.009287062994813777,0.03078507131605737,0.02009411580944953,0.004025033718634975,0.006665921787972873,-0.00013255245303972482,-0.03193612545749594,0.031803573004456215,-0.006062048163471878,-0.006062048163471878,0.0,-0.009187743250192679,-0.005795944272156876,-0.00027474919773217,-0.003117049780303631,0.0
66,17-1011,"Architects, Except Landscape and Naval",-0.015496191238882878,-0.014779470407699703,-0.02201794679930996,-0.0031311440981667115,0.024432370066293518,-0.029312522258495927,-0.04275309698386928,0.010298894342365826,0.0031416803830075085,0.027409354715450446,0.007663321875049507,0.01974603284040093,-0.0015273877111709367,-0.0015273877111709367,0.0,0.012518390912496735,-0.00695304126308046,0.015461128778300557,0.004010303397276629,0.0
67,17-1012,Landscape Architects,0.017050623090936856,0.01871857029701903,-0.018560521846913917,-0.009190868150977955,0.026083442791809703,0.04147188550517855,0.02295686546147062,0.016971819371582653,0.0015432006721252806,-0.018898947081290116,-0.01723310750201517,-0.0016658395792749359,0.0,0.0,0.0,-0.0558383221849547,0.0012498845558368346,-0.03592525634070082,-0.008384244819101156,-0.01277870558098955
