,Job Code,Job Title,Race with the Machine,Race against the Machine,Race ahead of the Machine,Running a Different Race
42,13-1161,Market Research Analysts and Marketing Specialists,-0.10204825052316593,0.02295537923596147,0.07706590868476287,-0.021997267325359924
43,13-2011,Accountants and Auditors,0.0066186606659447145,-0.022988467126647066,-0.0005338412915640717,0.005940473237257979
44,13-2020,Property Appraisers and Assessors,-0.0019790440980851642,-0.009041302372649301,0.015796704895629933,-0.013126776847156366
45,13-2031,Budget Analysts,-0.010350369601543452,-0.021940571658991576,0.0020221541375318453,0.01230278199831375
46,13-2041,Credit Analysts,-0.05159208221089526,0.04829815450892122,-0.006375483657262454,0.0064458760437942336
47,13-2052,Personal Financial Advisors,-0.021942180116798105,-0.020743829934172064,0.02760905803947465,0.011183716227010497
48,13-2053,Insurance Underwriters,0.03190265666893605,-0.06525494508690191,0.007728239374494919,0.022917339118150803
49,13-2061,Financial Examiners,0.04229769411202726,-0.021247993043737617,0.01689214693941961,-0.04583865448655331
50,13-2071,Credit Counselors,0.046632286638985804,-0.051429002491425235,0.018687898965337298,-0.009782098772077058
51,13-2072,Loan Officers,-0.04615223007992739,0.03190692663860435,0.0192867676430177,0.0021351958310210153
52,13-2081,"Tax Examiners and Collectors, and Revenue Agents",0.04719575303494156,-0.08164127340147273,2.090144908861724e-05,0.018653350498516262
53,13-2082,Tax Preparers,-0.007938498520597581,0.07237381388148648,-0.040825515505094265,-0.013786018107644255
54,13-2098,Financial and Investment Analysts,0.004402818008102716,0.0922311262639676,-0.02789772688305274,-0.05592551090064524
55,15-1211,Computer Systems Analysts,0.011132385624826019,0.035658316246097166,-0.02931326626875627,-0.015397036979590412
56,15-1221,Computer and Information Research Scientists,-0.00700386602587362,0.03127618519718112,-0.013945807694096146,-0.01846894137903833
57,15-1232,Computer User Support Specialists,0.023322298191835344,-0.10561970603601094,0.032767279905565966,0.030171671638070163
58,15-1244,Network and Computer Systems Administrators,0.012817027815645476,-0.10024942240107002,0.01773648647385924,0.0523935330567899
59,15-1245,Database Administrators,-0.03346615027595001,-0.039008139424645594,0.024905794865365233,0.019177099092652243
60,15-1251,Computer Programmers,-0.008115083515774585,0.030201246882489596,-0.02038685811558842,-0.006496608569542123
61,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,0.046731355644190786,-0.011956002634467916,-0.005928749078808915,-0.03981627213023718
62,15-2011,Actuaries,-0.020162435231514578,0.006304732674446534,0.009298109674662242,-0.0029920686545155603
63,15-2021,Mathematicians,-0.03349622783771494,0.060407648143441794,-0.02829551064735189,-0.0016078529487826348
64,15-2031,Operations Research Analysts,-0.0006123916317434391,0.015424402860885533,-0.03068791843601465,0.002547146776397745
65,15-2041,Statisticians,0.006285602587552119,-0.007367697754574132,0.011310557669165694,-0.024125638120298703
66,17-1011,"Architects, Except Landscape and Naval",-0.07905608423232667,0.030115962030053012,0.014500514577677509,0.030642721559721697
67,17-1012,Landscape Architects,0.02345069384877288,-0.03945819257592838,0.019484400428401744,-0.016924233804776978
68,17-1021,Cartographers and Photogrammetrists,0.06267512318468367,-0.07166610535734969,-0.009814886474889574,-0.009750616459487702
69,17-1022,Surveyors,0.012674732845846012,-0.009200973328796547,-0.0029755777640055533,-0.0016461261640952074
70,17-2011,Aerospace Engineers,-0.007363320726554129,0.04346201840555142,-0.012278959156113683,-0.026280538674159803
71,17-2021,Agricultural Engineers,0.017953227588410253,0.004805644706399215,-0.0035587750054075495,-0.023627879821798092
72,17-2031,Bioengineers and Biomedical Engineers,0.025830043132577404,-0.02521165764734848,0.034597623329340396,-0.03942897853577909
73,17-2041,Chemical Engineers,-0.02447597613548405,0.0016697091036735334,-0.009570413843738051,0.02532410824483665
74,17-2051,Civil Engineers,0.011380549764102077,-0.034128224506904975,0.013281973684291126,-0.0036006464252164583
75,17-2061,Computer Hardware Engineers,-0.07049271691215077,0.08306646455745093,-0.017777368342479505,0.0029996638922504676
76,17-2071,Electrical Engineers,0.012723358491515901,0.04065863361567901,-0.05408180128181955,0.0002367784684024904
77,17-2072,"Electronics Engineers, Except Computer",-0.027702088302682448,0.06309452869049581,-0.028451164840514687,-0.008970911062430587
78,17-2081,Environmental Engineers,-0.0006882709214364874,-0.08473222225627439,0.03505596319376203,0.02425831696237714
79,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",-0.022021279782701908,0.011761146075003004,0.0042383400916612,0.004893798510458236
80,17-2112,Industrial Engineers,0.03305449701466322,-0.01930467576741246,0.02399836122160419,-0.05095216677500926
81,17-2121,Marine Engineers and Naval Architects,-0.008342483663463851,0.016511683558737805,-0.01596739256325179,0.010262070892232439
82,17-2131,Materials Engineers,-0.05881021750930597,0.007443421872586842,0.006673899891041654,0.03143070879194741
83,17-2141,Mechanical Engineers,-0.022894440423101237,-0.008225648727495177,-0.006662542299687865,0.037078393372246665
84,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",-0.0014540123449974934,-0.0013115741206309317,0.026661406294771428,-0.024792725257701653
85,17-2161,Nuclear Engineers,-0.019845730339075676,0.041176675701727505,0.00979952085255853,-0.033272546036650266
86,17-2171,Petroleum Engineers,0.02601841421398618,-0.05191891960466449,0.01811465765774742,-0.00899842014556522
87,17-3011,Architectural and Civil Drafters,0.008656121618526719,-0.017030943397632614,0.021219700953378225,-0.01736244407147132
88,17-3012,Electrical and Electronics Drafters,0.02894237522561044,0.04137923818840919,-0.03653128289819199,-0.020967580593603277
89,17-3013,Mechanical Drafters,0.023378427924100692,-0.07738994059794124,0.029142592722093838,0.011232709893310724
90,17-3021,Aerospace Engineering and Operations Technologists and Technicians,-0.03429772116820759,0.11928340079670349,-0.05051643809610532,-0.019148737567837942
91,17-3022,Civil Engineering Technologists and Technicians,0.03613039961142843,-0.046226979127529044,-0.005426381218968622,0.015132801811411078
92,17-3023,Electrical and Electronic Engineering Technologists and Technicians,-0.06923794827601812,0.06774516994774418,0.00959280575715038,-0.021383382736801293
93,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.009191074384451207,-0.030577166368540798,0.00625390305739703,0.02208030504448441
94,17-3025,Environmental Engineering Technologists and Technicians,0.013424499961448955,-0.06248831091504539,0.0351890122988662,0.013316984044300956
95,17-3026,Industrial Engineering Technologists and Technicians,-0.027899984906881448,0.005474178032734728,0.014089066799686703,-0.0007515002176477492
96,17-3027,Mechanical Engineering Technologists and Technicians,-0.0034121048364819245,0.04881804367979434,-0.008961437328288538,-0.030411344085770814
97,17-3031,Surveying and Mapping Technicians,0.011676193072724494,-0.03749663155224553,0.005199220713302442,0.015276759685165897
98,19-1011,Animal Scientists,-0.0036707013283722723,-0.007015206630437337,0.00383256229334826,-0.00445072218408471
99,19-1012,Food Scientists and Technologists,-0.0050312478744389405,-0.01232271476924704,0.01080530552466423,-0.011076825565968382
100,19-1013,Soil and Plant Scientists,0.0054173845167656415,0.011230407157249572,0.026156793125930403,-0.04697516481163344
101,19-1021,Biochemists and Biophysicists,-0.0017053837326463095,-0.0379953199358887,0.019590675661176185,0.005719371783958732
102,19-1022,Microbiologists,0.015605783823803662,0.006878503452777518,0.009139490955374474,-0.03176866243488079
103,19-1023,Zoologists and Wildlife Biologists,-0.02429197308789688,0.022180747173123433,0.0012261109064944375,0.003790442820467463
104,19-1031,Conservation Scientists,0.01336031547381765,-0.055687805187773234,0.014333220684687412,0.023307606876596304
105,19-1032,Foresters,-0.03657848890829471,-0.0022605830415663164,0.016079177689342125,0.02195132121267354
106,19-1041,Epidemiologists,0.00819200077465393,-0.006681534992318605,0.008837730760315896,-0.022317511680299135
107,19-1042,"Medical Scientists, Except Epidemiologists",-0.03814211057465283,0.04858503007775086,0.004277404933255485,-0.012535595305083316
108,19-2011,Astronomers,-0.012228727023105429,-0.002463231813941119,-0.016636863479591465,0.018887923236305046
109,19-2012,Physicists,-0.005410225422808473,-0.010923675980949316,-0.0013491073174937834,0.004396994474663948
110,19-2021,Atmospheric and Space Scientists,-0.029154053614996345,-0.01610441005995783,0.014641790470816082,-0.0015403849906614614
111,19-2031,Chemists,-0.04332194318676243,0.07948839947855227,-0.026031827632897575,0.002947736487582356
112,19-2032,Materials Scientists,-0.054057521393949676,0.06647315186373998,0.010561270922544108,-0.032312828199236525
113,19-2041,"Environmental Scientists and Specialists, Including Health",0.043993732500671456,-0.03289602606751715,0.02209877842087117,-0.05077290950883933
114,19-2042,"Geoscientists, Except Hydrologists and Geographers",-0.036886676231147456,-0.01812897190161164,0.026291244687168924,0.011023673250282709
115,19-2043,Hydrologists,-0.018174950494181982,0.04032566251290537,-0.003998951605716131,-0.015439390953333146
116,19-3011,Economists,-0.05435021794911085,0.010260263284480736,0.034066900779798875,-0.00930571916106248
117,19-3022,Survey Researchers,-0.048798630870244886,0.02724581216736896,0.023731451607765186,-0.005602392369490637
118,19-3031,"Clinical, Counseling, and School Psychologists",0.012167583843353535,-0.01646191563556723,0.018393039032303438,-0.02070500028173694
119,19-3032,Industrial-Organizational Psychologists,0.013385085759196086,-0.04237322005513951,0.023396869915676327,-0.002731547016699712
120,19-3041,Sociologists,0.0036851306673139073,-0.010104738277730826,0.001954168577266102,-0.012104321669556946
121,19-3051,Urban and Regional Planners,-0.039334345589793845,-0.03874310624562405,0.02819067814191864,0.034835662596371886
122,19-3091,Anthropologists and Archeologists,-0.0008409055855017472,0.006895280135027909,0.0007510589246726429,-0.015689489187891925
123,19-3092,Geographers,-0.0105343389748669,-0.017655839116605038,0.014923973691310141,-0.009153943924016309
124,19-3093,Historians,0.01430967152496923,-0.05002399328011453,0.058908269336344674,-0.06490745995045188
125,19-3094,Political Scientists,-0.009283738291761517,-0.012340819044994913,0.01638963286307525,-0.006287037062001871
126,19-4010,Agricultural and Food Science Technicians,-0.04188052616417,0.0200558510608303,-0.008989538220537933,0.018101532428607764
127,19-4021,Biological Technicians,0.004996369139798618,0.014132732298964834,0.029936564464520275,-0.059709858197801016
128,19-4031,Chemical Technicians,-0.016570305068237652,-0.04804655057901419,0.014523638919391207,0.03729838729645901
129,19-4042,"Environmental Science and Protection Technicians, Including Health",0.04351742863108101,-0.05979421814952862,0.011431170431327763,-0.000525672261775828
130,19-4045,Geological and Petroleum Technicians,-0.009490496658146816,0.03473004440176983,-0.033229810924984685,0.02323858436227988
131,19-4051,Nuclear Technicians,-0.003189818918677721,0.03301081094201963,-0.0012921237287900865,-0.016359168340201152
132,19-4061,Social Science Research Assistants,0.023616659064921747,0.04625295441875596,-0.037051553287580793,-0.015108254669385104
133,19-4071,Forest and Conservation Technicians,0.02034792502379716,-0.014690769174500046,0.011715920402695309,0.0007406694603764585
134,19-4092,Forensic Science Technicians,-0.006898619058733901,-0.024386072311482515,0.0004252341791018341,0.0317010259428919
135,19-5011,Occupational Health and Safety Specialists,-0.010813194693164732,0.03310796372853547,0.0007930215514209416,-0.01668344716451603
136,19-5012,Occupational Health and Safety Technicians,0.0022624556099031384,0.06804506562354462,-0.01772382196942701,-0.037671617920605555
137,21-1012,"Educational, Guidance, and Career Counselors and Advisors",-0.03578730327777538,0.007678288076906875,0.02653334535029682,5.429651319809048e-05
138,21-1013,Marriage and Family Therapists,0.015373688811184005,-0.025085925928126585,0.0095484718301838,-0.0007203345976380671
139,21-1015,Rehabilitation Counselors,0.007225655288984639,0.037658893802274496,0.018643750669491588,-0.061175169098649285
140,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",-0.0033756699079291186,0.009617571079454337,0.018624506031980417,-0.0236652125628901
141,21-1021,"Child, Family, and School Social Workers",-0.013672350001695949,0.026705418002746166,0.026071773603245738,-0.03628110097229989
142,21-1022,Healthcare Social Workers,0.013005988368311489,-0.02247500930513595,0.013677095259711461,-0.013659287581692436
143,21-1023,Mental Health and Substance Abuse Social Workers,-0.034358225945768484,0.05309880144350209,0.016187664677051128,-0.03438345056012575
144,21-1091,Health Education Specialists,-0.006117378408951324,-0.004708228872720474,0.008568563239051127,-0.008930595455624565
145,21-1092,Probation Officers and Correctional Treatment Specialists,-0.020281110285569226,0.023448289462044455,-0.006344422301179202,0.015539470264585103
146,21-1093,Social and Human Service Assistants,0.09755720041619281,-0.017611566598409914,0.0170188458262083,-0.10041673159092224
147,21-2011,Clergy,0.04390625970576137,-0.028466539140103372,0.003421828092663698,-0.02438881784224685
148,21-2021,"Directors, Religious Activities and Education",0.007514560538530557,-0.007162622510188243,0.014955084123249252,-0.009054114966071058
149,23-1011,Lawyers,-0.0007115779206298134,0.00870692626935321,-0.004338621150230343,0.0022425148575876547
150,23-1012,Judicial Law Clerks,0.034282877701187264,0.043572670148797676,-0.03806502140162983,-0.03967237559046772
151,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",-0.002537140768111651,-0.014771264860863581,0.01085961684514175,0.001861273168651173
152,23-1022,"Arbitrators, Mediators, and Conciliators",-0.02100460953601782,0.03168489033160146,0.0035752544456180424,-0.010148034935112654
153,23-1023,"Judges, Magistrate Judges, and Magistrates",-0.010545049208426444,0.015401603374422798,0.024557315759167447,-0.026728433429293208
154,23-2011,Paralegals and Legal Assistants,0.08799150098506581,-0.08140425694445907,-0.00623347074115016,0.003314962596483697
155,23-2093,"Title Examiners, Abstractors, and Searchers",-0.027774027361375547,0.10271078351196197,-0.038324664975347304,-0.026623968897353932
156,25-1011,"Business Teachers, Postsecondary",-0.01177420157375797,-0.007729380670664879,0.019149919895942447,-0.009436815799332775
157,25-1021,"Computer Science Teachers, Postsecondary",-0.016067765913750448,0.012245661798976917,-0.0006427275106400121,-0.005807181374053796
158,25-1022,"Mathematical Science Teachers, Postsecondary",-0.030833160706303916,-0.00046652660536422585,0.03029430386898173,-0.0009407729568349163
159,25-1031,"Architecture Teachers, Postsecondary",-0.04194119960518822,0.029938411908167525,-0.007104452584468429,0.018067253463507127
160,25-1032,"Engineering Teachers, Postsecondary",-0.01857674260456084,0.015278351542053092,-0.01246238967181229,0.004839433714531542
161,25-1041,"Agricultural Sciences Teachers, Postsecondary",-0.018093032593709202,0.007405203611700828,0.0070285044250027046,-0.0004910043226161731
162,25-1042,"Biological Science Teachers, Postsecondary",-0.023333887919305296,0.032522827180601496,-0.004007215338638376,-0.004533528200565871
163,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",-0.021036031919422132,0.04055472977576946,-0.020695206301743235,-1.9169756406561822e-05
164,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",-0.005742269682537826,-0.013650680907212706,0.019347062036496,-0.018970334361852192
165,25-1052,"Chemistry Teachers, Postsecondary",0.011942306878972242,-0.03397777388827139,0.03713158918813286,-0.02074305639355095
166,25-1053,"Environmental Science Teachers, Postsecondary",-0.022017197131050575,0.0013075978722090764,0.01076408527345464,-0.00027138324320021
167,25-1054,"Physics Teachers, Postsecondary",-0.05101490058050796,0.0464369138264087,0.005245109115413676,-0.009339181468367264
168,25-1061,"Anthropology and Archeology Teachers, Postsecondary",-0.017483551976183204,-0.012953595711438323,0.010218505252368781,0.011644193660353665
169,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",-0.015149322309538471,-0.03823464980787506,0.030747997729125093,0.00837355543592009
170,25-1063,"Economics Teachers, Postsecondary",-0.011374923600018322,-0.02069150250210358,0.017824876302448278,0.004032825933671463
171,25-1064,"Geography Teachers, Postsecondary",-0.02605025722532686,0.02838650360276143,-0.005532125047282649,0.0010379389211357948
172,25-1065,"Political Science Teachers, Postsecondary",-0.03397380228321206,0.0056422924701890614,0.01564379695884975,0.005841748587789478
173,25-1066,"Psychology Teachers, Postsecondary",-0.021567014564619486,-0.00724837949620058,0.0016867390662428094,0.02348776858465497
174,25-1067,"Sociology Teachers, Postsecondary",-0.02386757917256946,0.044681261980849735,0.0010158546903105276,-0.024988250453504716
175,25-1071,"Health Specialties Teachers, Postsecondary",0.018564933496651226,-0.03153269969056094,0.019463523807507238,-0.015178188353663746
176,25-1072,"Nursing Instructors and Teachers, Postsecondary",-0.02059999880117999,0.02161978998640024,-0.004226652874740583,0.008753751969167042
177,25-1081,"Education Teachers, Postsecondary",0.004598668525771066,0.00794792432543917,-0.0021902956681790764,-0.010911704520509602
178,25-1082,"Library Science Teachers, Postsecondary",-0.0037495334896503474,0.025618397404436916,-0.029369568216022796,5.036543747633654e-05
179,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.014988708641663268,-0.04183956885634802,0.02395319954501543,-0.006116198714754696
180,25-1112,"Law Teachers, Postsecondary",-0.0389745457719734,-0.00549036243098,0.034317470590919136,-0.005475384162147337
181,25-1113,"Social Work Teachers, Postsecondary",-0.026802790016281802,0.02338668809309352,0.01983989631163463,-0.029457742048909094
182,25-1121,"Art, Drama, and Music Teachers, Postsecondary",-0.032479597325808685,-0.003946144732220359,0.0035892790277309017,0.027673163482200044
183,25-1122,"Communications Teachers, Postsecondary",-0.022041375791748252,0.00880439372073355,0.019742133559588176,-0.016217253913942797
184,25-1123,"English Language and Literature Teachers, Postsecondary",-0.011864452738736958,0.005906409059527183,-0.0032530976062089267,0.0010504540139411322
185,25-1124,"Foreign Language and Literature Teachers, Postsecondary",-0.004818105824884705,-0.013879246020970092,0.03464439529375299,-0.027069966959936964
186,25-1125,"History Teachers, Postsecondary",-0.03397258609998302,0.04739281455397794,-0.004328462649054204,-0.011852338704661756
187,25-1126,"Philosophy and Religion Teachers, Postsecondary",-0.017200408987844112,0.010646029171982832,0.019801137344213127,-0.020346516743350036
188,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",0.01953733733112331,-0.024985268255029364,0.019851146915369988,-0.01685420350444819
189,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",-0.006697972533933616,0.017442917883949235,0.011754565359103228,-0.01957050529363849
190,25-1194,"Career/Technical Education Teachers, Postsecondary",-0.05562177059872793,0.017872701562268216,0.012177691049104447,0.028893811958806692
191,25-2011,"Preschool Teachers, Except Special Education",0.04636505640139904,-0.017670781550922915,-0.0076228682674920195,-0.017443974448551475
192,25-2012,"Kindergarten Teachers, Except Special Education",0.04425239147207853,-0.06604776266312958,0.0029835326528406814,0.007804028099559962
193,25-2021,"Elementary School Teachers, Except Special Education",0.017855164576695892,-0.02192370820958868,0.013472247428028342,-0.014058594298762092
194,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",0.02386339704418075,-0.017797871438555615,0.006857939077737976,-0.013197336052087283
195,25-2023,"Career/Technical Education Teachers, Middle School",0.022434651203445094,0.01000880473197431,0.004362469830713353,-0.03476326693566725
196,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",0.0023837815387747485,-0.003093829586855154,0.018078297181612385,-0.020255619260265076
197,25-2032,"Career/Technical Education Teachers, Secondary School",0.019757092406585797,0.006599030894552674,0.01062964727495215,-0.040572405542964374
198,25-2057,"Special Education Teachers, Middle School",0.030371565432222802,-0.02039746764577842,0.0089783987715982,-0.021032213594601182
199,25-2058,"Special Education Teachers, Secondary School",0.004018567772163695,0.013127677186738532,0.011896817912443028,-0.027093344606371222
200,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",-0.0024460189092579965,-0.015467050645542609,0.03237726721057016,-0.021563123534514908
201,25-3021,Self-Enrichment Teachers,0.03445471481673068,0.005190679166386644,-0.022253290885929047,-0.016730532801846276
202,25-4011,Archivists,-0.008048388451018684,-0.03942976485992272,-0.01580337804979598,0.04229302167705143
203,25-4012,Curators,0.045399525799150325,-0.0376801741119924,0.01593730895817655,-0.025771530264960346
204,25-4013,Museum Technicians and Conservators,0.027614172069893958,0.09556924822301949,-0.028177139610215063,-0.08995963992833547
205,25-4022,Librarians and Media Collections Specialists,0.012806870599366027,0.012340726060201923,-0.02442949454126697,-0.003590081078486726
206,25-4031,Library Technicians,-0.010747476673996142,-0.040345742201262164,-0.025576054485758788,0.07069235113316216
207,25-9021,Farm and Home Management Educators,0.0055587054022491755,-0.003784254830997952,0.007379432607750702,-0.00947050845062325
208,25-9031,Instructional Coordinators,0.016265468647215536,-0.013482967225097772,0.013944163269389492,-0.022542330581358544
209,25-9044,"Teaching Assistants, Postsecondary",0.02444826766293104,-0.0023219340217251055,-0.061478900134031816,0.04608204324379929
210,25-9045,Teacher Assistants,0.04407602724431095,0.015615529124505513,-0.0401557334592733,-0.005127082903667285
211,27-1011,Art Directors,0.0011857563533790305,0.030724608797068106,-0.01639797746302596,-0.007634795922122281
212,27-1012,Craft Artists,-0.005091605315686004,0.00992838716667277,0.0027505459108784214,-0.011069577124615815
213,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",-0.010203100702258348,0.019389071627862436,0.015620603985040032,-0.02831921439996432
214,27-1014,Special Effects Artists and Animators,0.022516417342074935,-0.04615114036259996,-0.04765753220222123,0.06435354959884595
215,27-1021,Commercial and Industrial Designers,0.041062832704081065,-0.0776718249764552,0.011184749844278516,0.006989222003581139
216,27-1023,Floral Designers,0.039889799485036626,-0.02201380395916834,-0.023159833856019975,0.008516401071959057
217,27-1024,Graphic Designers,-0.008237653021108349,-0.0038198156228699542,0.007995872830629164,-0.0055766358519393905
218,27-1025,Interior Designers,0.03162274632300796,0.0010196144205792124,-0.013122900935116436,-0.012907869820697665
219,27-1026,Merchandise Displayers and Window Trimmers,-0.011331849489005216,-0.04739487548542429,0.01797342069468933,0.033274887091646776
220,27-1027,Set and Exhibit Designers,0.016489940542599557,-0.008926056262110502,0.02213906881661805,-0.027766065506224485
221,27-2011,Actors,-0.01884396617715664,0.015918492799962276,-0.025736832453033376,0.037569473984759676
222,27-2012,Producers and Directors,0.027083609298248906,-0.04103986450409254,0.017254022266902133,-0.012393338037947496
223,27-2021,Athletes and Sports Competitors,0.003813066479320011,0.007234834514472113,-0.017960450916563654,0.021883802524564844
224,27-2022,Coaches and Scouts,0.0021204795888149497,-0.009388804145178523,0.04936123845445012,-0.04322263570780224
225,27-2023,"Umpires, Referees, and Other Sports Officials",0.0102011680417596,0.020096897214841675,-0.0009949856867139603,-0.02747311270427688
226,27-2031,Dancers,-0.02091988046283084,0.0054312775459701285,-0.017317390968094745,0.05263333258558034
227,27-2032,Choreographers,-0.009168455669935377,-0.0059051241781372665,0.006821036932193339,0.010976214676700291
228,27-2041,Music Directors and Composers,0.02045582492329935,0.04071679943550152,-0.005671107205942882,-0.04471703995804345
229,27-2042,Musicians and Singers,-0.032119587086141044,0.08578965882229386,-0.035636102570255054,-0.0002105030617111231
230,27-3011,Broadcast Announcers and Radio Disc Jockeys,-0.0265748120888791,0.023139165113035612,-0.03204280963256373,0.03987952053937519
231,27-3012,Public Address System and Other Announcers,0.040321432938583396,-0.022288061646948437,0.008089341339624759,-0.03626138661883191
232,27-3023,"News Analysts, Reporters, and Journalists",0.007417893310988161,-0.02048860150289912,-0.009125286229711996,0.009236437865050955
233,27-3031,Public Relations Specialists,-0.03967688320587981,-0.009435419535744824,0.005622368812875325,0.028913089338410386
