Skill Id,Skill Name,Task,2020 Automation Level,2008 Automation Level,Change from 2008 to 2020
4.C.2.d.1.e,"Spend Time Kneeling, Crouching, Stooping, or Crawling",General Physical Task,0.420565047084476,0.40956725602047,0.010997791064006002
4.A.3.b.1,Interacting With Computers,Communication,0.60337908901336,0.628886998792404,-0.025507909779043936
1.A.1.d.1,Memorization,Creative and Critical Thinking,0.441071347354098,0.488337943343945,-0.047266595989847004
4.C.2.b.1.d,Exposed to Contaminants,Hazardous Task,0.512495175322187,0.503072791220878,0.009422384101309023
4.C.2.a.1.b,"Indoors, Not Environmentally Controlled",Vehicle and Equipment Operation,0.491325547077626,0.46642336655995,0.02490218051767601
2.B.2.i,Complex Problem Solving,Systems Analysis,0.440699961565345,0.445661308668802,-0.00496134710345697
4.A.2.b.3,Updating and Using Relevant Knowledge,Information Processing,0.442434865583906,0.450890319618057,-0.008455454034150989
4.C.2.c.1.d,Exposed to Hazardous Conditions,Hazardous Task,0.498493995352751,0.496750154763401,0.0017438405893500097
4.C.1.d.1,Frequency of Conflict Situations,Conflict Resolution,0.529112610976579,0.517813092336422,0.011299518640156991
1.A.2.c.3,Speed of Limb Movement,Dynamic Physical Task,0.49516400377751,0.464539528949326,0.030624474828184034
4.A.4.b.3,Training and Teaching Others,Management and Supervision,0.415301556599659,0.404075915707054,0.011225640892605027
4.A.2.b.1,Making Decisions and Solving Problems,Information Processing,0.369225128065332,0.434157305949726,-0.06493217788439404
4.C.3.b.7,Importance of Repeating Same Tasks,Routine Problem Solving,0.754262032380391,0.762777037007011,-0.008515004626620026
4.A.4.a.1,Interpreting the Meaning of Information for Others,Information Processing,0.438285450979859,0.451985299217598,-0.01369984823773901
4.A.4.a.5,Assisting and Caring for Others,Conflict Resolution,0.424557863453374,0.398252901784158,0.026304961669215976
4.A.2.b.2,Thinking Creatively,Creative and Critical Thinking,0.312978520817212,0.348246934650481,-0.03526841383326901
4.A.2.a.1,"Judging the Qualities of Things, Services, or People",Information Processing,0.422858030067284,0.419810101233335,0.0030479288339489985
4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",Machine Control,0.514874339587453,0.496141706226687,0.01873263336076597
1.A.1.g.2,Time Sharing,Routine Problem Solving,0.468299682406626,0.491286559269759,-0.022986876863133
4.C.2.d.1.a,Spend Time Sitting,Communication,0.56337916607779,0.584617349777112,-0.021238183699321955
4.A.2.a.4,Analyzing Data or Information,Information Processing,0.518240715295898,0.529274004720415,-0.011033289424516979
4.C.2.d.1.b,Spend Time Standing,Dynamic Physical Task,0.448518175002713,0.432724572371822,0.015793602630891024
1.A.1.e.1,Speed of Closure,Routine Problem Solving,0.515296142621596,0.508482858289252,0.006813284332343961
4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",Management and Supervision,0.554846118509962,0.559084115182075,-0.004237996672112998
1.A.1.b.6,Information Ordering,Routine Problem Solving,0.524519033252734,0.571735401154161,-0.047216367901427025
1.A.1.b.4,Deductive Reasoning,Routine Problem Solving,0.45753665214538,0.487694615696549,-0.03015796355116901
2.B.3.b,Technology Design,Systems Analysis,0.447770358043513,0.487463255494193,-0.03969289745068
1.A.1.g.1,Selective Attention,Routine Problem Solving,0.526896397175291,0.560854840166684,-0.033958442991392945
1.A.3.a.2,Explosive Strength,Dynamic Physical Task,0.439684545679422,0.412931999272178,0.026752546407244004
1.A.2.c.1,Reaction Time,Hazardous Task,0.550781431241863,0.529910590353684,0.02087084088817892
1.A.3.c.3,Gross Body Coordination,Dynamic Physical Task,0.434848048312131,0.420967788610137,0.013880259701993969
2.B.3.m,Quality Control Analysis,Equipment Maintenance,0.556506597489893,0.568935599742145,-0.012429002252252075
4.A.4.c.3,Monitoring and Controlling Resources,Management and Supervision,0.475409463460526,0.452881320276296,0.022528143184229965
1.A.1.b.3,Problem Sensitivity,Routine Problem Solving,0.487546334639845,0.49343138988501,-0.005885055245165027
1.A.4.a.4,Night Vision,Vehicle and Equipment Operation,0.519054425658837,0.475587041776749,0.043467383882087984
1.A.4.b.1,Hearing Sensitivity,Routine Problem Solving,0.50326842360787,0.4980269227169,0.00524150089097003
2.B.3.l,Repairing,Equipment Maintenance,0.502164210193,0.484542358470548,0.017621851722451953
2.B.1.f,Service Orientation,Interpersonal Task,0.428222213932352,0.474979189089143,-0.046756975156791
4.C.1.a.2.c,Public Speaking,Creative and Critical Thinking,0.367368257212057,0.385604708032309,-0.018236450820251993
4.C.3.d.1,Time Pressure,Routine Problem Solving,0.591098295001716,0.597312022767611,-0.006213727765895016
4.C.1.b.1.g,Coordinate or Lead Others,Group Task,0.484687146220643,0.479546467605971,0.00514067861467199
4.A.3.b.5,Repairing and Maintaining Electronic Equipment,Equipment Maintenance,0.541593890807668,0.524134024256348,0.017459866551319925
4.A.2.b.5,Scheduling Work and Activities,Systems Analysis,0.385424065538703,0.414173873108476,-0.028749807569772967
4.C.2.c.1.e,Exposed to Hazardous Equipment,Hazardous Task,0.52126403005108,0.510941339033196,0.010322691017883967
1.A.2.b.2,Multilimb Coordination,General Physical Task,0.468474489856582,0.4424847767193,0.025989713137282044
4.A.2.b.4,Developing Objectives and Strategies,Systems Analysis,0.367761960185257,0.403707771746562,-0.03594581156130505
4.A.3.a.3,Controlling Machines and Processes,Machine Control,0.582704076091999,0.558875849524462,0.023828226567537025
4.C.2.a.1.c,"Outdoors, Exposed to Weather",Vehicle and Equipment Operation,0.437969678237555,0.425155239586354,0.012814438651201021
4.A.3.a.1,Performing General Physical Activities,General Physical Task,0.4429352485114,0.423375006336534,0.01956024217486596
4.C.1.d.2,Deal With Unpleasant or Angry People,Conflict Resolution,0.55113050992696,0.556845312691825,-0.0057148027648650235
4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,Interpersonal Task,0.437665482000984,0.436338739363617,0.0013267426373669844
4.C.1.a.2.j,Letters and Memos,Communication,0.523134684483333,0.502959609541032,0.020175074942300975
4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,Equipment Maintenance,0.513676366704996,0.500444451480076,0.013231915224919955
4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",Systems Analysis,0.450263873452878,0.465290949279778,-0.015027075826899994
1.A.1.f.2,Visualization,Equipment Maintenance,0.436047487698418,0.44183585970289,-0.00578837200447202
1.A.4.a.2,Far Vision,Vehicle and Equipment Operation,0.43796451248377,0.464599391705132,-0.026634879221361984
4.C.2.d.1.c,"Spend Time Climbing Ladders, Scaffolds, or Poles",Vehicle and Equipment Operation,0.464473690751749,0.447817194275302,0.016656496476447014
1.A.1.a.2,Written Comprehension,Communication,0.505452315918679,0.531126864219008,-0.025674548300329003
4.A.4.a.7,Resolving Conflicts and Negotiating with Others,Conflict Resolution,0.487189728523921,0.451594866466142,0.03559486205777901
2.B.3.a,Operations Analysis,Systems Analysis,0.454917470081253,0.506278184804937,-0.05136071472368403
1.A.1.e.3,Perceptual Speed,Routine Problem Solving,0.630001912320342,0.605869382887726,0.024132529432616012
1.A.1.f.1,Spatial Orientation,Vehicle and Equipment Operation,0.493225205639497,0.47071483719407,0.02251036844542703
4.C.3.a.1,Consequence of Error,Machine Control,0.584771820105623,0.545425727350211,0.03934609275541201
2.A.2.c,Learning Strategies,Creative and Critical Thinking,0.466414886119986,0.446639118456738,0.01977576766324801
4.A.1.a.1,Getting Information,Information Processing,0.519285656489963,0.52123488046376,-0.001949223973796932
2.B.3.d,Installation,Equipment Maintenance,0.461968163229038,0.457400480483744,0.0045676827452940105
4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",Vehicle and Equipment Operation,0.496964083115684,0.473627832111509,0.023336251004175024
4.C.2.c.1.f,"Exposed to Minor Burns, Cuts, Bites, or Stings",Hazardous Task,0.471534877613225,0.466776384735015,0.004758492878210008
1.A.4.a.5,Peripheral Vision,Vehicle and Equipment Operation,0.504717063678242,0.468425804117889,0.036291259560353006
4.C.2.a.1.a,"Indoors, Environmentally Controlled",Communication,0.533444201109925,0.548305872197517,-0.014861671087592065
2.B.4.g,Systems Analysis,Systems Analysis,0.484073832326165,0.547120994613154,-0.06304716228698898
2.A.1.c,Writing,Creative and Critical Thinking,0.461902965834952,0.467849141728451,-0.005946175893498995
1.A.3.c.2,Dynamic Flexibility,Dynamic Physical Task,0.455049850934648,0.431416287840014,0.02363356309463399
1.A.3.c.4,Gross Body Equilibrium,Dynamic Physical Task,0.431387541819728,0.416522125878659,0.014865415941068993
4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,Information Processing,0.606119494518354,0.572140937063771,0.033978557454583
4.C.1.a.2.f,Telephone,Communication,0.511300490548073,0.479944632877261,0.031355857670812004
2.B.3.j,Equipment Maintenance,Equipment Maintenance,0.523422336228755,0.512222308848694,0.011200027380060984
4.A.4.b.2,Developing and Building Teams,Management and Supervision,0.474392798647642,0.450018221199479,0.024374577448163015
2.B.5.b,Management of Financial Resources,Management and Supervision,0.518447959660373,0.438282671234792,0.08016528842558107
1.A.4.a.1,Near Vision,Routine Problem Solving,0.519485592130912,0.569935289284994,-0.050449697154081985
4.C.2.b.1.b,Very Hot or Cold Temperatures,Vehicle and Equipment Operation,0.515003529804047,0.487669847430425,0.027333682373621937
4.C.2.a.1.f,In an Enclosed Vehicle or Equipment,Vehicle and Equipment Operation,0.437998125605971,0.433649723672475,0.0043484019334960045
4.A.2.a.2,Processing Information,Information Processing,0.592028836967701,0.620605183609707,-0.028576346642005923
2.A.1.d,Speaking,Communication,0.43531259690725,0.389066963876634,0.04624563303061602
2.A.1.b,Active Listening,Communication,0.459248341186218,0.44760046426139,0.011647876924827993
4.C.2.d.1.g,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls",General Physical Task,0.549518818583096,0.525410582193223,0.024108236389873028
4.C.1.a.4,Contact With Others,Interpersonal Task,0.473591510844088,0.49110917081854,-0.017517659974451982
4.C.3.b.4,Importance of Being Exact or Accurate,Routine Problem Solving,0.672703872514604,0.659228071549827,0.013475800964776963
1.A.1.c.1,Mathematical Reasoning,Information Processing,0.578338437962931,0.583094238263581,-0.004755800300649926
4.C.3.a.4,Freedom to Make Decisions,Communication,0.377660021023073,0.415720761454387,-0.03806074043131402
1.A.4.a.7,Glare Sensitivity,Vehicle and Equipment Operation,0.500533135361875,0.477680085215015,0.022853050146860066
2.B.3.h,Operation and Control,Machine Control,0.577666687613546,0.62011070052164,-0.042444012908093964
4.A.4.c.1,Performing Administrative Activities,Communication,0.532804523287746,0.536180117092253,-0.0033755938045070266
1.A.1.a.3,Oral Expression,Communication,0.444651772057867,0.464667812841038,-0.020016040783170985
1.A.3.a.3,Dynamic Strength,Dynamic Physical Task,0.449377736608942,0.412690103296511,0.03668763331243097
2.B.3.k,Troubleshooting,Equipment Maintenance,0.531836848448876,0.520336339085282,0.011500509363594036
4.C.1.c.1,Responsible for Others' Health and Safety,Hazardous Task,0.501103402528511,0.475922093109916,0.025181309418595033
1.A.2.a.1,Arm-Hand Steadiness,Machine Control,0.503621187789045,0.471442566909403,0.03217862087964196
4.C.2.d.1.i,Spend Time Making Repetitive Motions,General Physical Task,0.585982678513056,0.609648829180219,-0.023666150667163044
1.A.3.a.4,Trunk Strength,Dynamic Physical Task,0.435681564489432,0.423942975295768,0.011738589193663995
1.A.1.b.2,Originality,Creative and Critical Thinking,0.372961404565984,0.393727159157432,-0.020765754591448027
4.C.2.d.1.f,Spend Time Keeping or Regaining Balance,Dynamic Physical Task,0.422980686373522,0.410138931556338,0.01284175481718397
2.B.1.c,Persuasion,Interpersonal Task,0.441969282002336,0.406555671692485,0.03541361030985096
4.C.3.a.2.b,Frequency of Decision Making,Conflict Resolution,0.533781327646742,0.523500534867269,0.010280792779473025
2.B.1.e,Instructing,Management and Supervision,0.377997181237401,0.411816529304757,-0.03381934806735598
2.B.5.c,Management of Material Resources,Management and Supervision,0.471804326409142,0.422735530342184,0.04906879606695802
2.A.1.a,Reading Comprehension,Communication,0.488055178622174,0.48537618713676,0.0026789914854140062
4.C.2.a.3,Physical Proximity,Conflict Resolution,0.430157612135417,0.402960345133488,0.027197267001928982
1.A.1.a.1,Oral Comprehension,Communication,0.471215849452242,0.495502136497418,-0.02428628704517599
4.C.2.a.1.d,"Outdoors, Under Cover",Vehicle and Equipment Operation,0.425138232047482,0.43016135178597,-0.005023119738487958
4.A.3.a.2,Handling and Moving Objects,General Physical Task,0.47893211593851,0.464151917605141,0.014780198333368966
1.A.2.b.3,Response Orientation,Vehicle and Equipment Operation,0.517238516400603,0.503612716631118,0.01362579976948508
2.A.1.f,Science,Information Processing,0.439211765976472,0.389013993997032,0.050197771979439976
4.A.1.b.1,"Identifying Objects, Actions, and Events",Information Processing,0.469387103863491,0.48875979298737,-0.019372689123879017
4.C.1.b.1.f,Deal With External Customers,Interpersonal Task,0.457566287705448,0.452493597212951,0.0050726904924969785
4.C.3.b.8,Structured versus Unstructured Work,Communication,0.406477963333741,0.440253748590811,-0.033775785257070035
4.C.2.e.1.d,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets",Hazardous Task,0.507818636247922,0.478151975002895,0.029666661245026982
4.A.4.b.5,Coaching and Developing Others,Management and Supervision,0.41575119911695,0.406428273877336,0.009322925239614033
1.A.1.e.2,Flexibility of Closure,Routine Problem Solving,0.527283165536958,0.53252071574377,-0.005237550206812047
4.C.1.a.2.l,Face-to-Face Discussions,Group Task,0.467520887570702,0.472782178289527,-0.005261290718825029
2.B.1.b,Coordination,Interpersonal Task,0.448524795465574,0.407754941317858,0.040769854147716
1.A.4.b.5,Speech Clarity,Interpersonal Task,0.434127670446313,0.463874260543559,-0.029746590097246006
4.A.4.c.2,Staffing Organizational Units,Management and Supervision,0.482755897783789,0.470238373383802,0.012517524399987046
4.C.1.b.1.e,Work With Work Group or Team,Group Task,0.545690888535063,0.532809262517104,0.012881626017958947
4.C.2.b.1.a,"Sounds, Noise Levels Are Distracting or Uncomfortable",Hazardous Task,0.564327083406969,0.580085501517488,-0.015758418110518924
2.A.1.e,Mathematics,Information Processing,0.574723478013781,0.55506520318855,0.01965827482523097
2.B.5.d,Management of Personnel Resources,Interpersonal Task,0.472967152439484,0.43830828915099,0.03465886328849399
1.A.2.b.4,Rate Control,Hazardous Task,0.579049680000433,0.558739980045737,0.020309699954696003
4.A.4.b.1,Coordinating the Work and Activities of Others,Management and Supervision,0.45991996674927,0.457102556384199,0.0028174103650709936
4.C.2.c.1.a,Exposed to Radiation,Conflict Resolution,0.527831679084824,0.494784563830391,0.03304711525443299
1.A.4.a.3,Visual Color Discrimination,Equipment Maintenance,0.483501899967154,0.47579325129609,0.007708648671063967
1.A.3.c.1,Extent Flexibility,General Physical Task,0.448492947402493,0.430928759823939,0.01756418757855399
4.C.2.e.1.e,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection",Hazardous Task,0.486443217752424,0.452105108349351,0.03433810940307297
1.A.4.b.4,Speech Recognition,Interpersonal Task,0.470114002325893,0.496493267992995,-0.02637926566710197
1.A.1.b.5,Inductive Reasoning,Information Processing,0.44288616081494,0.462394743258511,-0.01950858244357101
4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",Equipment Maintenance,0.487821448212051,0.489439292046802,-0.0016178438347509982
1.A.3.a.1,Static Strength,General Physical Task,0.451289245113306,0.442496226446749,0.008793018666556962
4.C.2.b.1.e,"Cramped Work Space, Awkward Positions",General Physical Task,0.456974849243611,0.452030881976611,0.004943967266999971
4.A.4.a.8,Performing for or Working Directly with the Public,Interpersonal Task,0.402569388991909,0.398162265727113,0.004407123264796031
1.A.1.b.7,Category Flexibility,Routine Problem Solving,0.494769576354231,0.527073802370497,-0.032304226016265924
2.B.1.d,Negotiation,Conflict Resolution,0.459038122020016,0.445418896618092,0.013619225401924007
4.C.2.b.1.f,Exposed to Whole Body Vibration,Vehicle and Equipment Operation,0.472539309998309,0.451428962848859,0.021110347149450037
4.C.1.c.2,Responsibility for Outcomes and Results,Group Task,0.533713681824681,0.542677421708153,-0.008963739883471988
2.A.2.a,Critical Thinking,Creative and Critical Thinking,0.4578748665443,0.43096981646524,0.026905050079059967
4.A.3.b.6,Documenting/Recording Information,Information Processing,0.540868169642748,0.543254213469408,-0.002386043826660078
4.C.3.d.3,Pace Determined by Speed of Equipment,Hazardous Task,0.69318530098403,0.699896907349093,-0.006711606365063072
4.C.3.a.2.a,Impact of Decisions on Co-workers or Company Results,Conflict Resolution,0.534621072611964,0.501767700792304,0.03285337181965997
1.A.4.b.3,Sound Localization,Vehicle and Equipment Operation,0.501656390252738,0.47395244622026,0.027703944032478
4.A.4.a.6,Selling or Influencing Others,Interpersonal Task,0.435431826472765,0.417427767546065,0.01800405892670004
1.A.2.a.3,Finger Dexterity,General Physical Task,0.526508874671767,0.515289472825048,0.01121940184671899
