,Job Code,Job Title,Race with the Machine,Interpersonal Task,Group Task,Conflict Resolution,Management and Supervision,Race against the Machine,Routine Problem Solving,Information Processing,General Physical Task,Dynamic Physical Task,Race ahead of the Machine,Communication,Systems Analysis,Creative and Critical Thinking,Running a Different Race,Equipment Maintenance,Vehicle and Equipment Operation,Machine Control,Hazardous Task
11,11-3061,Purchasing Managers,0.2349018148788189,0.08311438069560984,0.015027321256461596,0.034186492039464035,0.10257362088728347,0.06986225962143483,0.02514321343515686,0.04471904618627797,0.0,0.0,0.16324774492842448,0.0709868525133062,0.04865070247130497,0.043610189943813285,0.004645538698908429,0.0,0.0005438732824623314,0.004101665416446097,0.0
12,11-3071,"Transportation, Storage, and Distribution Managers",0.2157809715490988,0.05977321838213266,0.023073762856290262,0.04435614867253747,0.08857784163813842,0.06807294598744952,0.02045910670798448,0.04761383927946504,0.0,0.0,0.14567778020678168,0.06669506144398607,0.045068384254395036,0.03391433450840057,0.049977723501908516,0.0003642661308483956,0.02765865747321105,0.01460479972980163,0.007350000168047438
13,11-3111,Compensation and Benefits Managers,0.19836761852499732,0.07118951098149151,0.017283395845432058,0.030356657342004482,0.07953805435606927,0.0825940048650507,0.0069234023816554715,0.07567060248339523,0.0,0.0,0.198683056245993,0.10319909726512848,0.06180468217627042,0.0336792768045941,0.0,0.0,0.0,0.0,0.0
14,11-3131,Training and Development Managers,0.2118305823421574,0.07751388843887047,0.009639743507242202,0.01547424375112166,0.10920270664492306,0.06989416665060844,0.0259617443419932,0.04393242230861523,0.0,0.0,0.17369386589814506,0.05953391964367116,0.05341851154580594,0.06074143470866796,0.0036490796714368718,2.8359726485695875e-05,0.0011815858062594069,0.002439134138691769,0.0
15,11-9021,Construction Managers,0.1644219335485032,0.04158224351824595,0.014771000447285644,0.035244777164084994,0.07282391241888661,0.10441699414383616,0.050457111231045536,0.05214037668626127,0.0017671515594390379,5.235466709032881e-05,0.11070377714528297,0.04631595737811721,0.039002000990853006,0.02538581877631273,0.10315981970960868,0.018476345171475624,0.04493332833587412,0.018039616685857213,0.02171052951640172
16,11-9031,"Education and Childcare Administrators, Preschool and Daycare",0.2449256647268609,0.08020160951244344,0.025252049851690904,0.049075065363004884,0.09039693999972163,0.0603756712215636,0.030187283058512388,0.028736111649469924,0.0,0.0014522765135812831,0.14395515228429565,0.06756100355962437,0.03478213564286106,0.041612013081810235,0.0193679320038549,0.0,0.003999771102873372,0.008359814733012163,0.007008346167969364
17,11-9032,"Education Administrators, Kindergarten through Secondary",0.20484458072754336,0.06692073522591757,0.01783171339778393,0.04206733105876664,0.07802480104507524,0.0928359716426477,0.03629554928111567,0.054926697062222564,0.0,0.0016137252993094738,0.1541097980290775,0.06616348898338419,0.043064884087912786,0.04488142495778053,0.016521234001266368,0.002683004500722536,0.003502043258242,0.007195742455201597,0.003140443787100237
18,11-9033,"Education Administrators, Postsecondary",0.19292875251798006,0.07052629606679116,0.01717319490894012,0.030739275750941906,0.07448998579130682,0.09893540704668544,0.045597133564521185,0.053338273482164265,0.0,0.0,0.17253411319614687,0.07226458788828012,0.04347097572496805,0.056798549582898684,0.0011988008144939086,0.0,0.0,0.0011988008144939086,0.0
19,11-9041,Architectural and Engineering Managers,0.16121761854633282,0.05025560197073743,0.02410821327976513,0.015341674540555518,0.07151212875527474,0.1156826531089889,0.032887875124808175,0.08279477798418072,0.0,0.0,0.15375143803424604,0.07308292858772307,0.03267367664962043,0.04799483279690254,0.04801912813784052,0.029794371447393792,0.003981426528676711,0.013841022129816546,0.0004023080319534666
20,11-9051,Food Service Managers,0.24624371463139355,0.08212495167758478,0.03432859869471253,0.06421487319810014,0.06557529106099612,0.12106070264853888,0.039732412236310535,0.018440744351987573,0.030490140634347282,0.0323974054258935,0.07918026649088128,0.04584144508578742,0.009384539528007498,0.023954281877086352,0.0410517893462479,0.003529721462594424,0.002127670972898117,0.006384478804530121,0.029009918106225236
21,11-9071,Gambling Managers,0.2430277581464945,0.07378151566219057,0.02582570845750041,0.0632377776091458,0.08018275641765768,0.10400915993953938,0.051643278139294334,0.0390696424357763,0.0,0.013296239364468748,0.11053720723054744,0.050211806730690284,0.027463905731186098,0.03286149476867106,0.02361298659649354,0.00476769916965995,0.005076429568662282,0.006353656635697671,0.007415201222473641
22,11-9081,Lodging Managers,0.2339125152565573,0.08527032481322466,0.025897813817191005,0.04521071498099576,0.07753366164514591,0.06524446098066496,0.03831472171958196,0.022098798716638064,0.0,0.004830940544444937,0.14921683364617847,0.07058923101667552,0.03691276513596408,0.04171483749353885,0.02240531769629432,0.0016659918686031962,0.012598512597044462,0.0021132377546818283,0.006027575475964832
23,11-9111,Medical and Health Services Managers,0.18687385563808687,0.0654787889503799,0.01214573643989654,0.019108657677941204,0.09014067256986924,0.11232633305326488,0.0419656912754631,0.06754657744769724,0.002814064330104549,0.0,0.17321050151612302,0.07623764923929205,0.061735563181033536,0.03523728909579744,0.004436985424449511,0.0,0.0,0.004436985424449511,0.0
24,11-9121,Natural Sciences Managers,0.12988714426702894,0.04484008799893883,0.016661167343004116,0.014833587267805459,0.05355230165728056,0.11682680476379652,0.02647096429120582,0.09035584047259072,0.0,0.0,0.2024001845279864,0.0910687765008909,0.07006751608669343,0.04126389194040204,0.024206492926225502,0.0007844764015696339,0.002799714875696412,0.013234139128648672,0.0073881625203107894
25,11-9131,Postmasters and Mail Superintendents,0.2413560004989751,0.07936380322704963,0.0299281924705325,0.05518161560573963,0.0768823891956533,0.09411767925447828,0.049251079466557504,0.03931230487193736,0.0,0.005554294915983406,0.12362801143621482,0.06596152468818266,0.031045482216706312,0.026621004531325848,0.023223542541642488,0.0,0.005343913775111226,0.005201229668832479,0.012678399097698785
26,11-9141,"Property, Real Estate, and Community Association Managers",0.2634591477968724,0.0623594019991757,0.017372076766204145,0.05859583592325999,0.1251318331082326,0.051542456272812266,0.0035321522830902815,0.048010303989722,0.0,0.0,0.14582332743758153,0.10698656036362902,0.02205718221498111,0.016779584858971408,0.017243003437331872,0.0,0.016523785731565346,0.0,0.0007192177057665278
27,11-9151,Social and Community Service Managers,0.2057960244996531,0.07804104959109731,0.02432416105954016,0.047122974777528435,0.056307839071487176,0.05993825996420076,0.022895503014389283,0.03704275694981148,0.0,0.0,0.19235738102414554,0.08223810872756691,0.06018631168026318,0.049932960616315435,0.009837535585348162,0.0,0.004131681379215651,0.0028012853650291342,0.0029045688411033764
28,11-9161,Emergency Management Directors,0.18683636498764786,0.07132428963656293,0.014168435375890253,0.02554452779850821,0.07579911217668643,0.07862228531430815,0.035444712208100096,0.04317757310620806,0.0,0.0,0.15809188744668892,0.05848862493178211,0.05401406117222463,0.045589201342682184,0.04161244688968864,0.002315475177024265,0.02661532699374052,0.008510732590061625,0.004170912128862222
29,11-9171,Funeral Home Managers,0.2202788516827664,0.10490257346249217,0.02162912342463249,0.05415770398360886,0.039589450812032884,0.048182966469104194,0.016072422653392582,0.028177562206500112,0.003932981609211503,0.0,0.12327405361007275,0.0884486515300351,0.012035555789630364,0.022789846290407274,0.0744846705843854,0.0,0.06861442055523331,0.0003080023985044953,0.005562247630647596
30,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",0.20596771552985335,0.13727718867441238,0.000977138845219664,0.06322442266183667,0.0044889653483846746,0.05795787984154401,0.04104391125070067,0.01691396859084333,0.0,0.0,0.2014212440560578,0.122931361260967,0.02633465249498116,0.05215523030010965,0.0,0.0,0.0,0.0,0.0
31,13-1020,Buyers and Purchasing Agents,0.22940702130764706,0.061778907296708825,0.019319001494152718,0.06106325077849027,0.08724586173829522,0.0862933068361556,0.028266591606847562,0.05802671522930804,0.0,0.0,0.16185453423482582,0.1047804960591504,0.029293622938426075,0.02778041523724932,0.012208679042756108,0.0,0.000756712123030822,0.011451966919725286,0.0
32,13-1031,"Claims Adjusters, Examiners, and Investigators",0.16173539448363922,0.04052943562739197,0.0,0.09835367081479753,0.022852288041449724,0.19058182865927487,0.07214817907291728,0.11102816721406758,0.007405482372289997,0.0,0.1540106748927846,0.12115070925303195,0.011117698121061304,0.021742267518691342,0.007305083118326777,0.0,0.0,0.005339866908055043,0.001965216210271733
33,13-1032,"Insurance Appraisers, Auto Damage",0.14458281532285466,0.047589507017003436,0.0,0.07987232559439436,0.01712098271145684,0.10380540740666164,0.03612400047108474,0.05066026340981625,0.016073941514254883,0.0009472020115057614,0.1210661205315696,0.09241741405092284,0.018325046132667163,0.010323660347979607,0.12319738032582114,0.0069504939727649245,0.0935826734471244,0.017383281513787947,0.005280931392143882
34,13-1041,Compliance Officers,0.0923609792772078,0.0430583723343111,0.0015766905143254073,0.039380740539071535,0.008345175889499772,0.16283954679119034,0.08537234692505756,0.0761916119088039,0.0012755879573288936,0.0,0.16591064201603276,0.10102353899313288,0.03237896398123079,0.03250813904166908,0.06640442072204,0.006974517369743932,0.056381124413502175,0.002473492446870434,0.000575286491923456
35,13-1051,Cost Estimators,0.1148355444707944,0.016662538487538466,0.0014658139925150366,0.019932409792456862,0.07677478219828403,0.17371523737108804,0.04232737830567166,0.1313878590654164,0.0,0.0,0.1836351920603727,0.10198136202886092,0.04746379055649732,0.034190039475014485,0.027737779683972147,0.002882830037413412,0.005784880714582179,0.019070068931976557,0.0
36,13-1071,Human Resources Specialists,0.2054107813366032,0.05291452509283396,0.03208090916388687,0.06738025050003592,0.05303509657984645,0.07022349618145259,0.031151858075256476,0.03375909041149834,0.005114583796924675,0.00019796389777309832,0.20825745567731435,0.14862608772008312,0.03156440483670738,0.02806696312052385,0.003259541933137146,0.0,0.0012883136101189039,0.0,0.0019712283230182413
37,13-1081,Logisticians,0.17813668306013752,0.06848185811595063,0.009621265150038293,0.015276695368669643,0.08475686442547897,0.0974115482122234,0.046538694305138274,0.050872853907085125,0.0,0.0,0.18440936434126146,0.07581277313214177,0.06507540246816491,0.04352118874095472,0.014319975208301715,0.003673944432384801,0.0049637017664829475,0.004433624319193619,0.001248704690240347
38,13-1111,Management Analysts,0.13275418454715665,0.04864000967900618,0.009283656613969585,0.015514252917823898,0.05931626533635699,0.1113090314000829,0.023685896302633888,0.08762313509744901,0.0,0.0,0.20704378710431248,0.07175316190191826,0.0843391320078135,0.05095149319458074,0.014444728225104253,0.0,0.0,0.014444728225104253,0.0
39,13-1121,"Meeting, Convention, and Event Planners",0.2127863943063008,0.08056781061960826,0.025170081115344762,0.03656534247895064,0.07048316009239712,0.07375039066129703,0.026293000351687516,0.035774190388359384,0.009438969389005595,0.00224423053224452,0.15664420600292148,0.07815533702782927,0.046961334215463564,0.03152753475962864,0.025751123115963618,0.00764890589532632,0.012488506892718541,0.0031442302884894502,0.0024694800394293123
40,13-1141,"Compensation, Benefits, and Job Analysis Specialists",0.08284303184543734,0.038669384764477184,0.0,0.016294177020307627,0.027879470060652528,0.1781843145662214,0.05191258724437044,0.12220262767386945,0.004069099647981524,0.0,0.23614308887461444,0.13385077594918576,0.07380170864711152,0.028490604278317143,0.0,0.0,0.0,0.0,0.0
41,13-1151,Training and Development Specialists,0.1702682944544477,0.07205463818342525,0.015578760997335584,0.010285112437856537,0.07234978283583031,0.07510298775635835,0.02618361516844886,0.048919372587909495,0.0,0.0,0.20105777931245136,0.07173784706729026,0.057330032812281925,0.07198989943287917,0.0043003211020595285,0.0,0.003015566999354745,0.0012847541027047845,0.0
42,13-1161,Market Research Analysts and Marketing Specialists,0.05566295960778729,0.030773491355675336,0.0,0.0003817407315894084,0.02450772752052254,0.1736458889092227,0.04893729955369478,0.12470858935552792,0.0,0.0,0.2393895152988613,0.11123881565478648,0.07007101069284535,0.05807968895122952,0.00483119455325086,0.0,0.0,0.00483119455325086,0.0
43,13-2011,Accountants and Auditors,0.12122251513988748,0.030019915983794106,0.007405064674772832,0.01773172431973926,0.06606581016158128,0.2023690436316661,0.08160503476224835,0.12076400886941775,0.0,0.0,0.17893098842586205,0.0997815664683369,0.044409531685849615,0.03473989027167551,0.0011523477676518242,0.0,0.0,0.0011523477676518242,0.0
44,13-2020,Property Appraisers and Assessors,0.027861865798605428,0.015876719643269227,0.0,0.005757211255639556,0.006227934899696645,0.2283808974699533,0.06512160574270705,0.16325929172724624,0.0,0.0,0.1699320838576696,0.12765363731956345,0.017896334126217602,0.02438211241188854,0.07769988878118539,0.0,0.06949056469437873,0.00820932408680666,0.0
45,13-2031,Budget Analysts,0.09149328831731998,0.014132592798820188,0.023683813901267427,0.011158261042498684,0.042518620574733684,0.22517607714294613,0.06927686629896332,0.1558992108439828,0.0,0.0,0.1903172447453453,0.11939796167392387,0.044661982174497294,0.02625730089692416,0.012894911392753913,0.0,0.0,0.012894911392753913,0.0
46,13-2041,Credit Analysts,0.024010600027586492,0.003858628332798953,0.00469943456668354,0.0,0.015452537128103997,0.31757060530491915,0.1132913744875724,0.20427923081734675,0.0,0.0,0.1915957775519071,0.14676066032010035,0.01710720172129035,0.027727915510516413,0.0,0.0,0.0,0.0,0.0
47,13-2052,Personal Financial Advisors,0.12893296963802398,0.07140510682335002,0.0,0.023681958031695077,0.033845904782978886,0.14285313947196132,0.024748929940661083,0.11810420953130026,0.0,0.0,0.2078458125187723,0.10665120025514148,0.06294991356378771,0.0382446986998431,0.0004537256452439613,0.0,0.0,0.0004537256452439613,0.0
48,13-2053,Insurance Underwriters,0.10690883743200218,0.041267914707221916,0.0,0.057880808874726214,0.0077601138500540566,0.18785257687078255,0.048274901568530273,0.1378021614615693,0.0017755138406829918,0.0,0.2124131326154685,0.1581007606346172,0.02508456903111105,0.029227802949740193,0.0,0.0,0.0,0.0,0.0
49,13-2061,Financial Examiners,0.12453865202928058,0.05574493177137622,0.022062066538625275,0.0095605020198833,0.03717115169939578,0.17410737176794655,0.06910570608742089,0.10500166568052564,0.0,0.0,0.1865792192443805,0.08398324946449029,0.0569521233870356,0.04564384639285463,0.0003847411853664792,0.0,0.0,0.0003847411853664792,0.0
50,13-2071,Credit Counselors,0.10304463927625193,0.043691632840035716,0.0,0.05574545465278469,0.00360755178343153,0.15210125159434282,0.04470900244571396,0.0987334402063382,0.00865880894229066,0.0,0.24020084213015366,0.1640068297422911,0.03496534794190538,0.04122866444595713,0.0,0.0,0.0,0.0,0.0
51,13-2072,Loan Officers,0.1545611594949428,0.06513575099716802,0.02585802118258754,0.047921953216438926,0.015645434098748343,0.15184491587996227,0.036685704714498786,0.11509485907952048,6.435208594300049e-05,0.0,0.19215249634842985,0.14255035499778484,0.024596976563877646,0.02500516478676731,0.00015898838573365765,0.0,0.0,0.00015898838573365765,0.0
52,13-2081,"Tax Examiners and Collectors, and Revenue Agents",0.1242043468248887,0.061805474257081515,0.0,0.05653871535726394,0.005860157210543254,0.214050887705734,0.0926510472977515,0.11721565229761555,0.0041841881103669475,0.0,0.17173103314584898,0.13446030974306009,0.01176020344504845,0.02551051995774046,0.0009076586545280306,0.0,0.0,0.0009076586545280306,0.0
53,13-2082,Tax Preparers,0.04196181005876103,0.014243422230705504,0.0,0.012900070578049695,0.014818317250005824,0.3008162360948836,0.09983054732974754,0.2005437099273435,0.0004419788377925723,0.0,0.19330856843256627,0.16734786909543128,0.012617412870247442,0.013343286466887537,0.0,0.0,0.0,0.0,0.0
54,13-2098,Financial and Investment Analysts,0.030261244556210282,0.015660209744149573,0.005236034088609754,0.001094355625812524,0.008270645097638427,0.21622844097825195,0.055442196166502325,0.16078624481174966,0.0,0.0,0.2295710368191775,0.1301886422376296,0.04029835344117488,0.059084041140373016,0.027458919522226947,0.0,0.0,0.027458919522226947,0.0
55,15-1211,Computer Systems Analysts,0.04844413906282696,0.01377506189794294,0.019665144791251674,0.0015033034598309625,0.013500628913801391,0.18749287451078134,0.09506959524348034,0.0783425018967609,0.014080777370540126,0.0,0.2301377508432216,0.11139880806775784,0.07616303454467402,0.042575908230789716,0.03875541857881857,0.03839100371470206,0.0,0.0,0.0003644148641165088
56,15-1221,Computer and Information Research Scientists,0.042634467647401385,0.012798450369107343,0.006883109574720906,0.0,0.022952907703573142,0.17244527345801205,0.053102227703623016,0.119343045754389,0.0,0.0,0.2393555756296237,0.09944770356249467,0.08651967304416737,0.05338819902296161,0.027510597759677523,0.012073417398160712,0.0,0.015437180361516813,0.0
57,15-1232,Computer User Support Specialists,0.05581796972415511,0.029653526662205144,0.01139838054008031,0.0024722863546428092,0.012293776167226845,0.08567367871634267,0.056565167185181814,0.012248267327873586,0.012674310156071615,0.004185934047215672,0.23385126477071005,0.1466727457498477,0.053551261412376906,0.033627257608485416,0.11982950915721287,0.09870611248536447,0.0015759678908301422,0.019547428781018242,0.0
58,15-1244,Network and Computer Systems Administrators,0.0337722814151915,0.009939012524245444,0.0006891578251990648,0.0017746265475377945,0.0213694845182092,0.11447647160818855,0.05750449017937227,0.05598524034108568,0.0009867410877305756,0.0,0.2205162547117208,0.09915986627752796,0.08950218917043476,0.03185419926375807,0.13265013880170962,0.10873989898131947,0.0,0.021702648806625653,0.002207591013764466
59,15-1245,Database Administrators,0.03234247978642879,0.0049213104409720895,0.02066361986459011,0.0,0.0067575494808665895,0.19327682479347572,0.09584139077572516,0.09039392401548403,0.0070415100022665576,0.0,0.23292317865236906,0.11117458314090327,0.08046638199861998,0.0412822135128458,0.047706730319653584,0.03687522024912412,0.0,0.010831510070529458,0.0
60,15-1251,Computer Programmers,0.02093814278316209,0.0018959028964528996,0.0014996849984488575,0.0,0.017542554888260332,0.18076136964606326,0.0485056007972095,0.12978091961955726,0.0024748492292965604,0.0,0.2646753048190609,0.1446939663401291,0.08846653823386902,0.03151480024506281,0.03952252058587377,0.02330846446234812,0.0,0.01621405612352566,0.0
61,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,0.036244173570875914,0.0021135020561174533,0.02797232050794482,0.0008594051681740305,0.0052989458386396,0.15644872580079086,0.06555965400736796,0.09088907179342287,0.0,0.0,0.2947562695316318,0.14258409008303854,0.10627043932955646,0.04590174011903679,0.009674554093991063,0.009674554093991063,0.0,0.0,0.0
62,15-2011,Actuaries,0.051060186697980535,0.007559602357342088,0.0004333911182328747,0.009079598181040646,0.033987595041364935,0.2323226497772946,0.08222267287585151,0.15009997690144308,0.0,0.0,0.20341307727087693,0.0893799897670445,0.07794691981335551,0.036086167690476914,0.013900279270967292,0.0,0.0,0.013900279270967292,0.0
63,15-2021,Mathematicians,0.0019540386421510168,0.0,0.0,0.0,0.0019540386421510168,0.2596788409955592,0.07588872528998808,0.18379011570557108,0.0,0.0,0.2169640716283771,0.0936911367725356,0.051074696329506585,0.07219823852633496,0.015529446947327209,0.002000043808523993,0.0,0.01352940313880322,0.0
64,15-2031,Operations Research Analysts,0.02718171575728956,0.006029064002930208,0.002691577455339311,0.004830794235319907,0.013630280063700132,0.19157123476375565,0.03853240714061297,0.1530388276231427,0.0,0.0,0.2556138845559131,0.11112581287509976,0.08546218597984105,0.05902588570097229,0.01040586925276492,0.0,0.0,0.01040586925276492,0.0
65,15-2041,Statisticians,0.004736182227398954,0.0021375377844732825,0.0,0.0,0.002598644442925671,0.26550562179298737,0.07722085827400739,0.18828476351898,0.0,0.0,0.22191443310568698,0.126082346421559,0.045751158910070235,0.05008092777405779,0.00931972339659905,5.103705464855743e-05,0.0,0.009268686341950496,0.0
66,17-1011,"Architects, Except Landscape and Naval",0.11467886416984938,0.031101665126722626,0.007805292785691295,0.01445929068306939,0.061312615574366076,0.12224207464418554,0.06709224560082136,0.052663860839482345,0.002485968203881845,0.0,0.1696349586895653,0.06345035116115733,0.054651823407003225,0.05153278412140473,0.07133653408376635,0.034112220622398194,0.028300503058046364,0.008923810403321793,0.0
67,17-1012,Landscape Architects,0.1415121624299111,0.06143522706278062,0.0035482871398590096,0.009684806446499588,0.06684384178077189,0.09554436580525864,0.04444912166410798,0.051095244141150666,0.0,0.0,0.18235245077674245,0.08264756314050473,0.0568327095034054,0.04287217813283233,0.04493042157610598,0.029389587910986774,0.008156980786801337,0.007383852878317873,0.0
68,17-1021,Cartographers and Photogrammetrists,0.04923721641697522,0.016601224202661156,0.016185057192017457,0.003920319373241888,0.012530615649054718,0.21740316036272947,0.07520531370687278,0.12456061743232184,0.017637229223534827,0.0,0.16344489189492314,0.11401041735455456,0.024496428131268937,0.02493804640909966,0.07780300736032947,0.0408551134789078,0.009923998370198134,0.027023895511223545,0.0
69,17-1022,Surveyors,0.07916851888147959,0.026065564918069783,0.006753291185165029,0.009050768131930042,0.03729889464631474,0.16999475571711925,0.04446624428590535,0.08080686137953044,0.025304278089733602,0.01941737196194986,0.08564701182147888,0.04872337436939852,0.018584289977420596,0.018339347474659755,0.15799792568260235,0.033337540733429136,0.07984346462977869,0.020785001950821454,0.024031918368573088
70,17-2011,Aerospace Engineers,0.04097199855185471,0.013475126856528722,0.01420034212574651,0.004877358305539947,0.008419171264039535,0.1905631094469568,0.06430040014857193,0.12626270929838482,0.0,0.0,0.20474390830770672,0.07406942842777538,0.07982752384036522,0.05084695603956613,0.04741005845636097,0.029772969669434542,0.005241013622264191,0.010383966823759468,0.0020121083409027703
71,17-2021,Agricultural Engineers,0.06464468153197236,0.01877076879609881,0.0034703800981374217,0.007507330393160309,0.03489620224457582,0.14842112800481824,0.06401539494663074,0.08405111026471895,0.0,0.00035462279346856713,0.1753798925377595,0.07213111097846264,0.07347919602230274,0.02976958553699413,0.0934036612762805,0.0360861487642172,0.03916282280484579,0.01503978679618894,0.003114902911028562
72,17-2031,Bioengineers and Biomedical Engineers,0.06955007872384117,0.01765645297732209,0.004855310640134438,0.010640203904471915,0.036398111201912726,0.14021842258087122,0.049874433737745485,0.09034398884312574,0.0,0.0,0.1936093807376331,0.07200386010108087,0.07728207065523746,0.044323449981314746,0.07954508188185125,0.05841779488883199,0.002529865221526505,0.015394122857487709,0.003203298914005052
73,17-2041,Chemical Engineers,0.060438150504068026,0.007894918651647511,0.00956080609397337,0.009767976472724151,0.033214449285722994,0.18207832795270068,0.07434888183384193,0.10772944611885876,0.0,0.0,0.15744115056743882,0.05103206124890056,0.06913573677551138,0.03727335254302688,0.09285790986924154,0.030422560848951587,0.016978971986879945,0.024000753991226108,0.021455623042183892
74,17-2051,Civil Engineers,0.10290614804109706,0.023496943119590292,0.0018120822722657575,0.011578257478383777,0.06601886517085724,0.15383497651624445,0.07970944862629388,0.07412552788995057,0.0,0.0,0.14791232747581234,0.05615112080817937,0.06007349016395565,0.03168771650367736,0.0778147343565139,0.02259578299128173,0.03672617415908674,0.015592689240945269,0.0029000879652001533
75,17-2061,Computer Hardware Engineers,0.012190514193673709,0.0041871698947889505,0.0057995902846223355,0.0,0.0022037540142624255,0.15512515555819678,0.057813797301120726,0.09650977371498064,0.0008015845420953961,0.0,0.23181899041722326,0.1129949029790394,0.06443043910288213,0.054393648335301734,0.09284909105255648,0.08411558031969163,0.0,0.008733510732864862,0.0
76,17-2071,Electrical Engineers,0.051969569766678415,0.013592195406739718,0.01331736934780731,0.00602705612307762,0.01903294888905376,0.1686103330800256,0.0719641304015875,0.0966462026784381,0.0,0.0,0.19096393371725276,0.08940730928896551,0.05658613711830907,0.04497048730997815,0.08034229714462858,0.06522623930379116,0.0,0.010516891007305698,0.004599166833531703
77,17-2072,"Electronics Engineers, Except Computer",0.04536618006660697,0.00831449519969071,0.014245122616520944,0.008050874675803893,0.01475568757459142,0.1623781490764109,0.07858851952887784,0.0780824521664238,0.005627212064244736,7.996531686452312e-05,0.16834554298692045,0.07132692628098816,0.05666240952842432,0.04035620717750797,0.1200141987277444,0.08836635356577201,0.003027506619459877,0.024356050041997118,0.004264288500515393
