,Job Code,Job Title,Automation Index,Race with the Machine,Communication,Interpersonal Task,Group Task,Race against the Machine,Routine Problem Solving,Information Processing,Machine Control,General Physical Task,Race ahead of the Machine,Systems Analysis,Creative and Critical Thinking,Running a Different Race,Dynamic Physical Task,Equipment Maintenance,Vehicle and Equipment Operation,Hazardous Task,Conflict Resolution,Management and Supervision
10,11-3051,Industrial Production Managers,0.4856235356801887,0.0949459058934388,0.029206446612935782,0.036204192768629184,0.029535266511873826,0.11466876394754286,0.049265663623570766,0.04383173420050074,0.02157136612347136,0.0,0.06982537334986683,0.043011766702644304,0.026813606647222515,0.20618349248934026,0.009934330933714972,0.01263107502997383,0.018733780727950247,0.04858478357830567,0.032431116032026,0.08386840618736953
11,11-3061,Purchasing Managers,0.48923062036907794,0.117793968942018,0.059945927013515726,0.03747309263789495,0.020374949290607337,0.15186772043979166,0.08021660081826748,0.05898003914516215,0.007426815012022056,0.0052442654643399655,0.06137843226809125,0.03522089890870814,0.026157533359383117,0.15819049871917712,0.011432007021887434,0.016329289150887157,0.023297200211621943,0.003774362171382636,0.039650223028914335,0.06370741713448362
12,11-3071,"Transportation, Storage, and Distribution Managers",0.4839943575252027,0.17151595009199955,0.08793656577449267,0.049910237427721466,0.033669146889785416,0.10315892438627307,0.045096289270654885,0.058062635115618176,0.0,0.0,0.05104409135060765,0.02721016242815066,0.023833928922457,0.15827539169632238,0.0,0.0,0.013227402318426573,0.01107311298625896,0.03759356414943549,0.09638131224220137
13,11-3111,Compensation and Benefits Managers,0.4901234653913971,0.1747052477756455,0.12864808699191446,0.037388589074395545,0.008668571709335514,0.12127437594404936,0.005244674261804592,0.11602970168224475,0.0,0.0,0.08486763115436713,0.08025677264659446,0.0046108585077726605,0.10927621051733513,0.0,0.0,0.0,0.0,0.01950763956460602,0.0897685709527291
14,11-3131,Training and Development Managers,0.4601987975942008,0.15413583178016327,0.07592870850316595,0.06859887781341521,0.009608245463582105,0.06570452727069225,0.019966135431309324,0.039224891782682215,0.0065135000567007025,0.0,0.11640234214244972,0.06134937971672015,0.05505296242572958,0.12395609640089555,0.0,0.0011972606728048768,0.005757883666293039,0.0,0.008662900198417426,0.10833805186338022
15,11-9021,Construction Managers,0.4832194024172631,0.0955843634974883,0.053532582084439916,0.02485235878074616,0.01719942263230224,0.12281115606926725,0.0479455882294982,0.05891639991420732,0.014539624449760603,0.0014095434758011186,0.06294916071190762,0.04666204738382648,0.01628711332808113,0.20187472213859986,0.0005748499775716603,0.02019839028118828,0.06564036200638729,0.02347815532261413,0.02446744354318695,0.06751552100765153
16,11-9031,"Education and Childcare Administrators, Preschool and Daycare",0.45628337553158,0.14739889625179392,0.05285782664155112,0.07377862551725159,0.020762444092991203,0.07325911925968155,0.02760225171100814,0.035713674287985636,0.008285004167919675,0.001658189092768104,0.08039265026300714,0.033146073962430404,0.047246576300576736,0.1552327097570974,0.007074648166719722,0.0052044269545295325,0.008298471056056756,0.004621881088033296,0.0330662979998058,0.0969669844919523
17,11-9032,"Education Administrators, Kindergarten through Secondary",0.4668562758446584,0.1666638614921602,0.0792777304334492,0.06471259965922929,0.022673531399481733,0.06927495677072916,0.016444300556404303,0.04641968116233468,0.0064109750519901814,0.0,0.09467910455967524,0.05114230368062965,0.0435368008790456,0.1362383530220938,0.0011241598163091544,0.0023457075907135,0.0,0.004738237670876333,0.0494608169625561,0.07856943098163871
18,11-9033,"Education Administrators, Postsecondary",0.4675009956251538,0.16854194051350818,0.07712227410357918,0.06857454153028547,0.022845124879643502,0.08063663430547152,0.02765510119028524,0.050031609171023984,0.002949923944162315,0.0,0.10944677575010033,0.05547870088333804,0.05396807486676227,0.10887564505607372,0.0,0.0023014684457378755,0.0011721055177399847,0.0,0.02943653442054728,0.07596553667204857
19,11-9041,Architectural and Engineering Managers,0.4826946541502608,0.14997645475058394,0.08359245598650407,0.036940376382175455,0.0294436223819044,0.13485566609606522,0.04191123662172951,0.07553428700369126,0.017410142470644457,0.0,0.08271826401179608,0.05440791119207301,0.028310352819723064,0.11514426929181555,0.0,0.01627926510911324,0.002845008617238288,0.0016757292219452546,0.02525150614897367,0.06909276019454508
20,11-9051,Food Service Managers,0.4735353711014611,0.09291224232485598,0.02785522207474091,0.048706730672205864,0.01635028957790921,0.12423858349643735,0.046700598918223535,0.03759876520439945,0.021459711922707358,0.01847950745110701,0.045120846896004124,0.02730774932457324,0.017813097571430892,0.21126369838416365,0.02222882742919715,0.008959530462650469,0.02095737835816276,0.01934423860368615,0.05528597211746258,0.08448775141300455
21,11-9071,Gambling Managers,0.4791441407245957,0.1495548658988693,0.05654970860145779,0.06545608210529735,0.027549075192114164,0.09794874971623292,0.04004185399208037,0.05568421475371362,0.0022226809704389283,0.0,0.06328941035186936,0.031978469032799425,0.031310941319069925,0.16835111475762415,0.0242226100593312,0.009039815465625677,0.008587870849788517,0.010018971088651771,0.062268862410330576,0.054212984883896434
22,11-9081,Lodging Managers,0.4664927992491789,0.20375603123914335,0.08721434593836988,0.09797664468417333,0.01856504061660014,0.0666369079912594,0.027953134169852928,0.03868377382140647,0.0,0.0,0.07751414570426042,0.029739547300238967,0.047774598404021464,0.11858571431451567,0.0,0.0047214651477338245,0.0037481813554917217,0.003361591195378961,0.035591316335231465,0.07116316028067972
23,11-9111,Medical and Health Services Managers,0.4755069075905146,0.1373923125054689,0.0718410938671012,0.04834569178851551,0.017205526849852174,0.10041200455401914,0.030870053973065918,0.06541915950493693,0.004122791076016307,0.0,0.08735003686788036,0.05463822760137448,0.032711809266505874,0.15035255366314618,0.0,0.0,0.0,0.002437620201816132,0.0571323749522213,0.09078255850910874
24,11-9121,Natural Sciences Managers,0.4816828229620994,0.20585216806416898,0.11080073458840936,0.04278300405121045,0.05226842942454917,0.11939268202625468,0.029590437316831482,0.08753031032242893,0.0022719343869942797,0.0,0.0767338753675629,0.032648704862274384,0.04408517050528851,0.07970409750411281,0.0,0.007907200753132443,0.009179161923696728,0.015416399193434918,0.0144368097158067,0.03276452591804202
25,11-9131,Postmasters and Mail Superintendents,0.4820617815451736,0.15153075088460946,0.06827869322336658,0.04790642131616807,0.035345636345074816,0.11724061400289805,0.05485498365195677,0.0529976310026401,0.008243667922108063,0.0011443314261931352,0.06634858079575287,0.02282888586233993,0.04351969493341296,0.14694183586191314,0.006080484941048651,0.002138761891047303,0.0021494155814172295,0.014683265969159469,0.051133693392422006,0.07075621408681854
26,11-9141,"Property, Real Estate, and Community Association Managers",0.4838291441791504,0.2193738738019274,0.09779443089441782,0.08766172058347009,0.0339177223240395,0.06094344726995358,0.02070748233616784,0.03373996892354311,0.006495996010242624,0.0,0.03706142916473795,0.018581698524451542,0.018479730640286414,0.1664503939425314,0.0,0.013733202881067823,0.010883816244868913,0.0032079364986969364,0.08192242004516133,0.05670301827273639
27,11-9151,Social and Community Service Managers,0.4673469453849434,0.19034578013975492,0.08425398245723863,0.08061708500541515,0.02547471267710115,0.08613451475979178,0.03903552588463168,0.04415357265460038,0.0011056846524023108,0.0018397315681574046,0.09234376603177888,0.040409224480780916,0.05193454155099796,0.0985228844536178,0.0,0.0024816807531125693,0.00373734820056864,0.0052838812948909205,0.036189026436743266,0.05083094776830239
28,11-9161,Emergency Management Directors,0.4763147892725501,0.1708886204691337,0.09072267747388103,0.056132359847837085,0.024033583147415587,0.11998886824698587,0.05639173458386236,0.05189800155319153,0.011699132109931978,0.0,0.0769397586439651,0.04405591444395731,0.03288384420000779,0.1084975419124654,0.0,0.007325722036695357,0.00845359975937383,0.008846776309126508,0.021218443403898585,0.06265300040337114
29,11-9171,Funeral Home Managers,0.4780449741811023,0.13424780310882545,0.04522621273222943,0.05991039791638885,0.029111192460207144,0.10018314199582884,0.039110452424579716,0.03338928919980942,0.013630049966833351,0.014053350404606323,0.026521926850436247,0.019612385770333883,0.006909541080102364,0.21709210222601172,0.011130730175017093,0.0009207926925227086,0.06553731488624223,0.036277098095444,0.05605703044279108,0.04716913593399463
30,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",0.4677071584120898,0.2365998976611204,0.13000200612299118,0.092451929667228,0.014145961870901206,0.06112027062754096,0.030641412957784126,0.03047885766975683,0.0,0.0,0.06330645623895663,0.02095319622494655,0.04235326001401007,0.10668053388447192,0.0,0.0,0.0035209955198632938,0.0,0.06167544315011591,0.04148409521449272
31,13-1020,Buyers and Purchasing Agents,0.4963312573814729,0.21215834078066187,0.13036532242395055,0.08179301835671132,0.0,0.12118771972604594,0.05363746162842579,0.059252490189934434,0.008297767907685728,0.0,0.04969532339356692,0.039043723763924634,0.01065159962964228,0.11328987348119815,0.0,0.0176176781254475,0.0,0.0,0.04255610046421565,0.053116094891534994
32,13-1031,"Claims Adjusters, Examiners, and Investigators",0.5075856855253457,0.212905299033553,0.150054929006228,0.06153764820452301,0.001312721822802017,0.15852427994615387,0.06831813589756988,0.08279303959795653,0.0021321043466732497,0.005281000103954256,0.04166451999806341,0.02142678216777959,0.020237737830283827,0.09449158654757543,0.0,0.0,0.0014179394357426408,0.0007670838595465603,0.07940064686920463,0.012905916383081584
33,13-1032,"Insurance Appraisers, Auto Damage",0.4791305144705672,0.19672059186389246,0.12495907473580288,0.06596013910790798,0.0058013780201815615,0.04700001945042702,0.02924369454137875,0.014713136849941685,0.0006534093346195597,0.0023897787244870194,0.04581249157445185,0.021064605138274337,0.024747886436177514,0.189597411581796,0.0,0.008387434135792038,0.08387271899796676,0.016672064899293654,0.07553069772574289,0.005134495823000634
34,13-1041,Compliance Officers,0.4908778705623721,0.12570570357918226,0.0844199223219577,0.039911970820772025,0.0013738104364525194,0.18729914328676125,0.08929572585610804,0.0888702063075227,0.006391183279465468,0.0027420278436650052,0.04210634000467688,0.01577086720007666,0.02633547280460021,0.1357666836917517,0.0014532119429449331,0.008014359588947365,0.048769920355991286,0.0027607492046730266,0.05306239448549165,0.02170604811370344
35,13-1051,Cost Estimators,0.5102875112432382,0.11920912751112593,0.0980844142360732,0.01361545707985363,0.007509256195199091,0.22596091895540435,0.03252480939968549,0.16410018812254604,0.02933592143317278,0.0,0.08068508371364985,0.05340723339870133,0.027277850314948515,0.08443238106305813,0.0,0.0007584825262999253,0.0,0.0,0.0032814744772469147,0.08039242405951129
36,13-1071,Human Resources Specialists,0.4744517763178483,0.23063850381857615,0.1193609729377855,0.10512238954872057,0.006155141332070126,0.0722948895765345,0.03275433364784156,0.03859732461028408,0.0,0.0009432313184088597,0.05843361543934844,0.031002262743957613,0.027431352695390827,0.11308476748338918,0.0,0.0,0.0,0.0,0.0481278782675339,0.06495688921585528
37,13-1081,Logisticians,0.4785676337708871,0.1379641246510507,0.07143220389544094,0.04401547969535676,0.022516441060253016,0.12538087629817116,0.04709427129640079,0.0721706899054167,0.0028362476005300554,0.0032796674958236057,0.1179626881284367,0.06318272291391312,0.05477996521452358,0.09725994469322853,0.0,0.011336242333042692,0.002197910700311392,0.0054823587512361025,0.02040380806154161,0.057839624847096725
38,13-1111,Management Analysts,0.4869376176746973,0.13681013003352746,0.08452051189291603,0.04324502580655353,0.009044592334057884,0.13454051478763102,0.02357626532470099,0.08524800893678812,0.02571624052614188,0.0,0.11117558276708334,0.07438382314322163,0.036791759623861726,0.1044113900864556,0.0,0.042357079554548,0.0004973075472900646,0.0,0.01591673937713557,0.04564026360748195
39,13-1121,"Meeting, Convention, and Event Planners",0.4771652555121555,0.20593167454215636,0.0975164374257894,0.08388723271442876,0.024528004401938187,0.08139945745902383,0.031067526583246737,0.02724066362662645,0.015929039225214388,0.0071622280239362545,0.061805696849650274,0.035317792256008174,0.0264879045936421,0.12802842666132508,0.014075579528537059,0.004777224558770578,0.027670727067859297,0.0021769198351732004,0.027845027909130703,0.05148294776185422
40,13-1141,"Compensation, Benefits, and Job Analysis Specialists",0.5157888912088072,0.20079394211466872,0.1480923088232289,0.049414612951233054,0.00328702034020674,0.19367144506875225,0.09483084305734003,0.08841377523593963,0.0,0.010426826775472568,0.052472952290586336,0.024731024814208986,0.027741927476377347,0.06885055173479987,0.0,0.0,0.0,0.0,0.045022604776078334,0.02382794695872156
41,13-1151,Training and Development Specialists,0.465827674263586,0.16033423102962194,0.08936935778232481,0.05334573128613074,0.01761914196116638,0.08260068926934429,0.024523698502845002,0.05192564698896879,0.0061513437775305045,0.0,0.11755910481384176,0.062427664614131566,0.05513144019971019,0.10533364915077796,0.0,0.0,0.0032969885690027176,0.0,0.007631354918164629,0.09440530566361063
42,13-1161,Market Research Analysts and Marketing Specialists,0.4975537882969237,0.2440605575336277,0.1810442297499955,0.055235710616002284,0.007780617167629915,0.15552170422651207,0.027898327076159826,0.11474167419363054,0.012881702956721707,0.0,0.05108479095931201,0.029237580679748236,0.021847210279563774,0.04688673557747188,0.0,0.002515768859487602,0.0,0.0,0.012103629865819587,0.03226733685216468
43,13-2011,Accountants and Auditors,0.514638069480076,0.13058788646095912,0.1095366664981736,0.014847232086067485,0.006203987876718046,0.226509858525965,0.08175742440681895,0.14462307249641027,0.00012936162273579548,0.0,0.07968326324908921,0.06826569369412867,0.011417569554960538,0.07785706124406258,0.0,0.0,0.0,0.0,0.0037622893072509224,0.07409477193681165
44,13-2020,Property Appraisers and Assessors,0.5122251543296745,0.14550940106091784,0.11635178181779972,0.026619931046301133,0.002537688196816981,0.24563152392940926,0.0747828479385665,0.1508204054307104,0.020028270560132337,0.0,0.02648174164247621,0.013214481437189538,0.01326726020528667,0.09460248769687128,0.0,0.0023106764519329483,0.04550293873204956,0.0,0.04237827776021191,0.004410594752676863
45,13-2031,Budget Analysts,0.5378475267230548,0.16756473797555493,0.14060577852673187,0.015190036740423518,0.011768922708399559,0.2600115601946916,0.08168355620189358,0.16580210759738054,0.009220525382390729,0.003305371013026753,0.0688971289338896,0.051431779099193074,0.01746534983469654,0.04137409961891862,0.0,0.0,0.0,0.0,0.0,0.04137409961891862
46,13-2041,Credit Analysts,0.5364005181998551,0.2069108054304781,0.1809136140108184,0.0191027060563556,0.006894485363304078,0.26927245079599793,0.16402963324142794,0.07444701594016934,0.0,0.03079580161440065,0.051210600889069216,0.017363458239012315,0.0338471426500569,0.009006661084309761,0.0,0.0,0.0,0.0,0.006317234010350225,0.002689427073959537
47,13-2052,Personal Financial Advisors,0.4839788830584865,0.1999984871952896,0.1271138314841352,0.06358601818313868,0.009298637528015736,0.16405069505137734,0.034167643735970976,0.12268458399006466,0.007198467325341705,0.0,0.07358555422415615,0.0339498913664599,0.03963566285769625,0.04634414658766347,0.0,0.0,0.0,0.0,0.02506342156142481,0.021280725026238657
48,13-2053,Insurance Underwriters,0.5098812568435733,0.16746601867290306,0.1175558764732928,0.049910142199610236,0.0,0.2531075219576845,0.12009921817417844,0.1246180818020504,0.0,0.008390221981455668,0.046584132606356334,0.01615597011464296,0.03042816249171337,0.04272358360662946,0.0,0.0,0.0,0.0,0.018967119585777386,0.023756464020852082
49,13-2061,Financial Examiners,0.4935067907058182,0.11949255366246453,0.0796176824410502,0.0268980352292353,0.012976835992179015,0.19574010599705066,0.08975014318244083,0.09926837930273072,0.006721583511879066,0.0,0.08570382284047062,0.04400806900195258,0.04169575383851805,0.0925703082058324,0.0,0.007434557976598795,0.00019534922737388848,0.0,0.019004006107150504,0.0659363948947092
50,13-2071,Credit Counselors,0.4912376486599276,0.16106617594334102,0.08753573829193183,0.06728145619800993,0.006248981453399275,0.19708096486925994,0.08631607813101866,0.1059746391224255,0.004790247615815795,0.0,0.057506113422525214,0.02447165502472269,0.033034458397802516,0.07558439442480139,0.0,0.0005740979431463618,0.008853963145571244,0.006449289216508116,0.016774755503239716,0.04293228861633595
51,13-2072,Loan Officers,0.4915409000763529,0.2796963572574678,0.1225028577899524,0.11576359422902235,0.04142990523849297,0.12009697762709158,0.024778948462478727,0.09243057827228328,0.0,0.002887450892329551,0.03031537370762725,0.016468720437191664,0.013846653270435588,0.06143219148416625,0.0,0.0006385347915907762,0.001956378834100333,0.0,0.05883727785847515,0.0
52,13-2081,"Tax Examiners and Collectors, and Revenue Agents",0.526665194749926,0.14907003096520005,0.10701856714360454,0.0420514638215955,0.0,0.2965998197617348,0.12684117888698387,0.15360497667337214,0.0,0.016153664201378766,0.03724982195370029,0.021109072064694263,0.016140749889006024,0.04374552206929093,0.0,0.0,0.002234302978812417,0.0,0.027737766690406392,0.013773452400072118
53,13-2082,Tax Preparers,0.5262628328380605,0.1895297898467344,0.13394442558893688,0.05558536425779751,0.0,0.22844242221339714,0.0947735148429478,0.13086849069376835,0.0028004166766809786,0.0,0.06678621484222924,0.020664860232339148,0.046121354609890086,0.041504405935699776,0.0,0.003438723795888249,0.0,0.0,0.021211782147996752,0.016853899991814775
54,13-2098,Financial and Investment Analysts,0.4907089353874944,0.14668206806228626,0.10277357523615653,0.03590357912297005,0.008004913703159677,0.1514562342365113,0.03049269118776348,0.11780509972324685,0.0031584433255009764,0.0,0.12728012146460066,0.08471246566701766,0.04256765579758297,0.06529051162409619,0.0,0.00025125723292385117,0.002085590636870102,0.0,0.008332710467888903,0.05462095328641333
55,15-1211,Computer Systems Analysts,0.5027497843730719,0.1337066291321264,0.09624455362630256,0.027975182762079533,0.00948689274374433,0.1521989731288007,0.06706479113889502,0.0689056395628651,0.016228542427040568,0.0,0.14805220904422,0.08815376714196126,0.05989844190225875,0.06879197306792482,0.0,0.060775998011752826,0.0,0.0,0.002854975788856713,0.005160999267315281
56,15-1221,Computer and Information Research Scientists,0.4900883443965416,0.12613312953219655,0.08199732214902397,0.027169001339634475,0.016966806043538098,0.15660626862234772,0.048847409519650005,0.09234962447601944,0.009400841847377986,0.006008392779300297,0.15385367976122513,0.0936486663907736,0.060205013370451525,0.05349526648077218,0.0,0.018424450242072603,0.0,0.0,0.011261096597776516,0.023809719640923058
57,15-1232,Computer User Support Specialists,0.5145308786689601,0.1644023547602978,0.13844801323891456,0.015231842633703937,0.010722498887679323,0.20665487948615616,0.08353646888333531,0.08888301667641076,0.01555548490092042,0.01867990902548969,0.05441123911529636,0.038065020201539804,0.016346218913756556,0.0890624053072098,0.005357187870930848,0.04935756749757487,0.001161808518913567,0.0,0.017092777298954843,0.01609306412083566
58,15-1244,Network and Computer Systems Administrators,0.5187175215915859,0.09697100881132699,0.08061003651654107,0.012689470564279838,0.0036715017305061007,0.2350007194619394,0.1006629779936036,0.08903477131869078,0.032092902522852365,0.013210067626792662,0.1036199019603336,0.07266465024912973,0.030955251711203863,0.08312589135798587,0.0,0.054261993782544565,0.007683502719405088,0.0036354143677092853,0.0021863438156111527,0.01535863667271578
59,15-1245,Database Administrators,0.5346406092945053,0.1702256637224155,0.15418204914281378,0.013211195874230985,0.002832418705370732,0.2431164742886508,0.10273255455153026,0.10762259628521748,0.005862244287046009,0.026899079164857044,0.09684280064610054,0.07229020054078869,0.024552600105311843,0.024455670637338462,0.0,0.004627980241062945,0.0,0.0,0.0,0.019827690396275518
60,15-1251,Computer Programmers,0.5106946411525757,0.15620463775080545,0.13459333908960494,0.006485716228422585,0.015125582432777862,0.1667741788870994,0.09206126379785846,0.053356530380369714,0.013081228159102109,0.008275156549769123,0.14036819659452027,0.09110386894946693,0.04926432764505336,0.04734762792015057,0.0,0.0371588607559909,0.0015202782044512733,0.0,0.0062989261647410704,0.0023695627949673267
61,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,0.5080933911966128,0.12593855700291004,0.09851619838085243,0.009406364507634971,0.01801599411442261,0.16840472843525875,0.05429694617366086,0.10071684717875624,0.007202253656434183,0.006188681426407467,0.15810092852740215,0.1133768064818138,0.04472412204558837,0.055649177231041874,0.0,0.049606077261424006,0.0,0.0,0.00026804754554575,0.005775052424072122
62,15-2011,Actuaries,0.5082478545540408,0.11753541847413405,0.09581098084894812,0.02172443762518593,0.0,0.23991819637381534,0.061200455263160265,0.16323614202416242,0.013540505205237271,0.0019410938812554203,0.10473497782917017,0.0670338549534123,0.037701122875757886,0.04605926187692113,0.0,0.012257821630372229,0.0,0.0,0.0038133458539717524,0.02998809439257715
63,15-2021,Mathematicians,0.4971183415038222,0.12718736461025054,0.12718736461025054,0.0,0.0,0.2128005959909206,0.049429980219590386,0.15700974436228382,0.006360871409046398,0.0,0.15156844550319346,0.0608309456364594,0.09073749986673403,0.005561935399457645,0.0,0.0,0.0,0.0,0.0,0.005561935399457645
64,15-2031,Operations Research Analysts,0.498101464760198,0.1204588459651127,0.11076550671932377,0.009693339245788954,0.0,0.18655270115563505,0.033276738031741485,0.13971823706000258,0.013557726063890968,0.0,0.17517599011682802,0.11449775466396996,0.060678235452858074,0.015913927522622294,0.0,0.005148827966929211,0.0,0.0,0.0035050585278787816,0.007260041027814299
65,15-2041,Statisticians,0.5153731361408275,0.12193428161848015,0.10561328850209692,0.01632099311638324,0.0,0.28214200588951194,0.10871799868653877,0.15504167392005233,0.012273951242731958,0.006108382040188964,0.08452152901496232,0.04142539536622628,0.04309613364873605,0.02677531961787293,0.0,0.005795091384747342,0.0002686752226024992,0.0,0.008894236118877744,0.011817316891645344
66,17-1011,"Architects, Except Landscape and Naval",0.481689317652241,0.18141339330589792,0.10581340696323563,0.0457186440280552,0.02988134231460713,0.10104992301745433,0.05952940440132772,0.03264397914940232,0.004915183677519451,0.003961355789204837,0.09168409295073043,0.0439010564537192,0.04778303649701125,0.1075419083781583,0.0,0.04062637711257526,0.01279710422129866,0.0,0.017490503436057927,0.036627923608226455
67,17-1012,Landscape Architects,0.4777867326915489,0.12418038349437148,0.0594834388287571,0.042549935200163806,0.02214700946545056,0.1295858770817057,0.06158261410194293,0.05231664032679965,0.01568662265296314,0.0,0.08022048720783598,0.03949454375542899,0.04072594345240698,0.14379998490763574,0.0,0.02784977506017831,0.04388049010178205,0.012800534177799168,0.01874436953197116,0.04052481603590506
68,17-1021,Cartographers and Photogrammetrists,0.5364447611420007,0.08412157556454951,0.08314959008131469,0.0,0.0009719854832348227,0.3160931612313027,0.14122907758703726,0.1311677384779937,0.015684050109209074,0.028012295057062674,0.05924936101525818,0.027581673298140052,0.03166768771711812,0.07698066333089024,0.0,0.059014203829791625,0.00925166381836689,0.0,0.006978619099987615,0.0017361765827440994
69,17-1022,Surveyors,0.4939561565137314,0.06886749762678733,0.04151765567487771,0.016564262597237374,0.010785579354672241,0.18027898410079787,0.04970789646092385,0.08318579511117054,0.024324563236278147,0.02306072929242534,0.0398992152160859,0.02797117727353967,0.01192803794254623,0.20491045957006027,0.018781448105968903,0.02522264473449419,0.07519912877589226,0.02431629330256261,0.009703290423052584,0.051687654228089734
70,17-2011,Aerospace Engineers,0.4861498749141554,0.10910821813660472,0.06260235041060251,0.043991337381142116,0.002514530344860104,0.15949716620606758,0.06910553989376599,0.0756015323539168,0.012606634724495004,0.002183459233889776,0.14295343903604504,0.08088215051847432,0.062071288517570725,0.07459105153543802,0.0,0.03478912327438096,0.0,0.0,0.01916828820222529,0.020633640058831768
71,17-2021,Agricultural Engineers,0.4862771458832268,0.07641903228428862,0.058337071599652235,0.013354981479217242,0.004726979205419155,0.15165874821524802,0.054117448468986494,0.06963883715232339,0.02384786868726366,0.0040545939066744885,0.10680755656470442,0.07043056536949714,0.03637699119520728,0.15139180881898573,2.640036238396585e-05,0.04724232451115483,0.04518865569847134,0.009756801996919931,0.005004776112390063,0.0441728501376656
72,17-2031,Bioengineers and Biomedical Engineers,0.4871359336454065,0.06868558058596,0.05242769189324694,0.014039652484195215,0.002218236208517844,0.1648626145570314,0.0501045284311088,0.06951458935469752,0.02787102253591388,0.017372474235311217,0.0870078973072118,0.0557356992242954,0.0312721980829164,0.16657984119520325,0.009900808934385174,0.06936756927277768,0.007398947278309217,0.01916488744268102,0.024785698350848488,0.03596192991620168
