,Job Code,Job Title,Automation Index,Race with the Machine,Interpersonal Task,Administrative Task and Communication,Race against the Machine,Information Processing,Routine Problem Solving,Vehicle and Equipment Operation,Machine Control,General Physical Task,Race ahead of the Machine,Systems Thinking,Creative and Critical Thinking,Running a Different Race,Equipment Maintenance,Dynamic Physical Task,Hazardous and Group Task,Conflict Resolution,Management and Supervision
17,11-9032,"Education Administrators, Elementary and Secondary School",0.009602008288813912,-0.011132511095051312,0.0010945494166836461,-0.012227060511734958,0.02966562152168667,0.008326025301895459,0.019501157841910803,0.0018384383778804086,0.0,0.0,-0.00473767094157955,-0.007115937648634642,0.002378266707055099,-0.004193431196241937,0.0024594300331816105,0.0006329895321441773,-0.00475029331959476,-0.006808473523944481,0.004272916081971501
18,11-9033,"Education Administrators, Postsecondary",0.006390550555598396,-0.003964999413071407,0.00038107946356530364,-0.004346078876636725,0.024844255863353787,0.0036164197548313602,0.021227836108522427,0.0,0.0,0.0,-0.003157729178029353,-0.010845895836197578,0.007688166658168224,-0.011330976716654631,0.001970476286707885,0.0,-0.00678910407264386,-0.0039171541584992475,-0.0025951947722194085
19,11-9041,Architectural and Engineering Managers,-0.0002761494292782274,0.008963987092115044,0.001524142516801892,0.007439844575313145,-0.02169924144826921,-0.010252275895022868,-0.009261138607872256,0.0022282989535048416,-0.0044141258988789215,0.0,0.008876675288769592,-0.007314255783757481,0.016190931072527073,0.003582429638106288,0.014915706812317322,0.0,-0.006228833008010831,0.0050825929743536285,-0.010187037140553828
20,11-9051,Food Service Managers,0.018465352418283343,0.040479840549032975,0.024824698215999044,0.015655142333033938,-0.029197252498388827,-0.02192701705857877,0.006877029539399157,-0.016641084958748695,-0.007779496716635415,0.010273316696174928,-0.006187670365289576,-0.017845993446399713,0.011658323081110145,0.01337043473292876,-0.011285438170755712,0.0104949806871771,0.02987047866228688,0.0005162389742769669,-0.016225825420056475
21,11-9061,Funeral Service Managers,-0.003981141453961667,0.08431941502857722,0.0453636949032431,0.03895572012533414,-0.050754055705726615,-0.003200431360517883,-0.027194179455678917,0.005622851126160365,-0.015762444791974986,-0.010219851223715177,0.012717064448975482,-0.006986456455845478,0.01970352090482096,-0.050263565225787836,-0.002533055927242028,-0.011097139903301785,-0.037652441514121185,0.004604722263987268,-0.003585650145110114
22,11-9071,Gaming Managers,0.009267577916370172,0.004237113681752419,0.010269499953668992,-0.0060323862719165655,0.0011198234713898636,-0.0030598347267247962,0.011977396438541288,-0.005602154942316836,-0.002195583298109805,0.0,-0.0010606347471044802,-0.003660726575545666,0.0026000918284411825,0.0049712755103323856,-0.0010395594796649664,-0.010942317173667204,-0.0021269086384816255,-0.003894698813895342,0.022974759616041528
23,11-9081,Lodging Managers,0.01184693107454293,-0.022520439353653218,-0.00473814624690079,-0.017782293106752445,0.007146234517746417,-0.010425466795295405,0.006462494579103049,0.007713737810740562,0.0033954689231982128,0.0,0.0007554580253558291,0.008350811469224444,-0.007595353443868621,0.026465677885093963,-0.00028395181234204363,0.005119797397933864,0.010724131982202574,0.012606238228165631,-0.001700537910866065
24,11-9111,Medical and Health Services Managers,0.00916985943076304,0.021015745144198017,0.013993089361020129,0.0070226557831778716,0.009958366771830998,0.0065651472717945655,0.0032163510996566225,0.0,-0.002553731183024951,0.002730599583404775,0.010547458931942658,0.008197288104433542,0.0023501708275091154,-0.03235171141720865,-0.0006489956721883403,0.0,-0.007394272244017656,-0.026261676819717042,0.0019532333187143873
25,11-9121,Natural Sciences Managers,-0.0016037130123046086,-0.017294870999844086,0.0005486728779817153,-0.0178435438778258,0.010798534097327115,0.022513125295140976,-0.005921016442864802,-0.006389528478713867,0.0005959537237648237,0.0,0.03540872034870743,0.03906721160557688,-0.003658491256869449,-0.030516096458495092,-0.008338432102559962,0.0,-0.04484239063805424,-0.0026114302228209593,0.025276156504940063
26,11-9131,Postmasters and Mail Superintendents,0.008014958455879684,0.03220628531423908,0.03183103791733885,0.00037524739690021625,-0.012822725762367482,-0.015947199875670434,-0.0058494681005499954,0.004698976759135349,0.0054427869336026325,-0.0011678214788850279,-0.00780234243965293,0.008784361846933444,-0.016586704286586384,-0.003566258656339,-0.00379547135196911,-0.00037295443219819736,-0.01302765506225472,0.0058175729262030795,0.007812249263879931
27,11-9141,"Property, Real Estate, and Community Association Managers",0.0021218938170250445,0.010716936510168,-0.00452013352936588,0.015237070039533897,0.010504928749573234,0.008489804724918316,-0.002123887370519932,0.004887420674859044,-0.0007484092796841866,0.0,0.0023973260368352484,0.012690090594020707,-0.010292764557185464,-0.0214972974795514,-0.0180194107102392,0.0,-0.032883505186398564,-0.01227916187760529,0.04168478029469165
28,11-9151,Social and Community Service Managers,0.008060150421767942,-0.00201752975583791,-0.002038857059535784,2.1327303697887823e-05,-0.011169606381551513,0.0012267577292243773,-0.010923340005088504,0.0004092909859109609,0.0,-0.0018823150915983503,0.01711523735048459,0.021063176163681797,-0.003947938813197202,0.0041320492086727575,-0.005363543149266926,0.0,-0.0033572471650318773,0.007991682785524541,0.0048611567374470255
29,11-9161,Emergency Management Directors,-0.00409613608166387,-0.01061299171448335,0.016125411899370848,-0.026738403613854184,0.004975243160270898,-0.0067602276771262714,-0.00901497458531466,0.02250142302853165,-0.0017509776058198204,0.0,0.01942589040871752,0.010830148446342565,0.008595741962374948,-0.017884277936168938,-0.014036429322348479,0.0,-0.01958036872774271,0.0023012984239817076,0.01343122168994055
30,13-1031,"Claims Adjusters, Examiners, and Investigators",0.0125970070102156,-0.04737709964706915,-0.020299206791256668,-0.027077892855812486,0.04317867089525265,0.04056028939096254,0.002892159229629071,0.0,-0.0020942657845324907,0.001820488059193504,-0.005964690959844667,-0.010392677427922388,0.004427986468077721,0.02276012672187684,0.00016228610716582026,0.0,-0.0015170249885614313,0.015819295972142364,0.008295569631130095
31,13-1032,"Insurance Appraisers, Auto Damage",0.01795491881566991,-0.03559825137744968,-0.011671041166640396,-0.023927210210809263,0.07348108337455582,0.04973865968354832,-0.002035453789765773,0.011345497881335084,0.005094578220984687,0.009337801378453471,-0.025242189257669082,-0.0021714710367927575,-0.023070718220876318,0.005314276076232889,0.0023080338455892854,0.00023223827951278375,-0.015375565004913012,0.007384476667859477,0.010765092288184373
32,13-1041,Compliance Officers,0.0028199322791962467,0.036607833466311024,0.00731835856596362,0.029289474900347418,-0.024586979275269292,-0.006134333588327129,-0.004490696536028169,-0.009339913349176318,-0.001854616767717489,-0.0027674190340201865,0.03329931461177072,0.028017818400263426,0.005281496211507291,-0.042500236523616175,-0.017406476926841642,-0.0014172294860422265,-0.00502163997355394,-0.009814272834060576,-0.008840617303117793
33,13-1051,Cost Estimators,-0.004458427680410382,-0.007105111770356581,-0.008836536050080387,0.001731424279723795,-0.015028983649837848,-0.04151056672929498,0.02237813018721619,0.005815712072643092,-0.0017122591804021332,0.0,0.000809516475549249,-0.004869434640226787,0.005678951115776029,0.01686615126423494,0.0034096121851412663,0.0,-0.005435353723360883,0.008612223334170294,0.010279669468284264
34,13-1071,Human Resources Specialists,0.021607077534776583,-0.022118778411366245,-0.04627088783300107,0.0241521094216348,0.017775219409384896,0.01716241725869857,-0.005013252072087728,0.0012638628835857225,0.0,0.004362191339188344,0.00452603502501106,0.0014963076709426026,0.003029727354068451,0.021424601511746938,-0.0013345355111843778,0.0,0.029794397953512245,0.018032561114596446,-0.02506782204517737
35,13-1081,Logisticians,0.003848406345832722,0.05108421605273775,0.03147893443740782,0.019605281615329918,0.002616232806500155,-0.007247812569119244,0.0063527546175494035,0.005155723040293243,0.0017188917736521653,-0.0033633240558754137,-0.014164203979823488,0.0026349390988101434,-0.01679914307863363,-0.03568783853358168,-0.016521079888681737,0.0,-0.01946663727936878,-0.005386733594054466,0.005686612228523305
36,13-1111,Management Analysts,-0.010162295498960416,0.004743198585565628,0.01619916071688851,-0.011455962131322871,-0.004619585928803238,0.009803869941975296,7.81396862656117e-05,-0.00048015977516869775,-0.014021435781875442,0.0,0.022048643389229017,0.012070010019418764,0.00997863336981025,-0.032334551544951795,-0.047189980943346685,0.0,0.000531813218127038,0.0014519270120457606,0.012871689168222074
37,13-1121,"Meeting, Convention, and Event Planners",-0.000850238696691874,-0.027801425073048225,-0.006418339379732282,-0.021383085693315932,-0.018590155525883945,-0.007170379591295384,-0.00061411805325879,-0.013762196547736744,0.0007267053145361107,0.002229833351870881,0.01766379400638561,0.012731372621412487,0.004932421384973115,0.027877547895854657,0.004665258874470553,-0.011653743328613016,0.0001741664446583864,0.004634305516966836,0.030057560388371887
38,13-1141,"Compensation, Benefits, and Job Analysis Specialists",-0.010680369898958821,-0.01974158508580362,-0.004771255829393625,-0.014970329256410009,-0.03759803813116011,0.037590847304871916,-0.06848732151621421,0.0,0.0,-0.006701563919817806,0.06166890989782995,0.05215665131699526,0.009512258580834685,-0.01500965657982511,0.007240637618818381,0.0,-0.003357624259088261,-0.01360418119010982,-0.005288488749445405
39,13-1151,Training and Development Specialists,-0.007503791645440737,-0.003201357431818458,0.011848002758233387,-0.01504936019005186,0.00456961506822616,-0.0005362007579780767,0.005091982657854717,0.0,1.3833168349518885e-05,0.0,0.013471367367170278,-0.004572723615966196,0.01804409098313648,-0.022343416649018663,-0.002857582669324202,0.0,-0.0021735322770718435,0.002725949463813656,-0.020038251166436274
40,13-1161,Market Research Analysts and Marketing Specialists,-0.01773750107170674,-0.10518880984355848,-0.04204846895799304,-0.06314034088556543,0.01037830315097002,-0.0088495866417789,0.019227889792748903,0.0,0.0,0.0,0.08520586723541854,0.0419790213993522,0.043226845836066334,-0.008132861614536864,-0.00023440068043981737,0.0,-0.008183478197797788,-0.012389431286858285,0.012674448550559023
41,13-2011,Accountants and Auditors,-0.0043874922690604334,0.006223773311754638,0.014826711665648015,-0.008602938353893377,0.003481059492167149,-0.013535324774340884,0.01701638426650802,0.0,0.0,0.0,-0.0055595688373260704,-0.02315840113015893,0.017598832292832867,-0.008532756235656205,-0.007837490798204267,0.0,0.0017099264937789176,0.004060757533211709,-0.006465949464442559
42,13-2021,Appraisers and Assessors of Real Estate,-0.0026997691112675692,0.005670104462614956,-0.010996902452096691,0.016667006914711624,-0.008575594388374462,-0.0007411959156885527,-0.034041589444319134,0.02618295260502533,2.4238366607860603e-05,0.0,0.018826378896006524,0.005186831561326658,0.013639547334679869,-0.018620658081514637,-0.0015433928427084664,0.0,-0.005293542734019382,-0.01295354874887221,0.0011698262440854312
43,13-2031,Budget Analysts,-0.014596575910374332,-0.022219347651999427,-0.00699538566699159,-0.015223961985007847,-0.005308589604977597,-0.012266621392997529,0.009861193361386092,0.0,0.0005049060508818409,-0.0034080676242479236,0.0005955897517683495,-0.0069048127421023064,0.007500402493870671,0.012335771594834406,-0.005034382939545622,0.0,0.012670236868069982,0.0,0.004699917666310047
44,13-2041,Credit Analysts,-0.002929442772076407,-0.02742361744396629,0.00191662627252695,-0.029340243716493238,0.010358301724726906,0.07868515966955418,-0.0523389116327328,0.0,0.0076360128636589345,-0.0236239591757534,0.01838312156020456,0.021169857742154588,-0.0027867361819500364,-0.0042472486130415285,-0.030630205079757482,0.0,-0.006953996079537775,0.019620774169943987,0.013716178376309724
45,13-2051,Financial Analysts,0.01858850205468093,-0.0021895183828651572,-0.03652320682024799,0.034333688437382825,0.09262611989273802,0.06684055659189572,0.02665905797886309,-0.0021389658126123,0.0012654711345915044,0.0,-0.03523288000745535,-0.04496769773887764,0.00973481773142229,-0.03661521944773653,0.003367468606234029,0.0,-0.002833444260361664,-0.008002740629363741,-0.029146503164245163
46,13-2052,Personal Financial Advisors,0.002496366779040804,-0.014721268293095254,0.002487658767139564,-0.01720892706023483,-0.01370130076820425,0.00032299186673531716,-0.010121385362800687,0.0,-0.003902907272138881,0.0,0.02341981794291151,0.03629997288989063,-0.012880154946979118,0.007499117897428777,0.0,0.0,-0.009829615019203273,-0.002472196280292275,0.01980092919692432
47,13-2053,Insurance Underwriters,0.0037746473779501906,0.01928716537662345,-0.026859159387597326,0.046146324764220766,-0.024455345024939568,0.02454999014722066,-0.042132048581591565,0.0,0.0,-0.006873286590568692,0.0017743403567630075,0.009196006668468995,-0.007421666311705996,0.007168486669503185,-0.02044653373979001,0.0,0.0,0.023994206577039136,0.003620813832254061
48,13-2061,Financial Examiners,-0.0042673893801042926,0.04320816730729565,0.02733635996641056,0.015871807340885072,-0.016357039242443472,7.164194332660856e-05,-0.016428681185770053,0.0,0.0,0.0,0.018457753527510112,0.011587728721359408,0.006870024806150711,-0.04957627097246658,-0.012680290277848416,0.0,-0.00200360862299271,0.0002616299347139358,-0.035154002006339384
49,13-2071,Credit Counselors,0.0011652630090313587,0.08956839530258752,3.191726844463394e-05,0.08953647803414289,-0.04797102994363858,-0.017143186702152827,-0.020720507346128257,-0.008901860289172711,-0.0012054756061847885,0.0,0.016909160564647818,0.014157666305280725,0.0027514942593670905,-0.05734126291456545,-0.031756080021708745,0.0,-0.012602013965716388,0.017410485059011212,-0.03039365398615153
50,13-2072,Loan Officers,0.01034339120499106,-0.004482692342018675,-0.026544338119133454,0.02206164577711478,0.03161944511603326,0.02549096264779767,0.0071340601293962,-0.0006036104681053763,0.002554563863952455,-0.0029565310570077,0.034471033357499715,0.02474570278242625,0.009725330575073458,-0.05126439492652319,-0.000857104146621402,0.0,-0.04135920527399098,-0.0017493908578344113,-0.007298694648076386
51,13-2081,"Tax Examiners and Collectors, and Revenue Agents",-0.009067036073114987,0.042784021964055015,0.01256743987204717,0.03021658209200785,-0.051638442826403314,-0.03510843500323592,-0.006629126562744503,-0.0017241810065849173,0.0043754762917463325,-0.012552176545584348,-0.00391038642366149,-0.009335685369975382,0.005425298946313887,0.0036977712128947187,-0.012010207019612244,0.0,-0.0004419604995558617,0.015475883842698754,0.0006740548893640778
52,13-2082,Tax Preparers,0.01826437717791729,0.020480159924311347,-0.021887078517885072,0.04236723844219645,0.06543054780148752,0.05001851717187333,0.018236053780040284,0.0,-0.002824023150426097,0.0,-0.03713976849587343,-0.006773577579514184,-0.030366190916359243,-0.030506562052008288,-0.0047070853094188575,0.0,0.0,-0.012949380349234516,-0.012850096393354916
53,15-1111,Computer and Information Research Scientists,-0.002866115389314139,0.009171941716765749,-0.015017261536666663,0.02418920325343241,0.025791740499997638,0.030541127442280918,0.004123727412381907,0.0,-0.00271907366297418,-0.006154040691691006,-0.013312280454908426,-0.006875020422243333,-0.006437260032665093,-0.02451751715116916,-0.008713525613602575,0.0,-0.010063202282820566,-0.0058706014177881466,0.00012981216304213533
54,15-1121,Computer Systems Analysts,0.0051189631496477705,0.016809538247585576,-0.0090311772851619,0.025840715532747468,0.04080351258898371,0.00949017195662745,0.032820127804131814,0.0,-0.015051742262055134,0.013544955090279628,-0.03868861949806477,-0.01198276203125023,-0.026705857466814545,-0.013805468188856735,-0.030334186989842762,0.0,0.011418019768221023,0.0009943015113839317,0.004116397521381064
55,15-1131,Computer Programmers,0.0010542626268470467,0.014463887302267775,0.007482826606708118,0.006981060695559649,0.04527670645589435,0.08638971018956558,-0.03499908008873113,-0.001426627620604526,0.0013611636929813829,-0.006048459717316969,-0.02382369525870645,-0.003511803222170179,-0.020311892036536255,-0.034862635872608586,-0.01804991724504801,0.0,-0.013658166589905988,-0.0063971070097059565,0.0032425549720513564
56,15-1132,"Software Developers, Applications",-0.0021481851043972933,-0.030481347801687875,-0.01299994550762805,-0.017481402294059825,0.006022187794493261,-0.01709425005989366,0.02218322875845324,0.0,-0.0075845157251280375,0.008517724821061712,0.004139652848715869,0.01543672272254336,-0.01129706987382748,0.018171322054081385,-0.008304048760071514,0.0,0.0026348618147568545,0.0015821491574118038,0.02225835984198424
57,15-1133,"Software Developers, Systems Software",-0.002730353163650223,0.1483168367101095,-0.006412425111078563,0.15472926182118807,-0.03577478039892032,-0.00978041321991499,-0.00563105354062645,-0.00044539956673073067,-0.011052265442142242,-0.008865648629505908,-0.06803697204476251,-0.07362447712710296,0.00558750508234046,-0.04723543743007688,-0.048934349588767176,0.0,0.012543231262172836,-0.0019220960567133038,-0.008922223046769252
58,15-1141,Database Administrators,-0.025912082214936905,-0.052382933183578666,-0.013515295446904156,-0.03886763773667452,-0.023427757139093647,-0.019808799891919915,0.0037588912948511295,0.0,0.013592850916830615,-0.020970699458855484,0.018679768871190997,0.00632499759984452,0.01235477127134647,0.03121883923654444,0.02418402112470748,0.0,0.018516401919835137,0.0,-0.011481583807998168
59,15-1142,Network and Computer Systems Administrators,-0.01602715412156397,0.0069396428517420755,-0.012859582846194205,0.019799225697936282,-0.07912662461410447,-0.04839675459225085,-0.016941654610209668,-0.00783323511541692,0.002624800848162259,-0.0085797811443893,0.019676502466692114,0.018077170106993033,0.001599332359699085,0.03648332517410627,0.03091565540908077,0.0,-0.008953234643753478,-0.00045922039318965205,0.014980124801968616
60,15-1151,Computer User Support Specialists,-0.01765433375116532,0.02038652637390434,0.00939026711650751,0.010996259257396834,-0.09377016385366496,-0.07334006635621386,-0.018001495206732436,-0.0012516507244935342,0.003522015890978742,-0.0046989674572038564,0.032155244631241565,0.016150557313543534,0.01600468731769803,0.023574059097353703,0.035404645690299705,-0.001015130184913185,0.0012222155077856785,-0.011108460933800772,-0.000929210982017716
61,15-2011,Actuaries,-0.0007628677966038389,-0.0097490879749806,-0.00445502294081955,-0.00529406503416105,-0.008085725838648194,-0.008275633226767803,-0.002128399460989541,0.0,0.004325160647387112,-0.0020068537982779787,0.011718233063752637,0.012473901454365416,-0.0007556683906127862,0.00535371295327234,0.007817971407617533,0.0,0.0005216616023708822,0.002911182863019591,-0.005897102919735667
62,15-2021,Mathematicians,0.002311284519326273,-0.039604879131093416,-0.0035366350680018023,-0.03606824406309163,0.05248441556259592,0.026625369139991417,0.025859046422604504,0.0,0.0,0.0,-0.017763441440444117,-0.008692092068439988,-0.009071349372004128,0.0071951895282678655,0.007921563983545231,0.0,0.0,0.0,-0.0007263744552773638
63,15-2031,Operations Research Analysts,-0.005879963416033418,0.0030443203755216725,0.006239505359737149,-0.003195184984215477,0.027988383983158255,0.014064447272470026,0.013923936710688242,0.0,0.0,0.0,-0.024086073275747355,-0.027049931645663536,0.0029638583699161673,-0.012826594498965995,-0.010685326217794245,0.0,0.003027908852627917,0.0,-0.005169177133799668
64,15-2041,Statisticians,-0.008327618643379275,0.0036938826620290383,-0.017232705721048992,0.02092658838307804,0.020987350705705843,0.02633758511532111,-0.00015878763402742135,0.0,0.0010343081547816923,-0.006225754930369541,0.0145063821454115,0.004693553261447997,0.009812828883963502,-0.047515234156525685,-0.03188375486880322,0.0,-0.00029386049516317127,-0.00911744919861869,-0.0062201695939406035
65,17-1011,"Architects, Except Landscape and Naval",0.00043418387690874466,-0.04579690328000045,-0.015250130926235212,-0.03054677235376524,0.006101607054072228,0.020092423537515662,-0.016546752756753803,0.0034725775756265283,0.0008429140552699242,-0.001759555357586095,0.010333160174997745,0.011128669707979634,-0.0007955095329818876,0.029796319927839262,0.011062264475114651,0.0,-0.011496931832654288,0.006468693273833618,0.023762294011545275
66,17-1012,Landscape Architects,-0.0062434159447755655,0.054307119759979115,0.025255976633992004,0.029051143125987087,-0.051050232132242274,0.0019602606566792927,-0.01690026832797433,-0.028081544721022547,-0.008028679739924691,0.0,0.018094737980734462,0.01810721986423396,-1.2481883499483593e-05,-0.027595041553246824,-0.004420299746185675,0.0,-0.03981750790575715,-0.0022888427927326357,0.018931608891428628
67,17-1021,Cartographers and Photogrammetrists,-0.025047702856415662,0.0636197143391908,0.02231171502804332,0.04130799931114748,-0.07616975469431064,0.0065806214497564075,-0.069670086338482,-0.006850389851743716,0.005344466997847928,-0.011574366951689286,-0.013007132894965162,-0.0019864171549803388,-0.011020715739984824,0.0005094703936694284,-0.02873659615644913,0.0,0.02309844210615427,8.998700037118022e-05,0.006057637443593113
68,17-1022,Surveyors,0.002095042974071204,0.012130824124782044,0.0051407616060808745,0.0069900625187011714,0.0030229737546773887,-0.004808053186991082,0.0024699895265713964,0.00637639357958794,-0.006594293991158993,0.005578937826668125,-0.0020860668248647435,-0.0089899927253147,0.006903925900449949,-0.010972688080523513,0.0047953498727826074,-0.003967088934498344,-0.0024167132996943948,0.0008000081991656541,-0.010184243918279023
69,17-2011,Aerospace Engineers,0.002680014463870673,-0.0191188441680754,-0.02974092655038537,0.01062208238230998,0.020479801080667964,0.04615109385107971,-0.02031012164263718,0.0022295307604306602,-0.005381896714680729,-0.0022088051735245345,-0.008141972267288827,0.00017062798350941932,-0.008312600250798241,0.009461029818566905,0.009677821514015014,0.0,0.017624123793126736,-0.01065932727297248,-0.007181588215602368
