Year,SOC Code,Job Title,Description,Job Automation Index,Job Automation Index Rank,Job Automation Index Percentile,Race with the Machine,Race with the Machine Rank,Race with the Machine Percentile,Race ahead of the Machine,Race ahead of the Machine Rank,Race ahead of the Machine Percentile,Changing the Course of the Race,Changing the Course of the Race Rank,Changing the Course of the Race Percentile,Race against the Machine,Race against the Machine Rank,Race against the Machine Percentile,Running a Different Race,Running a Different Race Rank,Running a Different Race Percentile,Employment,Employment Rank,Employment Percentile,Annual Wage,Annual Wage Rank,Annual Wage Percentile,Job Automation Index Change,Job Automation Index Change Rank,Job Automation Index Change Percentile,Race with the Machine Change,Race with the Machine Change Rank,Race with the Machine Change Percentile,Race ahead of the Machine Change,Race ahead of the Machine Change Rank,Race ahead of the Machine Change Percentile,Changing the Course of the Race Change,Changing the Course of the Race Change Rank,Changing the Course of the Race Change Percentile,Race against the Machine Change,Race against the Machine Change Rank,Race against the Machine Change Percentile,Running a Different Race Change,Running a Different Race Change Rank,Running a Different Race Change Percentile,Wage Share Change,Wage Share Change Rank,Wage Share Change Percentile
2008,29-2052,Pharmacy Technicians,"Prepare medications under the direction of a pharmacist. May measure, mix, count out, label, and record amounts and dosages of medications according to prescription orders.",0.505519446454,127.0,Top 20%,0.167431834913778,115.0,Top 20%,0.10613956262316805,305.0,Top 50%,0.135885984543128,143.0,Top 25%,0.08409815263317692,211.0,Top 35%,0.011963911740290354,553.0,Bottom 20%,324110.0,89.0,Top 15%,28500.0,547.0,Bottom 20%,,,,,,,,,,,,,,,,,,,,,
2008,29-2053,Psychiatric Technicians,"Care for individuals with mental or emotional conditions or disabilities, following the instructions of physicians or other health practitioners. Monitor patients’ physical and emotional well-being and report to medical staff. May participate in rehabilitation and treatment programs, help with personal hygiene, and administer oral or injectable medications.",0.461629616966,573.0,Bottom 15%,0.1719129239369842,104.0,Top 20%,0.07164246754514594,373.0,Bottom 45%,0.06271226897416941,411.0,Bottom 40%,0.07700962115699637,239.0,Top 40%,0.07835233535260024,358.0,Bottom 50%,54800.0,321.0,Top 50%,32190.0,486.0,Bottom 30%,,,,,,,,,,,,,,,,,,,,,
2008,29-2055,Surgical Technologists,"Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeons’ assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments. Excludes “Surgical Assistants” (29-9093).",0.489459175851,270.0,Top 45%,0.12405885421110238,225.0,Top 35%,0.017768175047106607,546.0,Bottom 20%,0.11290882920491717,212.0,Top 35%,0.07829540262445792,237.0,Top 40%,0.15642791476310067,257.0,Top 40%,89600.0,251.0,Top 40%,40070.0,370.0,Bottom 45%,,,,,,,,,,,,,,,,,,,,,
2008,29-2056,Veterinary Technologists and Technicians,"Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize instruments and materials and maintain equipment and machines. May assist a veterinarian during surgery.",0.478401400126,402.0,Bottom 40%,0.16477062235345918,122.0,Top 20%,0.06612132653421832,387.0,Bottom 45%,0.07165330833902739,361.0,Bottom 45%,0.054556277262311194,287.0,Top 45%,0.12129986563668563,289.0,Top 45%,78920.0,270.0,Top 45%,29850.0,526.0,Bottom 20%,,,,,,,,,,,,,,,,,,,,,
2008,29-2061,Licensed Practical and Licensed Vocational Nurses,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required.",0.480272566299,370.0,Bottom 45%,0.17248691911283162,102.0,Top 20%,0.04344185403967344,450.0,Bottom 35%,0.10976625692330735,219.0,Top 35%,0.09775677211196308,166.0,Top 30%,0.0568207641116414,401.0,Bottom 40%,730500.0,39.0,Top 10%,40110.0,369.0,Bottom 45%,,,,,,,,,,,,,,,,,,,,,
2008,29-2081,"Opticians, Dispensing","Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription. Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames. Verify exactness of finished lens spectacles. Adjust frame and lens position to fit client. May shape or reshape frames. Includes contact lens opticians.",0.473472233179,462.0,Bottom 30%,0.2037586059323632,47.0,Top 10%,0.09653171871263883,325.0,Top 50%,0.10245752619294124,241.0,Top 40%,0.0195391488542657,407.0,Bottom 40%,0.051185233486879755,415.0,Bottom 40%,59470.0,313.0,Top 50%,35060.0,443.0,Bottom 35%,,,,,,,,,,,,,,,,,,,,,
2008,29-2091,Orthotists and Prosthetists,"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions.",0.469380887669,503.0,Bottom 25%,0.1389847312791182,194.0,Top 30%,0.14802775219466985,221.0,Top 35%,0.06624194933805329,390.0,Bottom 45%,0.013233557310282525,433.0,Bottom 35%,0.1028928975465668,323.0,Top 50%,5490.0,611.0,Bottom 10%,66060.0,153.0,Top 25%,,,,,,,,,,,,,,,,,,,,,
2008,29-2098,Medical Dosimetrists and Medical Records Specialists,"29-2054: Provide respiratory care under the direction of respiratory therapists and physicians.

29-2071: Compile, process, and maintain medical records of hospital and clinic patients in a manner consistent with medical, administrative, ethical, legal, and regulatory requirements of the health care system.  Process, maintain, compile, and report patient information for health requirements and standards in a manner consistent with the healthcare industry’s numerical coding system.  Excludes “File Clerks” (43-4071).",0.487303304845,295.0,Top 50%,0.16439979606606464,126.0,Top 20%,0.1050461845737683,309.0,Top 50%,0.0967681070362435,258.0,Top 40%,0.08180139299022007,221.0,Top 35%,0.039287824178894384,445.0,Bottom 35%,259850.0,109.0,Top 20%,118010.0,24.0,Top 5%,,,,,,,,,,,,,,,,,,,,,
2008,29-9091,Athletic Trainers,"Evaluate and treat musculoskeletal injuries or illnesses. Provide preventive, therapeutic, emergency, and rehabilitative care. Excludes “Physical Therapists” (29-1123).",0.455738363222,608.0,Bottom 10%,0.17141648950138447,109.0,Top 20%,0.12282650074366616,280.0,Top 45%,0.06141353807340971,416.0,Bottom 40%,0.043251216625628114,317.0,Top 50%,0.05683061827800472,400.0,Bottom 40%,15070.0,531.0,Bottom 20%,41620.0,352.0,Bottom 50%,,,,,,,,,,,,,,,,,,,,,
2008,31-1120,Home Health and Personal Care Aides,"Provide routine individualized healthcare such as changing bandages and dressing wounds, and applying topical medications to the elderly, convalescents, or persons with disabilities at the patient’s home or in a care facility.  Monitor or report changes in health status.  May also provide personal care such as bathing, dressing, and grooming of patient.",0.445280351673,638.0,Bottom 5%,0.16677861916764514,117.0,Top 20%,0.020697320687559848,534.0,Bottom 20%,0.0217084736745573,597.0,Bottom 10%,0.12937536348501302,106.0,Top 20%,0.1067205746585892,312.0,Top 50%,1506600.0,16.0,Top 5%,41130.0,359.0,Bottom 45%,,,,,,,,,,,,,,,,,,,,,
2008,31-1133,Psychiatric Aides,"Assist mentally impaired or emotionally disturbed patients, working under direction of nursing and medical staff. May assist with daily living activities, lead patients in educational and recreational activities, or accompany patients to and from examinations and treatments. May restrain violent patients. Includes psychiatric orderlies.",0.467217256737,529.0,Bottom 20%,0.2417935898559489,13.0,Top 5%,0.08251595341301812,348.0,Bottom 50%,0.05049164289385797,476.0,Bottom 30%,0.0396222012084629,334.0,Bottom 50%,0.052793869365468545,409.0,Bottom 40%,59050.0,315.0,Top 50%,27260.0,556.0,Bottom 15%,,,,,,,,,,,,,,,,,,,,,
2008,31-2011,Occupational Therapy Assistants,"Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with state laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training.",0.465547934799,544.0,Bottom 20%,0.1646105082938841,123.0,Top 20%,0.06683230698624289,383.0,Bottom 45%,0.07708656134266588,333.0,Bottom 50%,0.09926241317919254,164.0,Top 30%,0.05775614499651527,395.0,Bottom 40%,25610.0,449.0,Bottom 35%,48440.0,284.0,Top 45%,,,,,,,,,,,,,,,,,,,,,
2008,31-2012,Occupational Therapy Aides,"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room.",0.457150848895,599.0,Bottom 10%,0.17807004552312006,88.0,Top 15%,0.04387313517479933,447.0,Bottom 35%,0.020108463816196222,603.0,Bottom 10%,0.16771442175260654,42.0,Top 10%,0.047384782627993095,426.0,Bottom 35%,7410.0,601.0,Bottom 10%,29580.0,530.0,Bottom 20%,,,,,,,,,,,,,,,,,,,,,
2008,31-2021,Physical Therapist Assistants,"Assist physical therapists in providing physical therapy treatments and procedures. May, in accordance with state laws, assist in the development of treatment plans, carry out routine functions, document the progress of treatment, and modify specific treatments in accordance with patient status and within the scope of treatment plans established by a physical therapist. Generally requires formal training.",0.462678906298,567.0,Bottom 15%,0.1636161100201475,127.0,Top 20%,0.04429175811293183,444.0,Bottom 35%,0.08389861644161184,307.0,Top 50%,0.12624488182988117,113.0,Top 20%,0.04462753989331285,429.0,Bottom 35%,61820.0,308.0,Top 50%,46300.0,306.0,Top 50%,,,,,,,,,,,,,,,,,,,,,
2008,31-2022,Physical Therapist Aides,"Under close supervision of a physical therapist or physical therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing the patient and the treatment area.",0.449058679141,631.0,Bottom 5%,0.1600017306107575,136.0,Top 25%,0.01471861141432101,565.0,Bottom 15%,0.012444651610714019,620.0,Bottom 5%,0.21939628469917333,13.0,Top 5%,0.04249740080644329,435.0,Bottom 35%,44410.0,359.0,Bottom 45%,24770.0,590.0,Bottom 10%,,,,,,,,,,,,,,,,,,,,,
2008,31-9011,Massage Therapists,"Perform therapeutic massages of soft tissues and joints. May assist in the assessment of range of motion and muscle strength, or propose client therapy plans.",0.446033326674,636.0,Bottom 5%,0.15260290258552237,157.0,Top 25%,0.06916799045541233,376.0,Bottom 45%,0.014284824755100924,614.0,Bottom 10%,0.1969989700376446,22.0,Top 5%,0.012978638840455697,545.0,Bottom 20%,51250.0,340.0,Bottom 50%,39850.0,377.0,Bottom 45%,,,,,,,,,,,,,,,,,,,,,
2008,31-9091,Dental Assistants,"Perform limited clinical duties under the direction of a dentist. Clinical duties may include equipment preparation and sterilization, preparing patients for treatment, assisting the dentist during treatment, and providing patients with instructions for oral healthcare procedures. May perform administrative duties such as scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes.",0.480168299827,375.0,Bottom 45%,0.18012434584681536,83.0,Top 15%,0.07022199823272912,375.0,Bottom 45%,0.06597852118223373,394.0,Bottom 40%,0.06764459598555146,258.0,Top 40%,0.09619883857978132,334.0,Bottom 50%,293090.0,95.0,Top 15%,33170.0,468.0,Bottom 30%,,,,,,,,,,,,,,,,,,,,,
2008,31-9092,Medical Assistants,"Perform administrative and certain clinical duties under the direction of a physician. Administrative duties may include scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes. Clinical duties may include taking and recording vital signs and medical histories, preparing patients for examination, drawing blood, and administering medications as directed by physician. Excludes “Physician Assistants” (29-1071).",0.491179179623,258.0,Top 40%,0.17749830045967988,90.0,Top 15%,0.06336967729533939,392.0,Bottom 40%,0.1500454865656538,108.0,Top 20%,0.04786839877343287,304.0,Top 50%,0.05239731652911346,413.0,Bottom 40%,475950.0,60.0,Top 10%,29060.0,540.0,Bottom 20%,,,,,,,,,,,,,,,,,,,,,
2008,31-9093,Medical Equipment Preparers,"Prepare, sterilize, install, or clean laboratory or healthcare equipment. May perform routine laboratory tasks and operate or inspect equipment.",0.499212355198,174.0,Top 30%,0.08411065811201994,339.0,Bottom 50%,0.04378533913922622,448.0,Bottom 35%,0.06448974828417228,401.0,Bottom 40%,0.09600369538513825,169.0,Top 30%,0.21082291427708516,194.0,Top 30%,44340.0,361.0,Bottom 45%,29290.0,534.0,Bottom 20%,,,,,,,,,,,,,,,,,,,,,
2008,31-9094,Medical Transcriptionists,"Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations into fully understandable form. Edit as necessary and return reports in either printed or electronic form for review and signature, or correction.",0.567461567149,2.0,Top 1%,0.02292346374841301,559.0,Bottom 15%,0.18119907591914183,145.0,Top 25%,0.25352509765870507,10.0,Top 5%,0.0708511843081143,255.0,Top 40%,0.03896274551436373,446.0,Bottom 35%,86200.0,257.0,Top 40%,32960.0,471.0,Bottom 30%,,,,,,,,,,,,,,,,,,,,,
2008,31-9095,Pharmacy Aides,"Record drugs delivered to the pharmacy, store incoming merchandise, and inform the supervisor of stock needs. May operate cash register and accept prescriptions for filling.",0.479126789634,384.0,Bottom 45%,0.18770414372855831,72.0,Top 15%,0.12986969641838428,266.0,Top 45%,0.05903943183173972,436.0,Bottom 35%,0.08339796565422489,218.0,Top 35%,0.019115552001379564,509.0,Bottom 25%,53190.0,328.0,Bottom 50%,21500.0,625.0,Bottom 5%,,,,,,,,,,,,,,,,,,,,,
2008,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,"Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine postoperative care, administer medication orally or topically, or prepare samples for laboratory examination under the supervision of veterinary or laboratory animal technologists or technicians, veterinarians, or scientists. Excludes “Animal Caretakers” (39-2021).",0.473554199401,460.0,Bottom 30%,0.10738222225609952,275.0,Top 45%,0.030209562920568346,491.0,Bottom 25%,0.04471922364621684,498.0,Bottom 25%,0.15829347603133337,52.0,Top 10%,0.13294971454633747,275.0,Top 45%,71950.0,287.0,Top 45%,22790.0,616.0,Bottom 10%,,,,,,,,,,,,,,,,,,,,,
2008,33-1011,First-Line Supervisors of Correctional Officers,Directly supervise and coordinate activities of correctional officers and jailers.,0.475895952798,433.0,Bottom 35%,0.17432789983816782,97.0,Top 15%,0.08606535963260502,340.0,Bottom 50%,0.09418605858289347,276.0,Top 45%,0.04719452597342245,306.0,Top 50%,0.074122108770511,364.0,Bottom 45%,40840.0,377.0,Bottom 45%,58380.0,206.0,Top 35%,,,,,,,,,,,,,,,,,,,,,
2008,33-1012,First-Line Supervisors of Police and Detectives,Directly supervise and coordinate activities of members of police force.,0.478511627566,400.0,Bottom 40%,0.14821394614723893,170.0,Top 30%,0.10379178855063169,310.0,Top 50%,0.08824449365279727,298.0,Top 50%,0.03182806290418076,353.0,Bottom 50%,0.10643333631119767,313.0,Top 50%,92840.0,247.0,Top 40%,76820.0,104.0,Top 20%,,,,,,,,,,,,,,,,,,,,,
2008,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,Directly supervise and coordinate activities of workers engaged in firefighting and fire prevention and control.,0.473890391942,455.0,Bottom 35%,0.11680519908264292,246.0,Top 40%,0.06744780430123554,382.0,Bottom 45%,0.06350201237019035,407.0,Bottom 40%,0.049368621833480966,299.0,Top 50%,0.1767667543541308,240.0,Top 40%,53300.0,324.0,Top 50%,70860.0,128.0,Top 20%,,,,,,,,,,,,,,,,,,,,,
2008,33-2011,Firefighters,"Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance.",0.468722535928,510.0,Bottom 25%,0.06923112086330625,379.0,Bottom 45%,0.03970747076500336,466.0,Bottom 30%,0.061842334183208045,413.0,Bottom 40%,0.10360682119322095,151.0,Top 25%,0.19433478892290318,213.0,Top 35%,298900.0,94.0,Top 15%,45700.0,309.0,Top 50%,,,,,,,,,,,,,,,,,,,,,
2008,33-2021,Fire Inspectors and Investigators,"Inspect buildings to detect fire hazards and enforce local ordinances and state laws, or investigate and gather facts to determine cause of fires and explosions.",0.477157268216,418.0,Bottom 40%,0.10833429775611786,269.0,Top 45%,0.10565021972851366,307.0,Top 50%,0.09933403507483571,249.0,Top 40%,0.01464183998377859,429.0,Bottom 35%,0.14919687567309753,260.0,Top 40%,12920.0,548.0,Bottom 20%,54840.0,223.0,Top 35%,,,,,,,,,,,,,,,,,,,,,
2008,33-2022,Forest Fire Inspectors and Prevention Specialists,"Enforce fire regulations, inspect forest for fire hazards, and recommend forest fire prevention or control measures. May report forest fires and weather conditions.",0.475425393997,440.0,Bottom 35%,0.09710197970193524,303.0,Top 50%,0.113371690514357,293.0,Top 50%,0.10186918629751847,244.0,Top 40%,0.018936234441579998,413.0,Bottom 40%,0.14414630304189152,265.0,Top 45%,1580.0,645.0,Bottom 1%,36400.0,419.0,Bottom 40%,,,,,,,,,,,,,,,,,,,,,
2008,33-3011,Bailiffs,Maintain order in courts of law.,0.468026438855,521.0,Bottom 20%,0.16306229941204084,129.0,Top 20%,0.06285365927489973,393.0,Bottom 40%,0.06802677535537005,381.0,Bottom 45%,0.0859305042189238,203.0,Top 35%,0.08815320059332092,346.0,Bottom 50%,19290.0,493.0,Bottom 25%,39090.0,387.0,Bottom 45%,,,,,,,,,,,,,,,,,,,,,
2008,33-3012,Correctional Officers and Jailers,"Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other point. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions.",0.479430559738,378.0,Bottom 45%,0.16517862181205467,119.0,Top 20%,0.027993520063878674,501.0,Bottom 25%,0.09430702683426764,274.0,Top 45%,0.08717441622665736,197.0,Top 35%,0.10477697480143053,317.0,Top 50%,428040.0,67.0,Top 15%,41340.0,354.0,Bottom 50%,,,,,,,,,,,,,,,,,,,,,
2008,33-3021,Detectives and Criminal Investigators,"Conduct investigations related to suspected violations of federal, state, or local laws to prevent or solve crimes. Excludes “Private Detectives and Investigators” (33-9021).",0.48564103142,312.0,Top 50%,0.11056579191950415,263.0,Top 45%,0.08789086982203657,337.0,Bottom 50%,0.1324387132378935,150.0,Top 25%,0.0345047623413727,349.0,Bottom 50%,0.12024089409960959,290.0,Top 45%,104480.0,225.0,Top 35%,63840.0,169.0,Top 30%,,,,,,,,,,,,,,,,,,,,,
2008,33-3031,Fish and Game Wardens,Patrol assigned area to prevent fish and game law violations. Investigate reports of damage to crops or property by wildlife. Compile biological data.,0.46731292153,527.0,Bottom 20%,0.08728338240637412,328.0,Bottom 50%,0.06770562096352156,381.0,Bottom 45%,0.05009317072572987,478.0,Bottom 30%,0.0575512649052957,281.0,Top 45%,0.2046794825286928,203.0,Top 35%,7720.0,597.0,Bottom 10%,56030.0,217.0,Top 35%,,,,,,,,,,,,,,,,,,,,,
2008,33-3041,Parking Enforcement Workers,"Patrol assigned area, such as public parking lot or city streets to issue tickets to overtime parking violators and illegally parked vehicles.",0.478784099988,395.0,Bottom 40%,0.10693424826489836,277.0,Top 45%,0.039175019348887424,468.0,Bottom 30%,0.031151890465441555,567.0,Bottom 15%,0.08343807818541274,217.0,Top 35%,0.21808486372316951,185.0,Top 30%,9530.0,583.0,Bottom 15%,34020.0,456.0,Bottom 30%,,,,,,,,,,,,,,,,,,,,,
2008,33-3051,Police and Sheriff’s Patrol Officers,"Maintain order and protect life and property by enforcing local, tribal, state, or federal laws and ordinances. Perform a combination of the following duties: patrol a specific area; direct traffic; issue traffic summonses; investigate accidents; apprehend and arrest suspects, or serve legal processes of courts. Includes police officers working at educational institutions.",0.479087064283,386.0,Bottom 45%,0.13159266498280722,210.0,Top 35%,0.052311415797565146,424.0,Bottom 35%,0.10696975551346635,233.0,Top 40%,0.05477099563294971,285.0,Top 45%,0.1334422323561928,274.0,Top 45%,633710.0,43.0,Top 10%,52810.0,248.0,Top 40%,,,,,,,,,,,,,,,,,,,,,
2008,33-3052,Transit and Railroad Police,"Protect and police railroad and transit property, employees, or passengers.",0.470539143356,490.0,Bottom 25%,0.09357349871017343,310.0,Top 50%,0.06086351728608604,400.0,Bottom 40%,0.06959939361484901,374.0,Bottom 45%,0.06710025006515283,260.0,Top 40%,0.17940248368015563,234.0,Top 40%,3830.0,631.0,Bottom 5%,48540.0,283.0,Top 45%,,,,,,,,,,,,,,,,,,,,,
2008,33-9011,Animal Control Workers,"Handle animals for the purpose of investigations of mistreatment, or control of abandoned, dangerous, or unattended animals.",0.468925042246,507.0,Bottom 25%,0.13328585137385027,207.0,Top 35%,0.06610002260484958,388.0,Bottom 45%,0.04685321508786838,492.0,Bottom 25%,0.052274520912814634,294.0,Top 50%,0.17041143226633726,246.0,Top 40%,15480.0,526.0,Bottom 20%,31990.0,492.0,Bottom 25%,,,,,,,,,,,,,,,,,,,,,
2008,33-9021,Private Detectives and Investigators,"Gather, analyze, compile, and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment.",0.489578443728,269.0,Top 45%,0.11248895138355465,255.0,Top 40%,0.15586300961593355,204.0,Top 35%,0.10824895133409598,228.0,Top 40%,0.026453166460110377,378.0,Bottom 45%,0.08652436493472666,350.0,Bottom 50%,35820.0,396.0,Bottom 40%,46480.0,301.0,Top 50%,,,,,,,,,,,,,,,,,,,,,
2008,33-9031,Gambling Surveillance Officers and Gambling Investigators,"Observe gambling operation for irregular activities such as cheating or theft by either employees or patrons. Investigate potential threats to gambling assets such as money, chips, and gambling equipment. Act as oversight and security agent for management and customers.",0.509035697061,100.0,Top 20%,0.1495722007258281,167.0,Top 30%,0.10118838234082121,315.0,Top 50%,0.15618490836422053,95.0,Top 15%,0.03012438106427507,363.0,Bottom 45%,0.0719658245656097,366.0,Bottom 45%,9100.0,587.0,Bottom 10%,31550.0,497.0,Bottom 25%,,,,,,,,,,,,,,,,,,,,,
2008,33-9032,Security Guards,"Guard, patrol, or monitor premises to prevent theft, violence, or infractions of rules. May operate x-ray and metal detector equipment. Excludes “Police Officers” (33-3050) and “Transportation Security Screeners” (33-9093).",0.475724788197,437.0,Bottom 35%,0.15180320938024833,161.0,Top 25%,0.01628236353059959,554.0,Bottom 15%,0.07821891786359272,330.0,Bottom 50%,0.09510962564189568,173.0,Top 30%,0.1343106717803983,273.0,Top 45%,1046760.0,27.0,Top 5%,25840.0,579.0,Bottom 15%,,,,,,,,,,,,,,,,,,,,,
2008,33-9091,Crossing Guards and Flaggers,"Guide or control vehicular or pedestrian traffic at such places as streets, schools, railroad crossings, or construction sites.",0.469940458271,497.0,Bottom 25%,0.09245716495113505,314.0,Top 50%,0.012625496077789095,580.0,Bottom 15%,0.024390727416213422,585.0,Bottom 15%,0.1507269748228101,68.0,Top 15%,0.18974009500261724,219.0,Top 35%,68530.0,291.0,Top 45%,24290.0,597.0,Bottom 10%,,,,,,,,,,,,,,,,,,,,,
2008,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","Monitor recreational areas, such as pools, beaches, or ski slopes, to provide assistance and protection to participants.",0.46284352165,563.0,Bottom 15%,0.09529433059889451,305.0,Top 50%,0.03629435537667773,476.0,Bottom 30%,0.10119091023489524,246.0,Top 40%,0.09486785836945155,176.0,Top 30%,0.1351960670704581,271.0,Top 45%,111560.0,216.0,Top 35%,19930.0,638.0,Bottom 5%,,,,,,,,,,,,,,,,,,,,,
2008,35-1011,Chefs and Head Cooks,"Direct and may participate in the preparation, seasoning, and cooking of salads, soups, fish, meats, vegetables, desserts, or other foods. May plan and price menu items, order supplies, and keep records and accounts.",0.481085381126,358.0,Bottom 50%,0.1487295736071451,168.0,Top 30%,0.05719668790068482,413.0,Bottom 40%,0.08364837079879482,309.0,Top 50%,0.0808211729156767,226.0,Top 35%,0.11068957590369091,299.0,Top 50%,98040.0,237.0,Top 40%,42410.0,340.0,Bottom 50%,,,,,,,,,,,,,,,,,,,,,
2008,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,Directly supervise and coordinate activities of workers engaged in preparing and serving food.,0.47882421786,393.0,Bottom 40%,0.22978115173340535,17.0,Top 5%,0.06192478004225489,397.0,Bottom 40%,0.05918753528864784,435.0,Bottom 35%,0.06962744033560811,257.0,Top 40%,0.058303310460201416,392.0,Bottom 40%,805360.0,36.0,Top 10%,30810.0,511.0,Bottom 25%,,,,,,,,,,,,,,,,,,,,,
2008,35-2011,"Cooks, Fast Food",Prepare and cook food in a fast food restaurant with a limited menu. Duties of these cooks are limited to preparation of a few basic items and normally involve operating large-volume single-purpose cooking equipment.,0.477770639345,407.0,Bottom 40%,0.13008798118710777,217.0,Top 35%,0.05866029500119299,409.0,Bottom 40%,0.006873267159754577,630.0,Bottom 5%,0.1765935887570863,37.0,Top 10%,0.10555550724015932,314.0,Top 50%,559160.0,50.0,Top 10%,17620.0,650.0,Bottom 1%,,,,,,,,,,,,,,,,,,,,,
2008,35-2012,"Cooks, Institution and Cafeteria","Prepare and cook large quantities of food for institutions, such as schools, hospitals, or cafeterias.",0.49222595799,248.0,Top 40%,0.09749731551357599,300.0,Top 50%,0.005092208939231561,622.0,Bottom 5%,0.09300277717403338,282.0,Top 45%,0.16417599263724994,45.0,Top 10%,0.13245766372629744,277.0,Top 45%,370920.0,79.0,Top 15%,23260.0,610.0,Bottom 10%,,,,,,,,,,,,,,,,,,,,,
2008,35-2013,"Cooks, Private Household",Prepare meals in private homes. Includes personal chefs.,0.464115349651,556.0,Bottom 15%,0.11839019603357076,240.0,Top 40%,0.09432397679312535,326.0,Bottom 50%,0.03622058232095191,546.0,Bottom 20%,0.11619071246886761,129.0,Top 20%,0.09898988203483673,328.0,Bottom 50%,960.0,649.0,Bottom 1%,31020.0,507.0,Bottom 25%,,,,,,,,,,,,,,,,,,,,,
2008,35-2014,"Cooks, Restaurant","Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu.",0.485724173315,310.0,Top 50%,0.06370133229782643,395.0,Bottom 40%,0.013302158723856514,572.0,Bottom 15%,0.08958104558289287,295.0,Top 50%,0.19059431554120917,25.0,Top 5%,0.12854532116881892,280.0,Top 45%,899620.0,33.0,Top 10%,22750.0,617.0,Bottom 10%,,,,,,,,,,,,,,,,,,,,,
2008,35-2015,"Cooks, Short Order","Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables. Excludes “Cooks, Fast Food” (35-2011).",0.478964640986,390.0,Bottom 45%,0.07635664033198408,358.0,Bottom 50%,0.04686314236746245,436.0,Bottom 35%,0.05235834252701638,468.0,Bottom 30%,0.13509782324242803,94.0,Top 15%,0.16828869251757775,247.0,Top 40%,168770.0,157.0,Top 25%,20230.0,635.0,Bottom 5%,,,,,,,,,,,,,,,,,,,,,
2008,35-2021,Food Preparation Workers,"Perform a variety of food preparation duties other than cooking, such as preparing cold foods and shellfish, slicing meat, and brewing coffee or tea.",0.469501045153,501.0,Bottom 25%,0.07025390035688084,374.0,Bottom 45%,0.018159579814694717,545.0,Bottom 20%,0.02218864750568273,594.0,Bottom 10%,0.23357973131290022,11.0,Top 5%,0.12531918616326987,283.0,Top 45%,880480.0,34.0,Top 10%,19850.0,641.0,Bottom 5%,,,,,,,,,,,,,,,,,,,,,
2008,35-3011,Bartenders,"Mix and serve drinks to patrons, directly or through waitstaff.",0.461053947811,577.0,Bottom 15%,0.14009486120762957,192.0,Top 30%,0.08110665083643293,352.0,Bottom 50%,0.0704638179232676,368.0,Bottom 45%,0.15983320444953497,51.0,Top 10%,0.009555413394473342,569.0,Bottom 15%,503420.0,56.0,Top 10%,20460.0,631.0,Bottom 5%,,,,,,,,,,,,,,,,,,,,,
