,State,Metropolitan Areas,Automation Index,Race with the Machine,Communication,Interpersonal Task,Group Task,Race against the Machine,Routine Problem Solving,Information Processing,Machine Control,General Physical Task,Race ahead of the Machine,Systems Analysis,Creative and Critical Thinking,Running a Different Race,Dynamic Physical Task,Equipment Maintenance,Vehicle and Equipment Operation,Hazardous Task,Conflict Resolution,Management and Supervision
24,AZ,Yuma,0.4631707482932181,0.0891013693703103,0.04399498653668906,0.03643887861774967,0.00866750421587156,0.14272268053050974,0.041173789351218786,0.028392179024367144,0.02191054137047681,0.051246170784447,0.02308614294279851,0.009788239384219893,0.01329790355857862,0.2082605554495996,0.057415913023875234,0.016711325197256457,0.05636593625029821,0.03158169238309575,0.030210168179538283,0.015975520415535627
25,CA,Bakersfield,0.4539350047117049,0.08534592993512151,0.04157459562212498,0.034606513264064644,0.009164821048931888,0.139418515269344,0.041079766236359935,0.02869238299807395,0.02235453570022304,0.047291830334687084,0.026832811998023225,0.011761722748704923,0.015071089249318303,0.20233774750921613,0.05031953552519143,0.01801814826371868,0.054407169949966014,0.030603898734160556,0.0316088805788073,0.017380114457372163
26,CA,Chico,0.4556088627691514,0.11287719289601847,0.053997859208941734,0.04762951575734478,0.011249817929731966,0.14131528194340193,0.047027842532289914,0.03439961957047381,0.017735510697263042,0.04215230914337518,0.027320771419981286,0.011572988950375734,0.01574778246960555,0.1740956165097496,0.05193111879332414,0.011803984069413766,0.029907557548120536,0.021720604323144408,0.03980969485752823,0.018922656918218542
27,CA,El Centro,0.4653580517260347,0.09044130545284856,0.041611329347320994,0.03965611228060943,0.009173863824918142,0.1369817625445724,0.03913846676463024,0.028894554449580136,0.021314281530875282,0.04763445979948673,0.02516272030585841,0.009482984156251456,0.01567973614960696,0.21277226342275532,0.05615073949966412,0.015358541864165597,0.0591114255484014,0.0311544903234624,0.033332563180040464,0.017664503007021357
28,CA,Fresno,0.44530682361119395,0.09449447395928634,0.04696686398558268,0.038284500724550266,0.009243109249153388,0.14002300761866124,0.04352802128538254,0.031358518880117835,0.020602132280117102,0.04453433517304376,0.027363410242239632,0.011554275501768949,0.01580913474047068,0.1834259317910068,0.04742168858651198,0.014942189781196909,0.0437535043833559,0.027831379781659858,0.03147937153054688,0.01799779772773528
29,CA,Hanford-Corcoran,0.45051794841700604,0.09176602107831576,0.03978435290162647,0.04143568210915196,0.010545986067537344,0.14301762989138228,0.04483691674319261,0.03009541687253995,0.02100492363585016,0.04708037263979955,0.02706131795581707,0.010635214680345432,0.016426103275471636,0.1886729794914909,0.05276366721311102,0.015571700779706604,0.03620183198370245,0.02642479269080177,0.03821745168583104,0.01949353513833801
30,CA,Los Angeles-Long Beach-Anaheim,0.4480445771748655,0.11024723530007938,0.05789288167712665,0.04195041993944619,0.010403933683506537,0.14199385286162014,0.04792600776804582,0.035885819417314765,0.0190824389339128,0.03909958674234676,0.03385156537590183,0.015409286274315863,0.018442279101585968,0.16195192363726404,0.03997552984847171,0.015774928501702916,0.03181820672610961,0.022531713204310168,0.0318332412184365,0.02001830413823313
31,CA,Madera,0.4615809383068093,0.0823926737606655,0.04102359523940791,0.03276443748289532,0.008604641038362284,0.14707985047684374,0.04259012714866945,0.028262404465694124,0.02389202635622034,0.05233529250625985,0.021990216254359662,0.00966365147471363,0.012326564779646035,0.2101181978149404,0.05587469756524336,0.016773410233038775,0.0571578404119769,0.034469095579327244,0.0288894818827878,0.016953672142566267
32,CA,Merced,0.4646485103170573,0.09528841555446768,0.045105774139619706,0.04027825011310241,0.009904391301745565,0.1444768452017358,0.04319439412754858,0.030148867209075624,0.020855421225811858,0.05027816263929973,0.02777580348413234,0.010015226567143185,0.01776057691698916,0.1971074460767215,0.053146334976041834,0.01480525116564521,0.04607352539226872,0.028882511784128564,0.035443662532010506,0.018756160226626677
33,CA,Modesto,0.4567521487982855,0.09586638858287624,0.045433279708203635,0.0404501667229931,0.009982942151679485,0.1443811978500953,0.0441595095423347,0.03138554316778085,0.02106100247287316,0.04777514266710658,0.028001487450373508,0.011609136959936405,0.016392350490437104,0.1885030749149405,0.051271809064331736,0.015634201630623464,0.04029190716488459,0.028209829510580813,0.03410170058518161,0.01899362695933829
34,CA,Napa,0.4648375744918655,0.10032957846965301,0.04768090935744117,0.042138120936725816,0.010510548175486004,0.14390756905382462,0.046345062213089545,0.03079965187077225,0.020743381994933485,0.04601947297502935,0.028197114425382044,0.012178879691792592,0.016018234733589452,0.1924033125430058,0.054329102420869566,0.015663105905955994,0.04166833076672508,0.028290122055451325,0.0327417752629606,0.019710876131043244
35,CA,Oxnard-Thousand Oaks-Ventura,0.4564490925957844,0.10692106732883573,0.05442727545681225,0.04193251398487239,0.010561277887151093,0.1436929879882704,0.04654839024795048,0.03583285026930235,0.019519139905450983,0.0417926075655666,0.0341866604734651,0.015869673476086064,0.01831698699737904,0.17164837680521314,0.04489512825836098,0.01694715678856085,0.03368635556249512,0.02384952971303429,0.0321888708886378,0.020081335594124096
36,CA,Redding,0.456393087024009,0.10517501211044572,0.049839368481789485,0.044514195991133834,0.010821447637522413,0.14138545278346645,0.046320477254912416,0.03274810318424338,0.01867085352640448,0.043646018817906126,0.028171887347522424,0.01150180326236669,0.016670084085155742,0.18166073478257447,0.05119395606384576,0.01320165975245447,0.03718495998162829,0.02394969078542849,0.03724938919215973,0.018881079007057783
37,CA,Riverside-San Bernardino-Ontario,0.4542346611708064,0.09715698770684132,0.04672587385515306,0.04056514894551799,0.009865964906170251,0.1426854405722984,0.04424295769124207,0.0315785116828894,0.020552292463227092,0.04631167873493983,0.028499841768986425,0.01202324000731943,0.016476601761666994,0.18589239112268025,0.04934046817470162,0.01628740472069342,0.04083150707982396,0.026967260355977497,0.0335834530134343,0.018882297778049444
38,CA,Sacramento--Roseville--Arden-Arcade,0.4459697373415192,0.11226447985188028,0.05881621199950551,0.04279930563417941,0.01064896221819535,0.1404087395381798,0.048738141800806364,0.038624984450954435,0.017209965885822603,0.035835647400596415,0.035114165877359216,0.016279004642977594,0.018835161234381618,0.15818235207409986,0.039828852359633266,0.013793071406988005,0.030979878954067487,0.019727482229055543,0.03330739148573151,0.02054567563862406
39,CA,Salinas,0.4535746283229747,0.08638945577186624,0.041303321699025716,0.036056440234682345,0.009029693838158192,0.13877720408119373,0.038243170602063066,0.027281095828664732,0.02169244761655164,0.0515604900339143,0.024483977639034,0.010548722420170877,0.013935255218863121,0.20392399083088075,0.05738885749577662,0.014922144035265969,0.05337245979311895,0.03147184122981838,0.03011435425723275,0.016654334019668097
40,CA,San Diego-Carlsbad,0.4483977197364761,0.10987075767208662,0.055990887153296386,0.04295175343851861,0.010928117080271608,0.13953960353839773,0.04606194893354024,0.036986442054393706,0.017881697281826703,0.038609515268637096,0.03541838961069345,0.016307043462169313,0.019111346148524132,0.16356896891529826,0.04327756731062549,0.0156684716764886,0.02969327156367712,0.021428243337675512,0.033221977239715,0.020279437787116536
41,CA,San Francisco-Oakland-Hayward,0.4500938194242611,0.11342006192346868,0.059867507776246665,0.04255848074702258,0.01099407340019943,0.14046996042882415,0.04778287455526285,0.03858362258531532,0.01769637009587632,0.036407093192369636,0.03845697492174585,0.01827306265793512,0.020183912263810732,0.15774682215022245,0.039690155427738114,0.01547438239239217,0.0294346440036202,0.020186835274777375,0.031679130426682384,0.02128167462501218
42,CA,San Jose-Sunnyvale-Santa Clara,0.4458456316211633,0.11120667914942343,0.06105043183899896,0.038557499379805286,0.01159874793061918,0.1385486772403587,0.04645234124348551,0.041503900765142716,0.017579608938694126,0.03301282629303633,0.04741750740739052,0.025888475837399068,0.021529031569991454,0.14867276782399058,0.03464474313691695,0.020546301375732517,0.025277513345647668,0.018721595706086308,0.028102722118578404,0.021379892141028742
43,CA,San Luis Obispo-Paso Robles-Arroyo Grande,0.4582125986784907,0.10712648358624367,0.05023024973031676,0.045788280473124034,0.011107953382802913,0.13896404409572566,0.04370758214705884,0.032857178584584944,0.01840687411187824,0.043992409252203615,0.02841503706350082,0.01165202475052854,0.016763012312972274,0.18370703393302054,0.05482660886300676,0.013963295482665495,0.034838598346952875,0.0250869208503564,0.036072137591314814,0.018919472798724205
44,CA,Santa Cruz-Watsonville,0.4536368130195294,0.11270738096830167,0.054359143268711066,0.047066078108723305,0.011282159590867306,0.13798667811282278,0.04463813899641485,0.0342308941508802,0.016856984135174582,0.04226066083035316,0.0330392109227886,0.014281131742656659,0.018758079180131945,0.16990354301561636,0.0499488079742166,0.012568383506776555,0.02972157710143658,0.020441708525185117,0.03665784023511552,0.020565225672885986
45,CA,Santa Maria-Santa Barbara,0.4573840669784573,0.10760017803438457,0.054996771842244115,0.04214150592849615,0.010461900263644295,0.14182487312343006,0.045022110453973495,0.03435250317915271,0.019158963655305703,0.04329129583499815,0.031890499880912165,0.014694045070839884,0.017196454810072283,0.17606851593973047,0.049856367433307326,0.015819450634673046,0.03517501162964442,0.02420380561194881,0.032153950177403544,0.0188599304527533
46,CA,Santa Rosa,0.45720664689459,0.1053249512324602,0.05156657435577321,0.04300496225884734,0.010753414617839628,0.14169568367413682,0.04593508229352207,0.03388004968223349,0.019686767897814032,0.04219378380056725,0.031609330870357166,0.014092475193674963,0.0175168556766822,0.1785766811176358,0.04769562427502888,0.015568408310308745,0.036206881403634886,0.024766332161675758,0.03404103725743442,0.020298397709553096
47,CA,Stockton-Lodi,0.4532772281238179,0.09278609844513576,0.04520285544322322,0.038208184653350526,0.009375058348562,0.1443225958895804,0.04447482826490565,0.030507727732327093,0.021728916826964297,0.047611123065383364,0.0270354917858752,0.011606247710514786,0.015429244075360416,0.18913304200322656,0.04896418378434661,0.016199387442037937,0.04512552195186533,0.028275428522938663,0.032036462298934226,0.0185320580031038
48,CA,Vallejo-Fairfield,0.4565182082800549,0.10494581010876664,0.04903122278617357,0.04515340485520075,0.010761182467392322,0.1406456493320976,0.045174733151026616,0.03397824366710892,0.01856391673027585,0.04292875578368624,0.03050076497048926,0.012955179446840322,0.01754558552364894,0.18042598386870126,0.05123370740260485,0.013987371819961788,0.035184836500617885,0.023518381475776614,0.03631568643993987,0.020186000229800338
49,CA,Visalia-Porterville,0.4655634638228295,0.08565624562861596,0.04127941094260376,0.035523560546243525,0.00885327413976866,0.14472987887539215,0.04093943040415447,0.027745204756635423,0.024049772355505386,0.05199547135909687,0.024160665460294425,0.010096670209910969,0.014063995250383458,0.21101667385852696,0.05436472831759377,0.016884544611727937,0.057066629696799064,0.03410666708744114,0.0313870776386963,0.01720702650626875
50,CA,Yuba City,0.4591565708022848,0.10431458470113668,0.04791094372153335,0.045339401524199116,0.011064239455404214,0.13864410817991926,0.044786959098498835,0.032727748338059644,0.01780275890235664,0.0433266418410041,0.029771562609451237,0.011811097856076069,0.01796046475337517,0.1864263153117776,0.051268770824624166,0.013230173273407442,0.039228554892170885,0.024125342822678475,0.03769604125386696,0.020877432245029682
51,CO,Boulder,0.4518922063656921,0.12009055985669816,0.06533705642150424,0.04307375900413719,0.01167974443105672,0.1404520178195359,0.04969056518781929,0.04148754829188173,0.016525336119756404,0.03274856822007847,0.04656684871816509,0.024512943252582263,0.022053905465582817,0.1447827799712929,0.03681206250625463,0.01831394314805352,0.022982817205468915,0.016841101239726874,0.029963988297616918,0.01986886757417205
52,CO,Colorado Springs,0.4496425714469284,0.11517562362761782,0.05952531709354941,0.04484986718124509,0.010800439352823314,0.13951986630251936,0.04879081108062816,0.03732112923063704,0.016399504673443643,0.037008421317810514,0.0369472676497431,0.017278329241265215,0.019668938408477887,0.1579998138670481,0.04321253296095871,0.015538532537312612,0.027506108746008926,0.01941371279740724,0.033250671909212576,0.019078254916148
53,CO,Denver-Aurora-Lakewood,0.4498955226854353,0.11306829137384095,0.059658627815844675,0.042956308126275725,0.01045335543172055,0.13965621330768807,0.04808102328880635,0.037888707341446067,0.017298173092595796,0.03638830958483984,0.03695159463347707,0.017970795153071338,0.01898079948040573,0.1602194233704292,0.03984902185836384,0.01611638700809858,0.032284933195816684,0.02080175940673987,0.031392693267265126,0.019774628634145083
54,CO,Fort Collins,0.4548543124894188,0.11011560613530448,0.05408325836912002,0.04531523689578066,0.010717110870403791,0.14061636615983736,0.04566210639110288,0.03498576533384168,0.018014604673635932,0.041953889761256864,0.03146438455942588,0.014135408151622612,0.017328976407803266,0.17265795563485115,0.050365038946928176,0.01574313729634199,0.03165237180619412,0.0226261429750315,0.033089103964625215,0.01918216064573013
55,CO,Grand Junction,0.4566142589775276,0.10769040187241047,0.052251610201007374,0.04534351893072762,0.010095272740675476,0.1423453268675922,0.046044530639786765,0.03215421396583392,0.019241992478236228,0.04490458978373529,0.024482304794111863,0.010991718037657906,0.013490586756453956,0.1820962254434131,0.05267612388571023,0.015331034991042172,0.039675566903835835,0.025846046043834968,0.032227867967066566,0.016339585651923345
56,CO,Greeley,0.4611087776437605,0.09908784804092367,0.049685067305166634,0.03948458014209057,0.009918200593666486,0.14515106736501365,0.047396268609389225,0.032316823138393944,0.02088957922466481,0.044548396392565685,0.028688371201236032,0.012771966378897682,0.015916404822338352,0.18818149103658716,0.04703297945721555,0.018495538878494488,0.04514913024440596,0.02833614195901965,0.02991132220754517,0.0192563782899063
57,CO,Pueblo,0.4502932423215729,0.1059264315310708,0.05013789651534364,0.045567170216337716,0.01022136479938944,0.14306686623672146,0.04682970496548598,0.032473611857889016,0.018537819098909527,0.045225730314436906,0.0244100532844091,0.010497427101217805,0.013912626183191298,0.17688989126937155,0.05405933715793693,0.013415156081695448,0.03242337907232089,0.023614523800562764,0.03680311224706556,0.016574382909789992
58,CT,Bridgeport-Stamford-Norwalk,0.4602203695412234,0.1201924516632653,0.06316657133218379,0.046195780155743625,0.01083010017533788,0.14245926985516374,0.04969145840610375,0.04084240431622041,0.017207503055106682,0.0347179040777329,0.04067005870432941,0.01899257771448961,0.0216774809898398,0.15689858931846487,0.03791321066750858,0.01457491775975916,0.027543440521576968,0.01939422285299891,0.034155983558856545,0.023316813957764727
59,CT,Hartford-West Hartford-East Hartford,0.4588664494574769,0.1164058352580828,0.06238635224346704,0.043389338344017335,0.010630144670598423,0.14464855015518313,0.05144942761550461,0.04038563042916268,0.01833958967393991,0.034473902436575936,0.03928577644039634,0.0186364979907806,0.020649278449615737,0.15852628760381465,0.03696225313357638,0.016098386026501006,0.0281329476753003,0.02076057945268283,0.034428523731346534,0.02214359758440756
60,CT,New Haven,0.4565322811703108,0.11065047265970694,0.05638594655188695,0.043622947058747176,0.010641579049072822,0.1430815970282118,0.04913201406778003,0.03636185857071771,0.019345043687054843,0.0382426807026592,0.03505764529681156,0.015693317686389437,0.019364327610422127,0.16774256618558045,0.041346482405993236,0.016425292361700008,0.031096766882815492,0.022696012233927816,0.034748117103243166,0.021429895197900704
61,CT-RI,Norwich-New London-Westerly,0.4587642444216002,0.10917539130902243,0.05191649266381277,0.045904844995284966,0.01135405364992469,0.14075908252611305,0.04594999640037591,0.0338658021652156,0.018024477129214758,0.042918806831306784,0.03227452524408388,0.014166844541646375,0.01810768070243751,0.17655524534238087,0.052186240677319536,0.013893670529045034,0.0291303887246568,0.02221520169004246,0.0386425292099862,0.02048721451133084
62,DC-VA-MD-WV,Washington-Arlington-Alexandria,0.4476776778869041,0.11816241131860078,0.06495179804931547,0.04228065215736211,0.010929961111923202,0.13897781329596753,0.04838460450716865,0.04233560190830151,0.016344617724886955,0.03191298915561041,0.04339230221160112,0.02149604197241975,0.02189626023918137,0.1471451510607346,0.035621681706423165,0.01592177975231865,0.026848507249971343,0.01736490236917699,0.030277769817165606,0.02111051016567887
63,DE,Dover,0.4665330584095958,0.11288188274540716,0.05569062878826341,0.04687951300064423,0.010311740956499506,0.14849128597980166,0.04887494045885697,0.03653114550462451,0.018005581870200956,0.04507961814611919,0.02924212748841208,0.012695549547618656,0.016546577940793422,0.17591776219597496,0.05144697037182495,0.014509474111722653,0.035090614207874175,0.023204589901000924,0.033570694595313436,0.018095419008238797
64,FL,Cape Coral-Fort Myers,0.4497234975969278,0.10435894316152614,0.050683532008941184,0.043774718976246255,0.009900692176338693,0.14377674778435678,0.04596681110565418,0.03417502416022975,0.018086353907373936,0.04554855861109891,0.02695030102903409,0.011999054089888344,0.014951246939145747,0.1746375056220108,0.0519985490152498,0.01438682878033881,0.035805270556270745,0.02323779067823375,0.03233140527346433,0.01687766131845337
65,FL,Crestview-Fort Walton Beach-Destin,0.4454815634489807,0.10891144193999136,0.05309537192913984,0.045279980889381816,0.010536089121469692,0.14326270231782112,0.04636744926891749,0.036311855643386806,0.016583201852687662,0.044000195552829184,0.029870411087129206,0.014152312971414296,0.015718098115714906,0.16343700810403902,0.05412168635044797,0.01573068767350394,0.026384554842443876,0.020746310580103157,0.031363936783164056,0.015089831874376044
66,FL,Deltona-Daytona Beach-Ormond Beach,0.4490741174725159,0.10989982547960132,0.055096361072153766,0.04506830843758839,0.009735155969859173,0.1463687365317111,0.04900878258222422,0.034073042236663666,0.0182913566098601,0.04499555510296308,0.025521140886483558,0.011129269262168524,0.014391871624315038,0.16728441457471996,0.05051876231751425,0.013760713908414546,0.03150709074195462,0.022956800249752336,0.032867010611546885,0.0156740367455373
67,FL,Gainesville,0.4377581204784323,0.11174386419223388,0.059333614337860587,0.04234916022509363,0.010061089629279669,0.14507501247692586,0.049696510483236304,0.03837726603561285,0.016948842000619708,0.040052393957456967,0.029886637992959608,0.013709443594339895,0.016177194398619713,0.15105260581631302,0.045692647482500466,0.011908950283607472,0.024384566642350617,0.018927683826177048,0.03188225646501286,0.01825650111666455
68,FL,Jacksonville,0.4496172381774309,0.11014950159846187,0.057385554761096476,0.04300354506546437,0.009760401771901014,0.14619141336695984,0.05017951896632043,0.037168370816796525,0.01810441199889157,0.04073911158495131,0.031369133576086415,0.01403771158925362,0.017331421986832796,0.16190718963592282,0.043175429240173334,0.014756123088769512,0.033045510578380365,0.02175834319730168,0.031421334333306274,0.017750449197991666
