AREA,AREA_NAME,Employment,Automation Index,Race with the Machine,Race against the Machine,Race ahead of the Machine,Running a Different Race,Changing the Course of a Race,Lat,Long
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",94290,48.74389048,15.46547075,15.78468587,1.981742414,13.29070153,2.221289926,35.385224,-120.447544
42100,"Santa Cruz-Watsonville, CA",75830,48.90506009,16.04793327,15.2786587,2.123996036,13.04006981,2.41440227,37.012488,-122.007205
42200,"Santa Maria-Santa Barbara, CA",153340,48.89037462,15.47282566,16.18246731,2.272604119,12.60483458,2.357642941,34.537057,-120.039973
42220,"Santa Rosa, CA",172950,48.87964028,15.51375569,16.31713021,2.169269885,12.53306377,2.346420724,38.525182,-122.92611
44700,"Stockton-Lodi, CA",202960,48.86965418,13.72937812,18.17920849,1.639769633,13.08372499,2.237572937,37.934982,-121.272244
46700,"Vallejo-Fairfield, CA",109480,48.76962336,15.14327658,16.27181177,2.085659318,12.98890472,2.279970968,38.267226,-121.939594
47300,"Visalia-Porterville, CA",128210,48.67338384,12.40736779,19.44629047,1.518832933,13.38249866,1.918393984,36.228834,-118.781055
49700,"Yuba City, CA",32830,48.68061631,14.87961276,16.36216883,1.922300293,13.35385771,2.162676713,39.160969,-121.511833
14500,"Boulder, CO",145520,49.13280451,17.48245422,14.70247061,3.386076,10.6495323,2.912271385,40.09497,-105.397691
17820,"Colorado Springs, CO",227320,49.04415561,17.05885646,15.08092035,2.681004042,11.52190325,2.701471505,38.845507,-104.638728
19740,"Denver-Aurora-Lakewood, CO",1247870,49.08602767,16.55382769,15.81328116,2.814792747,11.19026999,2.713856084,39.434749,-104.901209
22660,"Fort Collins, CO",126290,48.93929972,16.41721616,15.56267588,2.543148768,11.86392937,2.552329545,40.658093,-105.486764
24300,"Grand Junction, CO",45560,48.97499241,16.33604866,15.6797194,2.024042583,12.42796651,2.507215266,39.019421,-108.461893
24540,"Greeley, CO",80590,49.03649794,15.10416074,17.56435053,2.07039034,11.92686895,2.370727384,40.555961,-104.383666
39380,"Pueblo, CO",44090,48.90261481,15.52788338,15.98687489,1.967359562,13.01206126,2.40843571,38.170658,-104.489892
71950,"Bridgeport-Stamford-Norwalk, CT",350550,49.0097302,17.27935889,14.78743192,2.944032119,11.32047897,2.678428303,41.227413,-73.367061
73450,"Hartford-West Hartford-East Hartford, CT",494060,49.19934833,17.33601929,15.1558728,2.915359141,10.97847827,2.813618831,41.71865,-72.573919
75700,"New Haven, CT",227880,48.97207848,16.46739575,15.49155533,2.479654234,11.9394827,2.593990467,41.349717,-72.900204
76450,"Norwich-New London-Westerly, CT-RI",91610,48.77770085,15.96185816,15.47769574,2.346906875,12.58956371,2.401676356,41.472652,-72.108634
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2622300,49.07078698,17.35147184,15.01101062,3.398843157,10.54769772,2.761763636,38.816928,-77.448228
20100,"Dover, DE",45980,49.1507044,15.97554478,16.2202149,2.008479475,12.30810888,2.63835636,39.097088,-75.502982
15980,"Cape Coral-Fort Myers, FL",225620,48.84964794,15.92756335,15.99815718,1.932519942,12.63556354,2.355843927,26.559035,-81.891994
18880,"Crestview-Fort Walton Beach-Destin, FL",91480,48.93327048,16.62370683,15.15788555,2.179998125,12.537762,2.433917974,30.641097,-86.367692
19660,"Deltona-Daytona Beach-Ormond Beach, FL",159110,48.99605409,16.31622118,15.49558991,2.075273436,12.57976401,2.529205553,29.1789,-81.189023
23540,"Gainesville, FL",94880,49.0980939,16.43205627,15.42905872,2.288538163,12.2374386,2.711002148,29.677957,-82.479869
27260,"Jacksonville, FL",590520,49.24419223,16.5174744,16.1179214,2.288206496,11.51172076,2.808869187,30.234146,-81.756078
29460,"Lakeland-Winter Haven, FL",179160,49.13922703,15.45605237,17.15756598,1.90584669,12.03621493,2.583547056,27.953581,-81.69347
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2246910,49.16112365,16.78045532,15.70883495,2.283516494,11.62594215,2.762374736,26.101828,-80.478755
34940,"Naples-Immokalee-Marco Island, FL",121150,48.73596971,15.26657764,16.16215043,1.924523303,13.18224414,2.200474208,26.118786,-81.400955
35840,"North Port-Sarasota-Bradenton, FL",244830,49.01480044,16.15830092,15.92274315,2.072287167,12.31934836,2.542120849,27.364247,-82.319344
36100,"Ocala, FL",77310,49.12695515,15.82248048,16.48148705,1.718011078,12.49122572,2.613750821,29.202805,-82.0431
36740,"Orlando-Kissimmee-Sanford, FL",1060440,48.97441754,16.45829865,15.66933334,2.253590179,12.03700863,2.556186744,28.434396,-81.356084
37340,"Palm Bay-Melbourne-Titusville, FL",174500,49.14694505,16.77712871,15.53892894,2.542134176,11.54985317,2.738900049,28.298678,-80.700534
37460,"Panama City, FL",65470,49.00912549,16.61011857,15.35252929,2.000910922,12.50772781,2.537838902,30.101095,-85.474971
37860,"Pensacola-Ferry Pass-Brent, FL",142420,49.12979847,16.89621333,15.30736809,2.208018128,11.97846464,2.73973428,30.655401,-87.161828
38940,"Port St. Lucie, FL",115300,49.11043285,16.67572802,15.51914318,2.097521127,12.15740022,2.660640299,27.232699,-80.42677
39460,"Punta Gorda, FL",33950,48.94219468,16.16310141,15.51566776,1.654214562,13.17886221,2.430348738,26.868974,-81.941278
42680,"Sebastian-Vero Beach, FL",39610,48.89571848,16.10366376,15.64493712,1.974650721,12.77496108,2.397505799,27.700528,-80.574789
45220,"Tallahassee, FL",133290,49.16074938,17.54879456,14.92541014,2.959845098,10.90638163,2.820317953,30.386425,-84.28041
45300,"Tampa-St. Petersburg-Clearwater, FL",1114100,49.31872391,17.52039671,15.27740188,2.445678509,11.11648347,2.958763341,28.125907,-82.465286
10500,"Albany, GA",44480,49.05675821,16.30514943,15.8354479,2.005932993,12.29762664,2.612601254,31.589303,-84.174913
12020,"Athens-Clarke County, GA",66260,49.04844767,16.70952708,15.04030672,2.319312753,12.31386889,2.665432226,33.943984,-83.213897
12060,"Atlanta-Sandy Springs-Roswell, GA",2317080,49.1550387,16.77800508,15.83489664,2.656650338,11.16927068,2.716215964,33.693728,-84.399911
12260,"Augusta-Richmond County, GA-SC",182000,49.0281836,15.80740789,16.40958434,2.177859001,12.1173954,2.515936967,33.460371,-81.982833
15260,"Brunswick, GA",31860,48.86628781,15.81837646,15.79537983,2.027363895,12.89987307,2.325294554,31.301739,-81.588909
17980,"Columbus, GA-AL",87430,49.2402592,16.7114568,15.70550597,2.246683195,11.78928746,2.787325774,32.436836,-84.900879
19140,"Dalton, GA",44560,49.23562814,14.89877932,18.36831375,1.722464832,11.81003713,2.436033116,34.796956,-84.856279
23580,"Gainesville, GA",68900,49.19555021,14.6096186,17.84835946,1.869298319,12.3398129,2.528460921,34.317569,-83.8185
25980,"Hinesville, GA",10660,48.91225515,15.34041753,16.12388816,1.893017885,13.262343,2.292588571,31.778788,-81.57648
31420,"Macon, GA",75980,49.11599693,16.55854371,15.69624679,2.154289235,12.04092425,2.665992956,32.856216,-83.714305
40660,"Rome, GA",24190,48.93214017,16.61347341,14.96286204,2.085648487,12.84819922,2.421957,34.263692,-85.213685
42340,"Savannah, GA",140650,48.86717093,15.37974028,16.51485899,2.06785535,12.53207715,2.372639162,32.109153,-81.273107
46660,"Valdosta, GA",37000,48.96951151,15.9800567,15.95777756,1.890654469,12.82479177,2.316231015,30.829645,-83.24064
47580,"Warner Robins, GA",48600,49.0899021,16.16768543,15.8309519,2.361712733,12.13911217,2.590439871,32.401594,-83.635095
46520,"Urban Honolulu, HI",384400,48.82644495,15.99242354,15.78330734,2.341552471,12.32244518,2.386716417,21.580023,-158.123406
11180,"Ames, IA",29300,48.96419107,16.17248347,15.65521956,2.376140226,12.24075391,2.519593912,42.037538,-93.466093
16300,"Cedar Rapids, IA",113440,49.12381458,16.14363881,16.55960815,2.437506927,11.31505021,2.668010483,42.086329,-91.631144
19340,"Davenport-Moline-Rock Island, IA-IL",149560,49.02517717,15.98653896,16.37395207,2.308086727,11.87122308,2.485376341,41.39168,-90.460076
19780,"Des Moines-West Des Moines, IA",310550,49.33255679,17.25913307,15.52210253,2.686159325,10.96022827,2.904933599,41.54486,-93.943487
20220,"Dubuque, IA",43400,49.0543624,16.70778764,15.29017586,2.258922498,12.18771528,2.609761116,42.463481,-90.878771
26980,"Iowa City, IA",62610,49.05124973,16.66889661,14.88352463,2.435038572,12.29516749,2.768622424,41.517806,-91.64793
43580,"Sioux City, IA-NE-SD",69320,49.13399052,14.54117857,18.04681438,1.794929816,12.37191353,2.379154225,42.580634,-96.376047
47940,"Waterloo-Cedar Falls, IA",65470,48.98899127,15.64771915,16.49150487,2.09542204,12.31242904,2.441916168,42.536796,-92.471608
14260,"Boise City, ID",271570,49.04389899,16.36120864,15.9497278,2.324599561,11.82824293,2.580120062,43.006648,-116.141909
17660,"Coeur d'Alene, ID",47910,49.10697684,16.28459306,15.62849707,1.920503944,12.66917884,2.604203933,47.675966,-116.695922
26820,"Idaho Falls, ID",51510,49.15612974,16.41634788,16.06012646,2.287796188,11.71780811,2.674051087,43.620423,-112.420919
30300,"Lewiston, ID-WA",18110,49.00565652,15.80295154,16.24734599,1.924652462,12.55458005,2.476126475,46.251696,-116.925017
38540,"Pocatello, ID",21360,49.12820799,17.0913766,14.94758834,1.93392407,12.40195163,2.753367343,42.692921,-112.228982
14010,"Bloomington, IL",56460,48.98416864,16.72145847,15.06572822,2.509560583,12.14014733,2.547274035,40.405593,-88.861307
16580,"Champaign-Urbana, IL",74070,49.12427622,16.77811305,15.35327096,2.428299103,11.83188183,2.73271129,40.234489,-88.298623
16980,"Chicago-Naperville-Elgin, IL-IN-WI",4007520,49.07631479,16.2013664,16.07581436,2.579558123,11.57692003,2.642655878,41.823521,-87.828297
19180,"Danville, IL",16920,49.2497297,15.73068092,16.7567595,1.78243673,12.21744044,2.762412102,40.186754,-87.726778
19500,"Decatur, IL",32580,49.09949309,15.98224328,16.25151362,2.159147399,12.06440214,2.642186662,39.860237,-88.961529
28100,"Kankakee, IL",30340,49.01878442,15.07142711,16.7845421,1.98134677,12.6478522,2.533616245,41.13951,-87.861117
37900,"Peoria, IL",135770,49.11689378,16.43584748,15.80717724,2.476385742,11.69058835,2.706894959,40.788255,-89.514745
40420,"Rockford, IL",112830,49.06442488,15.28056208,16.86391981,2.012472345,12.37706221,2.530408438,42.331183,-89.042914
44100,"Springfield, IL",74610,49.42115349,17.90841047,14.67658448,2.61154799,11.09367719,3.130933356,39.828565,-89.696205
14020,"Bloomington, IN",46930,48.98656072,15.83280276,15.8088097,2.020971535,12.89753096,2.426445769,39.241736,-86.671754
18020,"Columbus, IN",31710,49.35811257,15.45543882,17.14058847,1.969984559,12.11771444,2.674386274,39.205843,-85.897999
21140,"Elkhart-Goshen, IN",90410,49.30388635,14.25278647,18.79129517,1.725905381,12.10259004,2.431309287,41.600693,-85.863986
21780,"Evansville, IN-KY",127720,49.12822655,15.14916894,17.27289655,1.945350635,12.27791928,2.482891146,38.02007,-87.586166
23060,"Fort Wayne, IN",176320,49.1632517,15.78422561,16.68817133,2.169921679,11.96953738,2.551395708,41.006999,-85.216424
26900,"Indianapolis-Carmel-Anderson, IN",879250,49.14350379,15.9142327,16.63782207,2.319942545,11.60515992,2.666346558,39.74867,-86.212382
29020,"Kokomo, IN",23230,48.83066515,15.5656773,15.94623579,1.976121378,13.12519423,2.21743645,40.483537,-86.114118
29200,"Lafayette-West Lafayette, IN",62530,49.01646532,15.80452745,16.02203908,2.106480616,12.58485639,2.498561787,40.514717,-86.930475
33140,"Michigan City-La Porte, IN",29560,49.04371335,15.13704009,17.03867381,1.760814432,12.80695437,2.300230648,41.549013,-86.744739
34620,"Muncie, IN",31160,49.10656879,17.01650598,14.95399766,2.050534102,12.4485217,2.637009345,40.227543,-85.399262
43780,"South Bend-Mishawaka, IN-MI",106000,49.00375948,16.05362207,16.15827764,2.219656262,12.09204083,2.48016268,41.774981,-86.123014
45460,"Terre Haute, IN",50690,48.9935644,15.25606239,16.47633159,1.990552433,12.83495042,2.435667568,39.392389,-87.347096
29940,"Lawrence, KS",35970,48.88143816,17.37175398,14.1850649,2.33583645,12.44289524,2.545887589,38.896417,-95.290947
45820,"Topeka, KS",86820,49.10880056,16.69680097,15.57246036,2.462193712,11.63129826,2.746047265,39.041389,-95.802639
48620,"Wichita, KS",242260,49.08755847,15.99577873,16.18811454,2.251077902,12.04948925,2.60309805,37.629831,-97.398832
14540,"Bowling Green, KY",53910,49.08029512,16.05707103,16.04123216,2.063671757,12.41091412,2.507406048,37.046821,-86.397068
21060,"Elizabethtown-Fort Knox, KY",38420,49.16946262,16.78662471,15.31933469,2.252527012,12.11385431,2.69712191,37.73298,-85.972171
30460,"Lexington-Fayette, KY",208240,48.94518015,16.02747575,16.02949183,2.335525598,12.04496387,2.507723101,38.102876,-84.438545
31140,"Louisville/Jefferson County, KY-IN",534410,49.2514739,15.94110057,16.73310721,2.176341464,11.68179573,2.719128936,38.33524,-85.668941
36980,"Owensboro, KY",38330,49.12042452,15.18252677,17.13667456,1.838082901,12.47302571,2.49011458,37.693723,-87.077058
10780,"Alexandria, LA",44370,48.97731115,15.93029574,15.64897498,2.032797264,12.75084674,2.614396434,31.325348,-92.546803
12940,"Baton Rouge, LA",323350,48.97049253,15.12499727,17.17172868,2.136296809,12.11441291,2.423056867,30.57089,-91.134533
26380,"Houma-Thibodaux, LA",66710,49.05882265,14.59336107,18.16914347,1.780205941,12.1694794,2.346632771,29.33413,-90.843674
29180,"Lafayette, LA",160310,49.04897817,15.59635342,16.63345139,1.998103602,12.33353718,2.48753258,29.957773,-92.04935
29340,"Lake Charles, LA",82840,48.9983155,14.55243622,17.65119191,1.909421488,12.44702911,2.43823676,29.978755,-93.253243
33740,"Monroe, LA",58850,48.90383409,15.59659834,16.07277706,1.978022775,12.76740016,2.489035754,32.690477,-92.262793
35380,"New Orleans-Metairie, LA",451730,48.97872268,15.71590909,16.37682153,2.179034224,12.2563555,2.450602332,29.805532,-89.701382
43340,"Shreveport-Bossier City, LA",138500,48.93204094,15.66532193,16.12643265,1.995171561,12.64416597,2.500948831,32.490638,-93.671191
70900,"Barnstable Town, MA",85750,48.74619973,16.13121266,15.31117913,2.236922772,12.79761586,2.26926932,41.799014,-70.21188
71650,"Boston-Cambridge-Nashua, MA-NH",2397790,49.04069888,17.22754079,15.05117877,3.124479337,10.94522771,2.692272271,42.517606,-71.021993
76600,"Pittsfield, MA",29000,48.6990834,16.33065733,15.00198114,2.342972804,12.73494518,2.288526956,42.371493,-73.217928
78100,"Springfield, MA-CT",281720,48.79338175,16.01041165,15.69565694,2.5245642,12.19563413,2.367114831,42.2478,-72.632108
79600,"Worcester, MA-CT",242690,48.95064912,16.24568571,15.80839696,2.566870627,11.83281898,2.496876851,42.217311,-71.925535
12580,"Baltimore-Columbia-Towson, MD",1142030,49.11232259,16.77724092,15.73130513,2.779322712,11.09649486,2.727958958,39.304361,-76.549501
19060,"Cumberland, MD-WV",25720,49.05616896,16.33924421,15.720495,1.847770391,12.58928115,2.55937821,39.532185,-78.807082
25180,"Hagerstown-Martinsburg, MD-WV",81220,49.00305063,15.62685647,16.56990726,2.038144973,12.22546837,2.542673554,39.542152,-77.899767
41540,"Salisbury, MD-DE",135050,48.9103281,15.31545551,16.31823737,1.890266994,13.05934592,2.327022302,38.399521,-75.478262
70750,"Bangor, ME",48400,48.9442612,16.35458741,15.39885582,2.069992974,12.57664593,2.544179062,45.409284,-68.666616
74650,"Lewiston-Auburn, ME",35700,49.21230302,16.16456077,16.15348299,2.136987484,12.00542979,2.75184199,44.167681,-70.207435
76750,"Portland-South Portland, ME",174450,49.01255903,16.68758788,15.35560876,2.582630443,11.76561207,2.621119874,43.651417,-70.418375
11460,"Ann Arbor, MI",168800,49.01672657,18.35826644,13.94663417,3.131072788,10.80847234,2.772280835,42.252217,-83.843423
12980,"Battle Creek, MI",36240,48.99101019,15.74975987,16.01569988,2.282562555,12.42314562,2.519842264,42.24299,-85.012385
13020,"Bay City, MI",22930,48.96936082,16.06225727,15.65985023,1.895821113,12.92299165,2.428440547,43.699711,-83.978701
19820,"Detroit-Warren-Dearborn, MI",1670130,49.21484996,16.32044485,16.19700491,2.523825966,11.43144874,2.742125487,42.721848,-83.200846
22420,"Flint, MI",106470,49.04590656,16.30415102,15.67162411,2.043768757,12.43987229,2.586490372,43.021077,-83.706372
24340,"Grand Rapids-Wyoming, MI",469870,49.14937562,15.19133748,17.23133535,2.115883979,12.07137306,2.539445748,42.978632,-85.811208
27100,"Jackson, MI",39460,49.24040836,16.72899722,15.59134353,2.309724,11.9196485,2.690695107,42.248474,-84.420868
28020,"Kalamazoo-Portage, MI",113330,49.0897741,16.16880463,15.91416684,2.208692984,12.2169857,2.581123946,42.268871,-86.037373
29620,"Lansing-East Lansing, MI",168930,49.26838225,17.16322627,15.54910345,2.638027583,11.03474301,2.883281931,42.713659,-84.605372
33780,"Monroe, MI",25370,49.03931049,16.42373122,15.42122989,2.06174809,12.60677759,2.525823698,41.916097,-83.487106
34740,"Muskegon, MI",46390,49.06869283,15.44787317,16.60733091,1.836650624,12.84671953,2.330118602,43.289258,-86.751892
35660,"Niles-Benton Harbor, MI",47090,49.08903194,15.80972889,16.22215248,1.950782586,12.63957736,2.466790619,41.791382,-86.742543
40980,"Saginaw, MI",61390,49.01671323,16.53778279,15.19020461,1.949659363,12.72922963,2.60983684,43.328267,-84.05541
20260,"Duluth, MN-WI",103930,48.89682431,15.92831789,15.84647652,2.197630833,12.5490318,2.375367271,47.329703,-92.37627
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1684970,49.06267098,16.67322568,15.48914422,2.744414995,11.48071886,2.675167224,45.060982,-93.351369
40340,"Rochester, MN",71080,48.62089847,15.12285354,16.04657582,1.893784313,13.40399384,2.153690966,43.949636,-92.33607
41060,"St. Cloud, MN",82760,49.07544777,15.64369283,16.73461521,2.034189077,12.19244912,2.47050153,45.593031,-94.488363
17860,"Columbia, MO",69260,49.25070225,16.88729472,15.36576558,2.252098145,11.92268752,2.822856294,38.989861,-92.310202
27620,"Jefferson City, MO",56810,49.34249349,17.21363374,15.66234481,2.548626253,10.98621228,2.93167641,38.637121,-92.089227
27900,"Joplin, MO",61120,49.04678176,15.10289453,17.26521606,1.873395364,12.34571174,2.459564077,37.055546,-94.339736
28140,"Kansas City, MO-KS",913590,49.245711,16.60243185,16.01459338,2.524909389,11.25249256,2.851283817,38.931849,-94.443824
41140,"St. Joseph, MO-KS",37630,48.99287467,15.88328921,16.22317751,2.032146979,12.29500635,2.559254627,39.834843,-94.783754
41180,"St. Louis, MO-IL",1168240,49.17249616,16.38689649,16.00469215,2.423713728,11.60800508,2.749188711,38.740372,-90.345956
44180,"Springfield, MO",169120,49.12756796,16.11512302,16.35570856,2.064202848,11.91266366,2.679869869,37.36087,-93.180262
25060,"Gulfport-Biloxi-Pascagoula, MS",120600,48.9544529,15.42328565,16.38296893,2.057140354,12.66664065,2.424417319,30.430245,-88.979736
25620,"Hattiesburg, MS",45960,49.09689535,16.69911087,15.52807543,1.906364598,12.33217774,2.631166714,31.188441,-89.232741
27140,"Jackson, MS",214410,49.14290571,16.62027542,15.91616136,2.43628085,11.48976589,2.680422201,32.316001,-90.22084
13740,"Billings, MT",66560,49.00534589,16.23887748,16.01505305,2.262337693,11.9463722,2.542705471,45.775175,-108.726537
24500,"Great Falls, MT",25110,49.10082341,16.01899131,15.99278625,1.938716778,12.45232703,2.698002044,47.316575,-111.350262
33540,"Missoula, MT",46490,49.11537403,16.67086283,15.48489884,2.13459131,12.11059658,2.71442446,47.027263,-113.892691
11700,"Asheville, NC",159210,48.93069068,15.76774143,15.98253782,2.023482258,12.74917791,2.407751251,35.595669,-82.681615
15500,"Burlington, NC",44580,49.00171341,15.28692815,16.52286009,1.630670091,13.18128566,2.379969421,36.043954,-79.400573
16740,"Charlotte-Concord-Gastonia, NC-SC",1050680,49.18345181,16.31582758,16.36399353,2.500468327,11.3300047,2.67315768,35.187295,-80.867491
20500,"Durham-Chapel Hill, NC",238550,49.21887839,17.83111072,14.63966388,3.367037728,10.42131934,2.959746729,35.995536,-79.09699
22180,"Fayetteville, NC",100010,49.08513974,16.13421304,15.80795457,2.121468836,12.42193438,2.599568917,35.037956,-78.982209
24140,"Goldsboro, NC",28200,49.09471127,15.00656195,16.91041153,1.546460716,13.20067177,2.430605316,35.35419,-78.00867
24660,"Greensboro-High Point, NC",307860,49.12480214,15.60736723,17.0241584,2.134626769,11.82291426,2.535735479,36.025204,-79.792633
24780,"Greenville, NC",54290,49.11108852,16.71287657,15.27952647,2.04195308,12.40231077,2.674421629,35.59249,-77.372739
25860,"Hickory-Lenoir-Morganton, NC",123700,49.11673165,14.41424672,18.27410349,1.759150772,12.35463597,2.314594708,35.814611,-81.457066
27340,"Jacksonville, NC",34790,49.13832102,16.29411282,15.6290162,1.51287565,13.15286285,2.549453494,34.763109,-77.499469
39580,"Raleigh, NC",538880,49.14148033,16.98747111,15.50623374,2.717301698,11.18277553,2.747698261,35.756746,-78.460441
40580,"Rocky Mount, NC",40320,49.08857243,14.86622063,17.35535213,1.781257151,12.63263741,2.453105105,35.941045,-77.798549
48900,"Wilmington, NC",103770,48.96953433,16.53003863,15.32056983,2.173012544,12.44264943,2.503263899,34.426033,-77.889634
49180,"Winston-Salem, NC",214280,49.11286681,15.62310182,16.74806209,2.151422994,12.04930955,2.540970344,36.078852,-80.345064
13900,"Bismarck, ND",53990,49.03269086,16.72941321,15.39238632,2.421694942,11.80007819,2.689118203,46.726594,-100.996096
22020,"Fargo, ND-MN",112010,49.0200381,16.57298623,15.70891274,2.445741285,11.64836643,2.644031425,46.914859,-96.960183
24220,"Grand Forks, ND-MN",36130,48.75207013,15.70710693,15.67118913,2.038303687,13.00056095,2.334909443,47.835929,-96.842681
30700,"Lincoln, NE",147080,49.2225848,16.71305817,15.98422058,2.527462901,11.20407226,2.793770889,40.817458,-96.868743
