,State,Metropolitan Areas,Automation Index,Race with the Machine,Interpersonal Task,Administrative Task and Communication,Race against the Machine,Information Processing,Routine Problem Solving,Vehicle and Equipment Operation,Machine Control,General Physical Task,Race ahead of the Machine,Systems Thinking,Creative and Critical Thinking,Running a Different Race,Equipment Maintenance,Dynamic Physical Task,Hazardous and Group Task,Conflict Resolution,Management and Supervision
22,AZ,Prescott,0.006001420831266591,0.02163397087317884,0.015322916019314075,0.006311054853864739,-0.02465731836902932,-0.004803912482145449,-0.00265061181672998,-0.007849219712038877,-0.0021364212571724672,-0.007217153100942536,0.0020371735389237595,0.0017241719798696956,0.0003130015590541088,0.006987594788193524,-0.005925333471542293,-0.0038939429366500952,0.00023219365965957558,0.008642554392167441,0.007932123144558913
23,AZ,Tucson,0.004745591572213381,0.02089063078724909,0.011957802937450836,0.00893282784979834,-0.020092027860809464,-0.003213568070969612,-0.0037861259215979525,-0.004673746771903218,-0.0020778425281403443,-0.006340744568198346,0.0001972110897457968,0.0005442836011669665,-0.00034707251142120435,0.003749777556027789,-0.006324408271924114,-0.0013551591113406328,0.00033936265228593637,0.006415754339866028,0.004674227947140567
24,AZ,Yuma,0.007801599998026432,0.026575300181166536,0.01505517528764725,0.011520124893519251,-0.02324431317114337,-0.0036136092707949735,6.041669619351321e-05,-0.006968705795749125,-0.0033759750734058467,-0.00934643972738692,0.0004122311839673612,0.000583141721065987,-0.0001709105370986154,0.004058381804035893,-0.006468290024351817,-0.0010706171770777165,-0.0015369429907662947,0.008483371411707508,0.004650860584524215
25,CA,Bakersfield,0.006437937196303201,0.008869786469647076,0.006147059594009803,0.002722726875637356,-0.009383416955780157,-0.003941894491537212,-0.002576969872977626,-0.0005877992101625193,0.00035185955642837857,-0.002628612937531166,-0.0008312907687718259,0.0005302956976305957,-0.0013615864664024491,0.007782858451208101,-0.005669011908423925,0.006648483521130698,0.00021381516537775233,0.004043162362856994,0.0025464093102665394
26,CA,Chico,0.003505224151682307,0.006865074982210617,0.0066105226489111615,0.00025455233329946947,-0.01509639690533715,-0.005608305028395043,-0.006648391385123478,-0.0022293628465920247,0.001114586998338326,-0.0017249246435649818,0.0009407392855187957,0.0013663829612026394,-0.0004256436756838317,0.010795806789290123,-0.004298754704501053,0.0003836240719203021,0.0013036522800008235,0.0085607951569633,0.004846489984906732
27,CA,El Centro,0.0061435859337878864,0.02158537992592449,0.012907026031080808,0.008678353894843602,-0.023324550487347277,-0.002172953231568676,0.00020885064106929838,-0.014060154232921805,-0.0050272630862008075,-0.002273030577725259,-0.00036405254473829626,0.0007718856230863031,-0.0011359381678245732,0.008246809039949177,-0.008628663128157344,0.004172124020328301,-0.00291400946657866,0.01282803490521163,0.002789322709145267
28,CA,Fresno,0.0047552365045892,0.012256198669678378,0.008119112687873145,0.004137085981805018,-0.016582154449929443,-0.0045668130987411215,-0.0041136533908825434,-0.0030235089981447,-0.001912812302249385,-0.002965366659911678,-0.0011339628495682721,0.00034572464020005134,-0.001479687489768285,0.010215155134408904,-0.006574037041261565,0.0041291786051562826,0.0007782049455923312,0.009203847626445813,0.0026779609984760554
29,CA,Hanford-Corcoran,0.006549974971158445,0.013832674203444778,0.006580430526745909,0.007252243676698911,-0.00938265504244712,-0.005500723625281046,-0.00299573271713096,0.004479814200271104,0.0022448966561638907,-0.007610909556470104,-0.0011518031087529995,0.0007841012021508765,-0.0019359043109038606,0.003251758918913605,-0.007379512479969731,0.0017363896729844785,0.002034677864610021,0.004024055772009004,0.002836148089279806
30,CA,Los Angeles-Long Beach-Anaheim,0.0040099618262307,0.008139619586223891,0.0058727822985669,0.0022668372876569268,-0.01445986644429456,-0.0029532661816517943,-0.0037927149284262547,-0.0027951367580610065,-0.0013246328461189276,-0.003594115730036575,0.0007455622069315049,0.0020432897827999865,-0.0012977275758684211,0.009584646477369507,-0.004372057822688645,0.0018487151801364,0.0012275487197696278,0.007317052375215037,0.0035633880249370813
31,CA,Madera,0.0038101135882001595,0.0023441609346453035,0.004923772949808772,-0.002579612015163428,-0.009049715326360508,-0.0073235957120957535,-0.008848597285939112,0.0024319407389507344,0.0010989305084049411,0.003591606424318647,-0.0021045860779002443,-0.0009317373094242015,-0.0011728487684760614,0.012620254057815444,-0.008473533185919127,0.015263099167693396,-0.0010467637042388957,0.0055334009221471685,0.0013440508581329148
32,CA,Merced,0.007201058754729262,0.009636395151688876,0.007513018486903915,0.0021233766647849595,-0.010471817825427276,-0.006284017282261821,-0.003838681796800629,0.0007779482851404881,0.0024277407057769827,-0.0035548077372822904,-0.004638177553246692,0.00016957770422396798,-0.004807755257470636,0.012674658981714076,-0.004468771830452304,0.005537217085373782,0.002833831295740996,0.006330492093782093,0.0024418903372695113
33,CA,Modesto,0.006157009062249586,0.013604252860041244,0.00920750291993095,0.004396749940110273,-0.012605307770039431,-0.0059954068457806755,-0.0031813179900185284,-0.00024839273810410567,0.0012943279280761,-0.0044745181242122215,-0.0020160138702888693,0.000163094481567096,-0.002179108351856005,0.0071740778425360965,-0.005853291292820424,0.0017468792946668257,0.0011457059346079506,0.006272457171956507,0.003862326734125277
34,CA,Napa,0.0045950872786169605,0.01441028819758859,0.012772205726189556,0.0016380824713991132,-0.017666783253418306,-0.004829155129379373,-0.008105109998653728,-0.0047297805091380185,8.551478508608129e-05,-8.825240133326223e-05,-0.002478925989649723,-0.000289782407652062,-0.0021891435819976664,0.0103305083240961,-0.006168813092925832,0.0051830831607328634,-0.0014487458526646069,0.0077291301431864625,0.0050358539657672395
35,CA,Oxnard-Thousand Oaks-Ventura,0.004629201604489319,0.01048212553709199,0.009077497149597545,0.0014046283874944582,-0.013502974354502041,-0.005305703751089463,-0.004340762702261247,-0.0016737005995509301,0.00040630599051103,-0.002589113292111429,-0.002155349481240805,-0.00044094360705729247,-0.0017144058741834743,0.009805399903139944,-0.00607349303230055,0.0024280485632831787,0.0017246592355735293,0.00805684644068334,0.003669338695900442
36,CA,Redding,0.005259447240918758,0.01912578123523924,0.012934774308971782,0.006191006926267402,-0.02094803799151176,-0.0021671108269086733,-0.0038098683821877477,-0.007372466040601205,-0.0014725339213893587,-0.006126058820424793,-2.247473525398419e-05,0.0011662124773947555,-0.0011886872126487293,0.007104178732445481,-0.006714282578774499,-0.0014378073898583881,0.00032188144654293066,0.01006409313325498,0.004870294121280439
37,CA,Riverside-San Bernardino-Ontario,0.005958974897494196,0.007941263218193191,0.0065593329581334426,0.0013819302600597064,-0.010115590975266821,-0.005911751910778279,-0.0035194813624486385,0.0004205067553686021,0.0015741891340640135,-0.002679053591472532,-0.0024850559369479913,-6.579639602913474e-05,-0.0024192595409188718,0.010618358591516164,-0.004909123890835067,0.0029357684927643485,0.002757198125901368,0.006882765183319997,0.0029517506803655464
38,CA,Sacramento--Roseville--Arden-Arcade,0.003838292819156375,0.008797557072442258,0.005320140964710826,0.003477416107731453,-0.01163149952302367,-0.004094517807008022,-0.005463972343938695,-0.0010612119234917894,0.00046255035530789676,-0.0014743478038930365,-0.0003931969900787188,0.0012403755558845766,-0.0016335725459632913,0.007065432259816319,-0.005958755099149494,0.0020292618466611484,0.001740603863330123,0.005680709444470661,0.003573612204503893
39,CA,Salinas,0.006293648911214257,0.003487463902125953,0.004502765820869711,-0.00101530191874373,-0.0041440603828794,-0.005375157359990192,-0.005822355970410561,0.004430102608001675,0.0019786220532349574,0.0006447282862847363,-0.003804688623707607,-0.001095327065017108,-0.002709361558690516,0.010754934015675231,-0.00521322666330596,0.009510167170421066,-0.0007776416272034307,0.004576237205378385,0.0026593979303851656
40,CA,San Diego-Carlsbad,0.005504584119149336,0.010423540233135341,0.006268981862747157,0.004154558370388278,-0.010700897689090187,-0.0029540158792963553,-0.003165488579923673,-0.0018639760271647113,0.000580674019023425,-0.0032980912217288466,-0.0002173891021925792,0.0011195334884033829,-0.001336922590596052,0.005999330677296855,-0.004489072917853651,-0.0005651525544051393,0.0012475250342967035,0.005286343958926285,0.004519687156332625
41,CA,San Francisco-Oakland-Hayward,0.004531963919444826,0.007022141415773246,0.003845237083523453,0.003176904332249861,-0.012638951000909782,-0.0011358980605903346,-0.003327610991451291,-0.002684240512319757,-0.0012217612792736305,-0.004269440157274783,0.004312986767586673,0.0049012483684262855,-0.000588261600839704,0.005835786736994919,-0.002906933634553837,-0.0009215660710141584,0.0007145246800870432,0.00505861365119822,0.003891148111277651
42,CA,San Jose-Sunnyvale-Santa Clara,0.00471372943986631,0.013929020908371934,0.004279630136159944,0.009649390772211929,-0.01081566121842914,-0.0012955827495446726,-0.0006307874557845637,-0.003562275428954542,-0.0018026096878485665,-0.003524405896296781,0.00037170230860876513,0.0008446060097516625,-0.00047290370114289737,0.0012286674413147793,-0.006077515879784872,-0.0013649737037139398,0.0005379252494297078,0.004195401731514583,0.003937830043869297
43,CA,San Luis Obispo-Paso Robles-Arroyo Grande,0.005181290105378822,0.011429925751680864,0.009566660152245922,0.0018632655994348449,-0.015215958491603537,-0.00528489290607579,-0.004216034380249777,-0.0028979464514527,0.0003745755479367154,-0.0031916603017619546,-0.0003255529722392056,0.0012027306302550796,-0.0015282836024942195,0.009292875817540958,-0.004831549198557754,0.0005200838085144752,5.3751219108395816e-05,0.007828731601397222,0.005721858387078612
44,CA,Santa Cruz-Watsonville,0.006304884553003376,0.009222166834028864,0.0068228947003793755,0.002399272133649453,-0.011709283666002823,-0.005043404031964668,-0.005078722502307842,-0.001986901045890943,0.003151423441053843,-0.002751679526893168,-0.004502033751750539,-0.0005194572058390915,-0.003982576545911439,0.013294035136727778,-0.004968028054534876,0.0016012615962918975,0.00361598048390599,0.007759065137267027,0.0052857559737977435
45,CA,Santa Maria-Santa Barbara,0.004001715459777454,0.007831630031733261,0.006998649487917077,0.0008329805438161905,-0.013831908023823723,-0.005551921044173736,-0.004987743203623538,-0.0020223544967936237,0.001027729417668953,-0.002297618696901801,-0.00041493982214067115,0.0003651671757786811,-0.0007801069979192915,0.010416933274008472,-0.006041308731853462,0.0026317646815883773,0.0016251141027352133,0.006558554454215207,0.005642808767323133
46,CA,Santa Rosa,0.0052884865609267315,0.011704869283120116,0.00881981335972537,0.0028850559233947817,-0.0130293133484278,-0.004711139402848029,-0.005140823849381282,-0.0019136490273325632,6.914880087328934e-05,-0.0013328498697392152,-0.0019686892526934387,0.00010552418568813074,-0.002074213438381562,0.008581619878927943,-0.004892971101420639,0.0018536645837687253,0.001012743759161952,0.006817069115373435,0.003791113522044472
47,CA,Stockton-Lodi,0.0060035844405534325,0.007528365007937882,0.006351206119855242,0.0011771588880825981,-0.009523075923990655,-0.00752338380132192,-0.0039628739529492035,0.0035763333994502586,0.001008482841600468,-0.0026216344107702697,-0.004366703148816927,-0.0012340604222593685,-0.003132642726557519,0.012364998505423191,-0.005107556276851021,0.004843005330865749,0.0041445639549057625,0.006220658744640416,0.002264326751862243
48,CA,Vallejo-Fairfield,0.005739070103619737,0.0071644912810817215,0.007236806870223134,-7.231558914139874e-05,-0.01139040764007665,-0.0049171299751184575,-0.004247498941710642,-0.00044911763308144725,0.0017086942719915649,-0.0034853553621576536,-0.0014174565135463904,0.0006609618768422549,-0.002078418390388644,0.011382442976161394,-0.002547994938934102,-0.001717697792158024,0.0032631820788298696,0.008029439551269585,0.004355514077154024
49,CA,Visalia-Porterville,0.005164449733702947,0.0074551097725386595,0.00667115037474509,0.0007839593977936528,-0.009349449396094778,-0.006870549799831923,-0.004020533934574228,0.003055228270595095,-0.0006098466579802093,-0.0009037472743035069,-0.002730765762186629,-0.0003996655821686384,-0.0023311001800180088,0.009789555119445598,-0.00654117768401628,0.009734033776048373,0.0006059383008106128,0.0038840411949013147,0.002106719531701572
50,CA,Yuba City,0.005713607687940825,0.01074609713725565,0.007922319622440166,0.0028237775148155647,-0.012094849740200279,-0.006509483891180594,-0.00634808308877715,0.00021268010521870162,0.0021831369512210104,-0.0016330998166822347,-0.002783285800781993,1.1995175706651371e-05,-0.002795280976488679,0.00984564609166727,-0.006815135978494508,0.0037113025618939273,0.0016950689452551251,0.007704025177493058,0.0035503853855196436
51,CO,Boulder,0.002677303810312448,0.008741917973915976,0.0068743047324027,0.0018676132415134388,-0.011972210726240771,-0.003375411388964772,-0.003859614273615253,-0.0014233299611879427,-0.00011454936528690689,-0.0031993057371858674,0.00019995847022243046,-0.00023493201892161797,0.0004348904891440172,0.005707638092414674,-0.006861270172262832,-0.0007970831928986108,0.0014451291605955818,0.005386980283303516,0.006533882013677026
52,CO,Colorado Springs,0.004137297266066264,0.012939772196254905,0.00944073900303158,0.0034990331932232767,-0.01433894784597731,-0.005094697029858514,-0.005040808865061836,-6.361807532360292e-05,0.0006829786027656923,-0.004822802478499082,-0.00027893929405305856,0.0006286468200315115,-0.0009075861140845424,0.005815412209842025,-0.005678003281293323,-0.0016838212420055981,0.0016599700889005538,0.0063611004940582186,0.005156166150182186
53,CO,Denver-Aurora-Lakewood,0.004462167965020525,0.008982418810545303,0.006739532314648439,0.0022428864958970174,-0.01300825780016143,-0.003352439111702681,-0.004160430267064891,-0.00208069755168723,6.484977602481262e-05,-0.0034795406457314645,0.0014038048084761279,0.0013577521204582513,4.605268801791129e-05,0.007084202146160541,-0.00420922708377219,0.00011403410915976353,0.001299921446666491,0.005512493957577528,0.004366979716528968
54,CO,Fort Collins,0.00571095547687539,0.011880114929027559,0.0075404063934730045,0.00433970853555455,-0.01530601349902605,-0.0031511483230380125,-0.00289824101337615,-0.0020318110107862865,-5.3028451630837e-05,-0.0071717847001947785,0.004369420607058625,0.0031189151140073898,0.0012505054930512444,0.0047674334398149784,-0.002691606288003988,-0.005022197530804642,0.0015601571789770829,0.005141334663661068,0.005779745415985485
55,CO,Grand Junction,0.004518763315782881,0.018486776988907383,0.012939409882027351,0.005547367106880072,-0.025158768936913628,-0.004612979928493466,-0.002507060074618491,-0.006756761284924841,-0.002392697466370493,-0.008889270182506369,0.004852259711896914,0.0019952672584331236,0.0028569924534637674,0.006338495551892281,-0.004793979638158454,-0.00538878003335163,0.0007790969837172187,0.010282752065579034,0.005459406174106108
56,CO,Greeley,0.006642605309614413,0.00957789730601778,0.007093033402978823,0.0024848639030390363,-0.012405458800178931,-0.006118183197302968,-0.004128107691595015,0.002658803159125353,0.0019529043396842648,-0.006770875410090603,8.047160108690804e-05,0.0010226061060940909,-0.0009421345050072312,0.009389695202688895,-0.0015663734481864422,-0.0016741987568525132,0.00463819292057005,0.0037784890265677275,0.0042135854605900944
57,CO,Pueblo,0.004936975782500519,0.009503077340288338,0.009388905410207392,0.00011417193008107783,-0.018047026980546717,-0.004750742536392336,-0.005420613362625336,-0.0014629858782558359,0.0013296953457236985,-0.0077423805489969045,0.003459919850753751,0.002045781314909352,0.0014141385358443954,0.010021005572005163,-0.002126084216210501,-0.004195142508430436,0.0032941965333388237,0.007106831183831402,0.005941204579475882
58,CT,Bridgeport-Stamford-Norwalk,0.003543992852954481,0.011345461189616185,0.008719815831410772,0.002625645358205683,-0.015346643600352984,-0.00533556682653745,-0.0051938928814505075,-0.0020877264251088733,-0.0009425255257847103,-0.001786931941471441,-0.0005519063922362137,0.00037299135322036575,-0.000924897745456614,0.008097081655927344,-0.006672677071603822,0.0013184618096710038,0.002151020278244445,0.006717159693414694,0.004583116946201043
59,CT,Hartford-West Hartford-East Hartford,0.003928137330130478,0.012510461118952931,0.007665983772546159,0.004844477346406736,-0.014447920502421413,-0.0038321186210560076,-0.005244931092798402,-0.002393056122115205,-0.0008569086760996138,-0.0021209059903522093,0.0007233458986261183,0.0012372738315330652,-0.0005139279329069435,0.00514225081497327,-0.006004706199311267,0.000355858883322284,0.0015193046869014274,0.004536429290928387,0.004735364153132422
60,CT,New Haven,0.004575069020352818,0.012980886053208449,0.008071757512786722,0.0049091285404219,-0.013506926073463044,-0.005133815158202208,-0.005103461268667078,-0.0008398708223711951,-0.0012228416924421825,-0.0012069371317803904,-0.0017275185532743054,0.00014056832565038577,-0.0018680868789246738,0.00682862759388156,-0.006477348492273473,0.0013271226147652249,0.001479941846428405,0.006925613064722329,0.0035732985602390595
61,CT-RI,Norwich-New London-Westerly,0.004966657232084615,0.011891986899743941,0.009215077324049671,0.0026769095756943445,-0.013311242532493243,-0.004701277419965608,-0.003160536407531445,0.0001332941519330173,-0.0008899466013962963,-0.004692776255532917,0.0013582439526005838,0.0016286976031902305,-0.0002704536505896589,0.005027668912233414,-0.0033027124228443487,-0.003049649793592839,0.001830116479626602,0.00376681011031968,0.0057831045387242855
62,DC-VA-MD-WV,Washington-Arlington-Alexandria,0.003821935801537446,0.010267940118561731,0.005429070535979505,0.00483886958258216,-0.017537253132220737,-0.0012071730807645398,-0.0035984677516531023,-0.004059741947848672,-0.001974618409621088,-0.0066972519423333455,0.007937997363930194,0.006432144256737875,0.0015058531071923953,0.003153251451265965,-0.003971945448969193,-0.0034382161582449944,0.0004385372529886848,0.003779459797841733,0.006345416007649717
63,DE,Dover,0.005705140414995813,0.01206819515072624,0.008432861904521922,0.003635333246204319,-0.015632921688919305,-0.007260823718633867,-0.0040769881881463285,-0.00012643618219403824,0.002267100666789816,-0.006435774266734855,-0.0011183342198084617,0.0006968552835953759,-0.0018151895034038518,0.010388201172997269,-0.003890588288011507,-0.0021640159998311467,0.003738767319606817,0.0072175669183177985,0.0054864712229153
64,FL,Cape Coral-Fort Myers,0.004793978000058707,0.015024668049630319,0.01194519312504777,0.0030794749245825065,-0.021782602440595072,-0.008630135823214924,-0.006643892353028903,-9.097239594920564e-05,0.0008166797860827518,-0.007234281654484802,0.0006364596973902037,-2.954626795378251e-05,0.0006660059653440138,0.010915452693633032,-0.003653540331907536,-0.0021732848313593817,0.0021742761765149447,0.008233129386345591,0.006334872294039397
65,FL,Crestview-Fort Walton Beach-Destin,0.003370140630222618,0.015933787618051087,0.01385194166597254,0.0020818459520784774,-0.023437609784716984,-0.009146782552941594,-0.005929410397220425,0.00043749297068775353,0.0010057194559190442,-0.009804629261161777,0.0007705824845566643,-0.00022938308732576605,0.0009999655718824427,0.010103380312331878,-0.005180357292266548,-0.004726771890552921,0.001867867145062825,0.009052991274922385,0.009089651075166148
66,FL,Deltona-Daytona Beach-Ormond Beach,0.003133224074109764,0.012180332047578304,0.011249574105642084,0.0009307579419362557,-0.024426961753109402,-0.007760415351582811,-0.007298317145060255,-0.0020604487187746955,0.0011205592148874864,-0.008428339752579138,0.0035994953294879,0.0012887584932978304,0.0023107368361900897,0.01178035845015296,-0.004776154986164821,-0.001299721563749641,0.0024168826918977565,0.007847875593862283,0.0075914767143073925
