,Job Code,Job Title,Automation Index,Race with the Machine,Communication,Managerial Task,Clerical Task,Equipment Maintenance,Race against the Machine,Information Processing,Perceptual Task,Equipment Operation,Operation Monitoring,Physical Task,Race ahead of the Machine,Strategic Thinking,Running a Different Race,Dynamic Physical Task,Hazardous Task,Group Task,Conflict Resolution,Creative Thinking,Changing the Course of a Race,Routine Task
17,11-9032,"Education Administrators, Elementary and Secondary School",0.850375749,-1.192236164,0.023554511,0.113695175,-1.210207098,-0.11927875199999999,2.451736026,0.953847241,0.187487922,0.184702968,1.125697895,0.0,-0.263431577,-0.263431577,-1.242747351,0.06584834,0.0,-0.689769269,-0.730244474,0.11141805199999999,1.097054816,1.097054816
18,11-9033,"Education Administrators, Postsecondary",0.48904266700000004,-0.678174822,0.30819655,-0.240150898,-0.46086794200000003,-0.285352532,1.94052923,0.44169773700000003,0.0,-0.1232562,1.622087694,0.0,-0.81668505,-0.81668505,-0.756336862,0.0,0.0,-0.597815778,-0.430576261,0.272055177,0.799710172,0.799710172
19,11-9041,Architectural and Engineering Managers,-0.21671081899999997,0.096877024,0.782305045,-1.6211395769999999,0.22743299399999997,0.708278561,-0.032500576,-0.515578101,0.22885189399999997,-0.12635365199999998,0.380579283,0.0,1.399854212,1.399854212,-0.48655948,0.0,-0.15321354,-0.8473219190000001,0.476985816,0.036990162,-1.194381998,-1.194381998
20,11-9051,Food Service Managers,1.526675407,1.877656051,3.8856846760000003,-2.256223037,1.289726228,-1.041531817,-2.613522214,-1.611805594,-1.654864909,-0.920447467,0.522125458,1.051470298,-0.33201616,-0.33201616,3.371975812,1.02527743,0.39564582600000003,2.554820135,0.041032242999999996,-0.6447998220000001,-0.7774180820000001,-0.7774180820000001
21,11-9071,Gaming Managers,0.679533849,2.64910591,1.097139928,2.451825829,-0.5194269229999999,-0.380432925,0.07571270599999999,-0.45169089100000004,-0.5327053110000001,-0.008830779,1.068939687,0.0,-0.147735555,-0.147735555,-2.401419014,-1.137849256,-0.131351505,-0.377888502,-0.441921406,-0.312408346,0.503869803,0.503869803
22,11-9081,Lodging Managers,0.941546992,-2.885620617,-1.848239552,0.807414904,-1.5628965430000001,-0.281899427,0.346254055,-0.9802813309999999,0.271174411,0.87331929,0.181052568,0.000989117,-1.179930636,-1.179930636,3.594907074,0.566984589,0.135737467,0.88340247,1.217826391,0.790956158,1.065937117,1.065937117
23,11-9111,Medical and Health Services Managers,0.8919408129999999,2.8968660489999998,1.820649569,0.055734825999999994,0.482717564,0.537764089,-0.631312575,0.589901906,0.0,-0.258833753,-1.242881545,0.280500817,1.8860338190000001,1.8860338190000001,-4.301052615,0.0,0.0,-0.756872812,-2.663851927,-0.880327876,1.041406134,1.041406134
24,11-9121,Natural Sciences Managers,-0.22048821100000002,1.444639693,0.392186652,2.08944432,-1.989447315,0.952456036,0.278513133,1.8829501659999999,-0.658317182,0.06858313,-1.014702982,0.0,2.469174435,2.469174435,-5.05613759,0.0,-0.318499238,-4.271159524,-0.27541488,-0.19106394899999998,0.643322119,0.643322119
25,11-9131,Postmasters and Mail Superintendents,0.571000993,3.005947445,3.0042461310000004,0.242594258,0.058406625999999996,-0.29929957,-1.1308408140000001,-1.182658969,0.47824954,0.40246618,-0.7046944479999999,-0.124203116,0.012194788,0.012194788,-1.47861303,-0.055338211,-0.299263342,-0.9193961340000001,0.53888493,-0.743500273,0.162312604,0.162312604
26,11-9141,"Property, Real Estate, and Community Association Managers",0.089949717,3.415418093,-1.849412855,5.322122877,1.363282493,-1.4205744230000001,1.94187923,0.9235026270000001,0.4901786870000001,-0.086351098,0.614549015,0.0,1.129730451,1.129730451,-4.929175313,0.0,0.0,-3.2744192539999997,-1.279666947,-0.375089112,-1.467902745,-1.467902745
27,11-9151,Social and Community Service Managers,0.638382817,-0.043631275,-0.386029292,0.32625968,0.149262052,-0.133123714,-0.441439916,0.340176783,0.040656967,0.0033554279999999997,-0.6314293679999999,-0.19419972600000002,0.960879412,0.960879412,0.19570245,0.0,-0.313952193,-0.076651516,0.753407087,-0.167100928,-0.033127854,-0.033127854
28,11-9161,Emergency Management Directors,-0.581454347,-0.029551965,2.208999807,1.243924282,-2.5992425,-0.883233554,-0.119073594,-0.502696365,1.962441612,-0.345647926,-1.233170915,0.0,1.5527961559999999,1.5527961559999999,-1.713658652,0.0,0.020108143999999998,-1.55683273,0.230323335,-0.407257401,-0.271966292,-0.271966292
29,13-1031,"Claims Adjusters, Examiners, and Investigators",0.952658296,-3.041177517,-2.614165023,1.204595541,-2.299217462,0.667609427,4.755996925,3.4993331839999997,0.079054205,0.078472476,0.81833424,0.28080282100000004,-0.641006242,-0.641006242,0.80915357,0.0,-0.095180427,-0.121153069,1.073449837,-0.047962770999999994,-0.930308441,-0.930308441
30,13-1032,"Insurance Appraisers, Auto Damage",1.385443056,-1.16924401,-2.102987914,1.845746855,-1.4452334269999998,0.533230475,6.549944979,3.8969866260000003,0.380562591,1.333545151,0.110020669,0.828829943,-1.5455341790000001,-1.5455341790000001,-2.3648512459999997,0.183873057,-1.174858588,-0.607394566,0.6008771039999999,-1.367348253,-0.08487248800000001,-0.08487248800000001
31,13-1041,Compliance Officers,0.251722043,1.027358485,0.856470787,-1.1204811270000001,1.47328988,-0.181921055,-1.5074685840000002,-0.8541857340000001,0.8338272170000001,-0.08303587,-1.12033449,-0.283739707,1.447835569,1.447835569,-1.207175298,-0.184305768,-0.275903497,0.058918109,-0.74226683,-0.063617312,0.491171872,0.491171872
32,13-1051,Cost Estimators,-0.5920974379999999,-1.087034095,0.312091606,-0.270135943,-0.49593337,-0.633056388,-0.51512859,-3.110078179,0.599937197,-0.16133408,2.156346472,0.0,1.7566383840000002,1.7566383840000002,-0.237482709,0.0,0.0,-0.545960974,0.8670952059999999,-0.558616941,-0.509090429,-0.509090429
33,13-1081,Logisticians,0.224904469,4.133219693,2.7168397960000004,1.009356533,1.581838752,-1.174815388,-1.6560208440000002,-0.9109798790000001,0.543047383,-0.028696437999999998,-0.9104059459999999,-0.348985964,0.8040216020000001,0.8040216020000001,-3.337889628,0.0,0.133450094,-1.867054226,-0.572786196,-1.0314993000000001,0.281573646,0.281573646
34,13-1111,Management Analysts,-1.094158061,-3.507744643,0.53802052,2.103940638,-1.451365601,-4.6983402000000005,-1.114970141,1.103753701,-0.054420473,-1.4228708909999999,-0.741432478,0.0,1.857500984,1.857500984,1.538704673,0.0,0.0,0.022603892999999996,0.104365295,1.411735484,0.132351066,0.132351066
35,13-1121,"Meeting, Convention, and Event Planners",-0.307025799,-1.15622329,-0.19814601699999998,2.548336151,-2.579445148,-0.9269682770000001,0.126020605,0.6984166159999999,-1.105920231,-0.331856124,0.6871112290000001,0.178269116,2.6212805340000003,2.6212805340000003,-0.882384174,-1.230770981,0.019158153,0.05885876900000001,0.433594508,-0.163224623,-1.015719475,-1.015719475
36,13-1141,"Compensation, Benefits, and Job Analysis Specialists",-0.999202725,-2.225906244,-1.240076677,0.396637411,-1.596742906,0.214275928,1.161085071,4.024781122,0.0,0.0,-2.171992139,-0.691703912,4.970086014,4.970086014,-1.7841599430000001,0.0,0.0,-0.34829156299999997,-1.358848425,-0.077019955,-3.120307623,-3.120307623
37,13-1151,Training and Development Specialists,-0.70176832,-1.833009858,2.350390351,-2.41558366,-1.8234317469999999,0.055615198,0.933650887,0.16992586899999998,0.0,-0.001197849,0.764922867,0.0,1.219512605,1.219512605,-0.10026945400000001,0.0,0.0,-0.21238558300000002,0.252711586,-0.140595458,-0.9216525,-0.9216525
38,13-1161,Market Research Analysts and Marketing Specialists,-1.8127650380000002,-9.860322243999999,-2.721278013,-0.057590175,-5.9191546839999996,-1.162299372,0.816518333,0.18317745100000002,0.0,0.0,0.633340882,0.0,4.924352047,4.924352047,0.191961644,0.0,0.0,-0.829657613,-1.271908758,2.293528015,2.114725181,2.114725181
39,13-2011,Accountants and Auditors,-0.568360195,-0.805634038,1.2722720570000001,-0.6426615720000001,-1.550422872,0.115178349,-2.1037094240000003,-1.219252745,0.0,0.0,-0.884456679,0.0,0.316010127,0.316010127,1.450201661,0.0,0.0,0.17538377100000002,0.411926191,0.8628916990000001,0.57477148,0.57477148
40,13-2021,Appraisers and Assessors of Real Estate,-0.56854378,-1.279896071,-1.256546157,0.76906275,-0.37290661399999997,-0.41950605,-0.34894216,0.67038295,1.093796222,0.5697344670000001,-2.6828557980000003,0.0,2.772907615,2.772907615,-1.133059144,0.0,0.0,-0.24522354300000002,-1.415601041,0.52776544,-0.57955402,-0.57955402
41,13-2031,Budget Analysts,-1.6418814880000001,-1.986498997,-0.190271608,-0.04823343099999999,-2.1023768919999997,0.354382934,0.140507415,-1.3087638959999999,0.0,0.08644025400000001,1.735860044,-0.37302898700000003,0.167417712,0.167417712,2.099874125,0.0,0.0,1.2362827159999998,0.0,0.86359141,-2.063181743,-2.063181743
42,13-2041,Credit Analysts,-0.43735473399999997,-1.627608835,-0.904380085,2.191806298,-2.9150350489999997,0.0,2.13666947,8.181944286,0.0,0.854761166,-4.472728517,-2.427307464,2.1640419630000003,2.1640419630000003,0.313317776,0.0,0.0,-0.7182250040000001,1.8495832369999998,-0.818040457,-3.423775107,-3.423775107
43,13-2051,Financial Analysts,1.896082148,-2.286694293,-2.614053831,-3.806621608,3.356281455,0.7776996909999999,7.263149417999999,5.837581637,-0.224413983,0.141312247,1.508669517,0.0,-4.008872727,-4.008872727,-0.42215965,0.0,0.0,-0.272134819,-0.8096881459999999,0.659663315,1.3506593999999998,1.3506593999999998
44,13-2052,Personal Financial Advisors,0.21343352399999999,0.19846867899999998,-0.7302233020000001,2.73452025,-1.805828269,0.0,-0.134490523,0.20121169,0.0,-0.35679364,0.021091426,0.0,2.099707371,2.099707371,-1.513487669,0.0,0.0,-0.991723059,-0.26150759100000004,-0.26025702,-0.436764335,-0.436764335
45,13-2053,Insurance Underwriters,0.294267478,1.721669776,-1.0893920879999999,-1.504224521,4.315286386,0.0,-2.722737982,2.754489957,0.0,0.0,-4.77242605,-0.704801888,-0.15118,-0.15118,2.9181661180000003,0.0,0.0,0.0,2.31198751,0.606178609,-1.471650435,-1.471650435
46,13-2061,Financial Examiners,-0.48637798200000004,0.58429995,2.75592663,-2.958087227,1.38763474,-0.6011741939999999,-1.116345778,-0.001638591,0.0,-0.024875124,-1.085157988,-0.004674075,1.6253764309999998,1.6253764309999998,-1.057942903,0.0,0.0,-0.16532639699999999,0.01539974,-0.908016246,-0.5217656820000001,-0.5217656820000001
47,13-2071,Credit Counselors,0.226774998,5.555141357,0.9827253,-3.9140657119999998,8.534033256,-0.047551487,-6.425313996,-1.596706287,-0.9119966420000001,-0.084557947,-3.8320531210000004,0.0,2.601183156,2.601183156,-0.468186896,0.0,-0.6809916140000001,-0.58861671,1.789876692,-0.988455265,-1.036048622,-1.036048622
48,13-2072,Loan Officers,0.984521126,-2.226168515,-3.306039137,-0.498051099,1.668671269,-0.09074954800000001,2.171838884,2.7255324830000003,-0.068514746,0.271785716,-0.433981446,-0.322983122,3.10764218,3.10764218,-3.1536829610000003,0.0,0.0,-4.1812722,-0.188537263,1.216126502,1.084891538,1.084891538
49,13-2081,"Tax Examiners and Collectors, and Revenue Agents",-0.9900125790000001,3.7017279139999997,2.057289415,-0.798174545,2.442613045,0.0,-4.485082203999999,-3.4652736010000003,-0.18471912699999998,0.445139975,0.037398409,-1.31762786,0.5077484529999999,0.5077484529999999,1.325184586,0.0,0.0,0.0,1.513923224,-0.18873863899999999,-2.0395913269999997,-2.0395913269999997
50,13-2082,Tax Preparers,1.969654288,0.86323613,-2.279841018,-1.264948269,4.803343347,-0.39531793,6.8778877760000015,5.322332637,0.0,-0.308861544,1.8644166830000002,0.0,-3.560197221,-3.560197221,-2.0435511319999997,0.0,0.0,0.0,-1.315499891,-0.72805124,-0.167721265,-0.167721265
51,15-1121,Computer Systems Analysts,0.551759833,-0.43572037,-2.3828078180000003,1.018617828,2.788546047,-1.8600764269999999,0.872308358,1.140982242,0.0,-1.5297990909999999,-0.08854266599999999,1.349667873,-3.9506586610000003,-3.9506586610000003,1.68284721,0.0,0.06151318400000001,1.046964953,0.095100999,0.479268075,2.382983297,2.382983297
52,15-1131,Computer Programmers,0.34007426799999996,2.798363153,-0.489317901,1.598836914,1.429071907,0.259772234,6.360891809,7.534489047,-0.15203618,0.160000802,-0.5533324510000001,-0.628229409,-4.460258235,-4.460258235,-0.858581668,0.0,0.0,-1.35207398,-0.6316060029999999,1.125098315,-3.500340791,-3.500340791
53,15-1132,"Software Developers, Applications",-0.247034392,-1.070848772,-1.435494221,2.227637863,-1.102170955,-0.7608214590000001,-0.637646381,-2.161969695,0.0,-0.7724634440000001,1.4512588130000001,0.8455279440000001,-1.631615951,-1.631615951,1.7927145530000002,0.0,0.0,0.229980884,0.15575086300000002,1.406982807,1.300362159,1.300362159
54,15-1133,"Software Developers, Systems Software",-0.122279153,5.131095725,0.140032362,-1.9551899940000002,14.810215099999999,-7.8639617410000024,-0.810935379,0.055931222999999995,-0.05357500900000002,-1.130086201,1.232542344,-0.9157477359999999,-4.828467692,-4.828467692,3.970753708,0.0,0.0,1.250729339,-0.190311155,2.910335525,-3.5847255139999996,-3.5847255139999996
55,15-1141,Database Administrators,-2.6872620260000004,-1.290428669,-0.987836336,-1.415125765,-4.01305643,5.125589862,-0.233265048,-2.150433146,0.0,1.445958553,2.656387144,-2.185177599,1.2243294120000001,1.2243294120000001,1.584772061,0.0,0.0,1.806886226,0.0,-0.222114165,-3.97266978,-3.97266978
56,15-1142,Network and Computer Systems Administrators,-1.655312643,8.306519612999999,0.210097586,0.42969978,1.5105502290000001,6.1561720189999996,-7.126034697000001,-4.120592901,-0.46529493899999996,-0.13832297300000002,-1.48723364,-0.914590245,1.428584958,1.428584958,-1.570115366,0.0,-0.574614954,-0.265914149,-0.063794843,-0.66579142,-2.6942671519999997,-2.6942671519999997
57,15-1151,Computer User Support Specialists,-1.736969705,7.003125852,1.4597523069999998,-0.337297752,-0.005190402,5.8858616989999994,-9.683359353,-7.2862146060000015,-0.006334929,0.34072912899999996,-2.21005296,-0.521485987,3.574318522,3.574318522,-1.330172036,-0.088287763,-0.142274744,0.14540876,-1.115108416,-0.129909873,-1.30088269,-1.30088269
58,15-1199,"Computer Occupations, All Other",-0.374198915,-3.6107698060000004,-0.608300141,-0.6626361789999999,0.895830557,-3.2356640430000003,6.067373073,4.614068164,0.0,0.050570472000000005,2.149683844,-0.746949408,-2.178044797,-2.178044797,-0.395335916,0.0,0.0,0.6843824490000001,-0.513813528,-0.565904838,-0.25742146899999996,-0.25742146899999996
59,15-2011,Actuaries,-0.231161337,-4.037897142,-1.694185237,0.497186577,-0.943441678,-1.8974568040000002,2.254659674,-0.479644644,0.0,0.47151300399999996,2.495000604,-0.23220929,1.37891581,1.37891581,0.322248182,0.0,0.0,0.062881615,0.29373982,-0.034373253,-0.149087861,-0.149087861
60,15-2021,Mathematicians,0.136893751,-2.691031181,0.0,-0.266441614,-3.2217484560000003,0.7971588890000001,3.925753484,2.051703392,0.0,0.0,1.8740500919999998,0.0,-0.886403904,-0.886403904,-1.5066643819999999,0.0,0.0,0.0,0.0,-1.5066643819999999,1.2952397340000001,1.2952397340000001
61,15-2031,Operations Research Analysts,-0.673878816,-1.200001795,-0.388176033,0.654128987,-0.38409003399999997,-1.081864714,1.425003918,1.837466555,0.0,0.0,-0.412462638,0.0,-1.04506358,-1.04506358,-0.051650185,0.0,0.0,0.32035922899999997,0.0,-0.372009414,0.19783282600000002,0.19783282600000002
62,15-2041,Statisticians,-0.210384448,-1.426588615,-1.82963071,-0.17858504,1.149443313,-0.567816178,0.360790221,2.699187475,0.0,-0.034109861,-1.645416171,-0.658871222,0.864428744,0.864428744,-0.28000805300000003,0.0,0.0,0.0,-0.9307930790000001,0.650785026,0.270993255,0.270993255
63,17-1011,"Architects, Except Landscape and Naval",-0.213432835,-2.065043761,-1.1490031109999999,2.60394447,-3.005149545,-0.514835574,5.077379114,1.622519509,-0.064065815,1.604662274,2.0999837759999997,-0.18572063100000002,0.235678626,0.235678626,-2.180056041,0.0,0.0,-2.301264176,0.6316376429999999,-0.510429508,-1.281390772,-1.281390772
64,17-1012,Landscape Architects,-0.754903887,7.292674918999999,1.708818089,2.898590413,2.354550609,0.330715808,-5.593511867,-0.035976416000000004,-2.8762869810000002,-1.59530982,-1.08593865,0.0,1.768555158,1.768555158,-3.6714922060000004,0.0,-1.108769466,-2.083477652,-0.22988293899999998,-0.24936214899999998,-0.551129891,-0.551129891
65,17-1021,Cartographers and Photogrammetrists,-2.574725673,2.9904723619999998,1.6409199559999998,1.2218016809999999,3.8440357769999998,-3.716285052,-2.834093845,0.658699059,0.008298625,0.60637014,-2.8719439319999998,-1.2355177370000001,-0.280496322,-0.280496322,2.346970911,0.0,0.0,1.578110546,-0.001112477,0.769972842,-4.797578779,-4.797578779
66,17-1022,Surveyors,-0.037309044,0.8755005859999999,0.9070870940000001,-1.296714827,0.32078814,0.9443401790000001,0.472846649,-0.46964718299999997,0.629049747,-0.5958988239999999,0.8723044209999999,0.037038487,0.316768586,0.316768586,-0.51207818,0.07158916900000001,0.254520766,-0.621344541,0.065050103,-0.281893678,-1.190346685,-1.190346685
67,17-2011,Aerospace Engineers,0.209489691,-2.8092890010000002,-3.49448744,-0.544548311,1.004729831,0.22501691899999998,5.246006991000001,5.030026802,0.2330755360000001,-0.21677590600000002,0.434292645,-0.23461208600000005,-0.79252621,-0.79252621,0.259086624,0.0,0.220446842,1.24741976,-1.1064732309999998,-0.10230674699999999,-1.693788714,-1.693788714
68,17-2021,Agricultural Engineers,0.037673056,-0.288863682,0.394788982,-1.0047216829999999,1.504074469,-1.18300545,0.167578222,1.701292955,0.007983793000000001,-1.6154724969999998,0.404582678,-0.330808707,-0.008157270999999999,-0.008157270999999999,-0.7678986809999999,0.079597992,-0.6190205,-0.11745037300000001,0.11986308400000001,-0.23088888300000002,0.935014467,0.935014467
69,17-2031,Biomedical Engineers,0.33734274200000003,2.8897376269999997,0.727653014,0.166147133,2.304538119,-0.308600639,-1.4151842119999998,2.445433918,-0.29536324199999997,-2.168189443,0.14684930699999998,-1.5439147519999998,1.902122646,1.902122646,-2.817491416,-1.0378578040000002,-1.39394569,0.118622401,-1.1048063209999999,0.600495998,-0.221841903,-0.221841903
70,17-2041,Chemical Engineers,-0.39843102,-2.0969877130000003,-0.857073918,1.236824079,-1.405619033,-1.071118842,1.608101671,0.6386585610000001,1.110117247,-0.543024822,0.539356619,-0.137005935,-0.16945322699999998,-0.16945322699999998,0.8615322879999999,0.0,-0.311585251,0.18028767699999998,0.223639251,0.769190611,-0.6016240389999999,-0.6016240389999999
71,17-2051,Civil Engineers,-1.054960066,-0.124436478,1.073971309,0.435041589,-0.024387633,-1.609061743,-1.369770529,-2.419850593,0.904170693,-0.21852833,0.364437701,0.0,1.081373016,1.081373016,-0.16191471,0.0,0.152009625,-0.5038332670000001,0.335001427,-0.145092496,-0.48021136600000003,-0.48021136600000003
72,17-2061,Computer Hardware Engineers,0.18184760600000002,-0.228372832,-3.308461349,-1.247420678,-0.495538398,4.823047592,5.05364814,5.89157981,0.0,0.01052329,-0.881134434,0.032679474,-3.8488232439999996,-3.8488232439999996,-1.895385975,0.0,0.0,-3.09881658,-0.750267135,1.95369774,1.100781518,1.100781518
73,17-2071,Electrical Engineers,0.271419252,-1.7508779630000002,-0.339017291,-0.348266864,1.414589527,-2.478183335,3.6901609160000004,3.07125088,0.0,-0.9520314259999999,1.570941462,0.0,-3.37209555,-3.37209555,1.529571725,0.0,0.488299263,1.1180662959999998,0.5731872020000001,-0.649981036,0.17466012399999994,0.17466012399999994
74,17-2072,"Electronics Engineers, Except Computer",0.008495747,-1.762444874,-0.967260111,0.812934545,-0.181960874,-1.4261584330000001,3.7170718689999998,3.2605900169999997,-0.16026953,-1.160684848,1.796375676,-0.018939445,-3.758939875,-3.758939875,0.143609202,0.027849619,-0.258270889,-0.7404693990000001,-0.11667908099999999,1.231178952,1.669199424,1.669199424
75,17-2081,Environmental Engineers,-2.176479547,4.009323561,2.833536669,3.852398627,-1.489174225,-1.187437511,-5.2445288219999995,-0.973768512,-0.18734173899999998,-1.0476941579999999,-2.8519770230000003,-0.18374739,1.925674146,1.925674146,1.283096953,0.0,-0.27372088,0.7130049409999999,1.094399265,-0.250586372,-4.150045385,-4.150045385
76,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.160484655,-2.276353961,-1.3868559580000002,-0.865632024,-0.348076965,0.324210985,1.6648776230000002,-0.519287655,1.752063832,-0.155484079,0.587585525,0.0,0.9366169,0.9366169,-0.847257505,0.0,0.4038950120000001,-0.552337923,-0.434937147,-0.263877446,0.682601598,0.682601598
77,17-2112,Industrial Engineers,-0.633791647,-1.809870279,0.7505123570000001,-0.116171959,-0.9300688779999999,-1.514141798,2.611858455,-0.379673793,-0.42275476799999995,1.090640208,2.271676682,0.051970126,1.252533334,1.252533334,-0.603197222,-0.45446948,0.081894564,0.330944719,0.11985412599999999,-0.6814211509999999,-2.085115935,-2.085115935
78,17-2121,Marine Engineers and Naval Architects,0.194416548,-1.755314927,0.5716657079999999,-0.172829375,-1.05948987,-1.09466139,1.483866156,-1.271956437,2.37008569,0.353218428,-0.015756011,0.048274487000000005,-1.066211183,-1.066211183,1.075420312,-0.283462488,1.900999642,0.088990155,0.097645856,-0.7287528529999999,0.45665619,0.45665619
