,State,Metropolitan Areas,Automation Index,Race with the Machine,Communication,Managerial Task,Clerical Task,Equipment Maintenance,Race against the Machine,Information Processing,Perceptual Task,Equipment Operation,Operation Monitoring,Physical Task,Race ahead of the Machine,Strategic Thinking,Running a Different Race,Dynamic Physical Task,Hazardous Task,Group Task,Conflict Resolution,Creative Thinking,Changing the Course of a Race,Routine Task
10, AL,Mobile,49.22301647,16.0777849,5.499018819,2.666624039,5.693594517,2.218547527,16.83131677,3.060448821,3.568494217,3.813648672,2.421713452,3.967011607,1.930147655,1.930147655,11.742054,4.405572268999999,2.129075115,1.518370504,3.168273159,0.520762952,2.64171314,2.64171314
11, AL,Montgomery,49.30954919,16.21804813,5.4644319910000005,2.782352272,5.984033798,1.987230073,16.56624592,3.4241647060000004,3.194868335,3.634144605,2.5718753480000003,3.741192928,2.21327842,2.21327842,11.50644319,4.26597737,1.834825474,1.55746269,3.296645073,0.551532586,2.805533516,2.805533516
12, AL,Tuscaloosa,49.04742362,15.24597521,5.313839178,2.841167588,5.019876351000001,2.0710920880000003,16.97698274,2.942879141,3.387301354,4.0628225680000005,2.474580617,4.109399055,2.020877713,2.020877713,12.36587435,4.713023169,2.140243262,1.595560453,3.440800111,0.476247359,2.437713609,2.437713609
13, AR-MO,Fayetteville-Springdale-Rogers,49.05964837,15.94294274,5.279041162,3.126295585,5.431460652,2.106145344,16.60834118,3.127883809,3.381285749,3.87187802,2.522290707,3.705002892,2.432507337,2.432507337,11.58662147,4.189960218,1.90163753,1.562758975,3.217730293,0.7145344490000001,2.489235651,2.489235651
14, AR-OK,Fort Smith,49.11312856,15.31107567,5.373098232,2.935176776,5.03542541,1.967375252,17.09995934,2.938289215,3.458389678,4.159076555,2.445244035,4.09895986,2.006139586,2.006139586,12.26525539,4.552021347,2.042508722,1.619778149,3.545996905,0.504950273,2.430698571,2.430698571
15, AR,Hot Springs,48.89789098,16.17856838,6.500985252,2.897532376,5.20073432,1.579316436,15.29579839,2.617426908,2.688142928,3.556386423,2.098620289,4.335221837,1.813268842,1.813268842,13.27233468,5.169844913,1.715252959,1.741540681,4.167734888,0.477961241,2.337920682,2.337920682
16, AR,Jonesboro,48.9918475,16.25041269,6.205814879,2.937867257,5.398830734,1.707899824,15.60335238,2.657984897,3.0736556580000003,3.598496453,2.377234243,3.895981125,2.040981631,2.040981631,12.65165516,4.651628922,1.900453686,1.735616549,3.804328503,0.559627501,2.445445643,2.445445643
17, AR,Little Rock-North Little Rock-Conway,49.13088907,16.67621624,5.655048012000001,3.129687072,6.003563834,1.887917323,15.81114723,3.545085927,2.874983464,3.2722523430000003,2.555165793,3.563659705,2.531273848,2.531273848,11.45424918,4.061551009,1.619054955,1.600613284,3.534233482,0.638796448,2.658002575,2.658002575
18, AR,Pine Bluff,49.04032259,15.72888072,5.867762347999999,2.962562952,5.254411413,1.64414401,15.86089999,2.9248840080000003,3.141679349,3.494883422,2.705938155,3.593515054,1.967018919,1.967018919,12.95441816,4.533735617,1.876745162,1.830142546,4.268801712,0.444993118,2.529104801,2.529104801
19, AZ,Flagstaff,48.81313182,16.14570567,5.980514952,3.1895981960000004,5.3485723,1.627020219,15.37043882,2.8434551580000003,2.605585866,3.360050481,2.195450987,4.365896327,2.089467237,2.089467237,12.91700348,5.331250696000001,1.54340372,1.733666819,3.808782328,0.499899917,2.2905166230000003,2.2905166230000003
20, AZ,Lake Havasu City-Kingman,49.09738268,16.00413233,6.031726243,2.877842753,5.391375199,1.703188134,16.18020025,2.935390553,3.092705129,3.740662583,2.264719109,4.146722879,1.841186725,1.841186725,12.55028765,4.912485657,1.732526569,1.6386346040000002,3.859518953,0.407121866,2.521575723,2.521575723
21, AZ,Phoenix-Mesa-Scottsdale,49.14951754,16.99317322,5.805233488,2.998253598,6.34601817,1.843667968,15.47941699,3.593958599,2.75043082,3.107467489,2.460923109,3.566636972,2.508106303,2.508106303,11.43784514,4.073223545,1.5851436330000002,1.550692545,3.566660688,0.662124726,2.730975888,2.730975888
22, AZ,Prescott,48.88160854,16.22975634,6.125870303999998,3.143031953,5.385749849,1.575104233,15.47113054,2.86404538,2.735537135,3.44980519,2.285207127,4.136535708,2.071921005,2.071921005,12.73576689,4.9120434930000005,1.644121502,1.737923141,3.928457393,0.513221362,2.373033761,2.373033761
23, AZ,Tucson,49.04564339,17.11397419,5.9326400060000015,3.0015288860000005,6.422385117999999,1.757420177,15.06049174,3.559566224,2.500864616,2.9350037330000003,2.481216219,3.58384095,2.501828934,2.501828934,11.69211507,4.239219868,1.474024674,1.588608394,3.741189943,0.649072191,2.677233458,2.677233458
24, AZ,Yuma,48.96724382,14.82898809,5.292784784,2.452378762,5.352244203,1.731580343,17.53971802,2.63868267,4.293121418,4.218928752,2.035245153,4.35374003,1.661590104,1.661590104,12.59605212,5.47798821,1.8116591,1.504652415,3.4505902610000003,0.351162133,2.340895481,2.340895481
25, CA,Bakersfield,48.74576286,13.07270497,4.383414079,2.388154174,4.284661825,2.016474889,18.890822,2.686689618,4.698116595,4.606670915,2.187183097,4.712161771,1.860691739,1.860691739,12.87732864,5.702470379,2.054788728,1.463928963,3.206470755,0.449669818,2.044215516,2.044215516
26, CA,Chico,48.80801197,15.71481462,5.857930678,2.951424102,5.385053949,1.5204058930000002,15.41081289,3.114534263,2.507238571,3.331400513,2.076112857,4.381526686,1.989414552,1.989414552,13.31734334,5.192463992,1.5620043119999998,1.645005184,4.433900556,0.483969294,2.375626573,2.375626573
27, CA,El Centro,48.5980235,13.9632212,5.406163385,2.437299706,4.761799984,1.357958125,17.19395489,2.83491396,3.772234836,3.902820169,1.946389761,4.73759616,1.733270963,1.733270963,13.6381364,5.863176817,1.562158626,1.520759944,4.2482701889999985,0.443770819,2.06944006,2.06944006
28, CA,Fresno,48.86143876,14.43644662,5.056224133,2.615633063,5.120126657,1.644462764,17.31764175,3.01810457,3.669660111,4.006857383,2.154435057,4.46858463,1.947850675,1.947850675,12.88858755,5.263076848,1.833870146,1.522902255,3.796669482,0.472068823,2.270912163,2.270912163
29, CA,Hanford-Corcoran,48.75307809,14.10954802,5.141472273,2.705680648,4.559914716000001,1.702480388,17.24762502,2.746128616,3.676605616,4.100581985,2.20235584,4.521952962,1.854073095,1.854073095,13.36627547,5.386379398,2.004392495,1.636455536,3.911267884,0.427780161,2.175556479,2.175556479
30, CA,Los Angeles-Long Beach-Anaheim,49.06698755,16.1868506,5.427016274,2.987616858,5.984686773,1.787530691,15.82536375,3.590548727,2.610288441,3.276997367,2.415012035,3.932517179,2.468535059,2.468535059,11.92390437,4.411825726,1.582342828,1.559191261,3.669334936,0.70120962,2.662333771,2.662333771
31, CA,Madera,48.52753934,11.6621599,4.114035688,2.164390777,3.718809417,1.664924013,19.62904122,2.36613801,5.043921309,4.915638505,1.621213741,5.682129652,1.460135421,1.460135421,13.92424172,6.977264542,2.073232333,1.403960689,3.157125334,0.31265882,1.851961088,1.851961088
32, CA,Merced,48.82766352,13.76452622,5.068464935,2.501745372,4.555069696,1.639246212,17.80403751,2.626160977,3.967580919,4.412320845,2.0048544930000003,4.793120274,1.634127169,1.634127169,13.46580588,5.7154434720000005,2.0172727740000003,1.5561293230000002,3.770156483,0.406803826,2.159166746,2.159166746
33, CA,Modesto,48.89749045,14.67468047,5.305469953,2.7253480660000005,4.900969019,1.742893434,17.14826204,2.800557668,3.53582977,4.120270358,2.103471135,4.588133108,1.85695319,1.85695319,12.90139478,5.260884611,1.900630159,1.578960177,3.681791664,0.479128173,2.316199966,2.316199966
34, CA,Napa,48.63042836,14.99865379,5.723257731,2.90098558,4.691524138,1.682886341,16.524092800000002,2.6934803460000003,3.219982742,3.73415749,2.065482923,4.810989297,1.806738411,1.806738411,13.30974606,5.9055964360000015,1.8567706,1.465201425,3.615736889,0.466440706,1.991197304,1.991197304
35, CA,Oxnard-Thousand Oaks-Ventura,48.98804084,15.80843675,5.612130672,2.862201577,5.518676655,1.815427843,16.01865048,3.345795317,2.8370956,3.457195665,2.328554339,4.050009555,2.330636696,2.330636696,12.31283546,4.783439385,1.6640673519999998,1.5678868769999998,3.675397197,0.6220446479999999,2.5174814640000003,2.5174814640000003
36, CA,Redding,48.87770813,15.92741046,6.007651224,2.961059925,5.49278855,1.465910761,15.54903221,3.323452127,2.641248056,3.266751429,2.159422727,4.15815787,2.07222017,2.07222017,12.90890269,4.86772576,1.561018861,1.66531033,4.344519336,0.470328404,2.420142598,2.420142598
37, CA,Riverside-San Bernardino-Ontario,48.82181847,14.33603645,5.08262454,2.657370079,4.725445478,1.870596353,17.31950101,2.846612762,3.681833039,3.966525611,2.238372256,4.586157344,1.872422121,1.872422121,13.02046228,5.262438757,1.999563974,1.570467484,3.692798969,0.4951931,2.2733966,2.2733966
38, CA,Sacramento--Roseville--Arden-Arcade,49.09432491,16.32994823,5.336860371,3.0162925780000003,6.22792835,1.748866931,15.80171274,3.809084289,2.748480648,3.054493,2.42114895,3.768505851,2.625189133,2.625189133,11.64892933,4.299744782,1.550607131,1.55857918,3.574015741,0.665982497,2.688545479,2.688545479
39, CA,Salinas,48.58391926,12.20028591,4.3275304110000015,2.265263066,3.907789689,1.699702745,19.51311022,2.342624749,4.985555493000001,5.003513301,1.72409224,5.4573244339999984,1.514429505,1.514429505,13.55475008,6.703352415,1.967475724,1.386031677,3.119378904,0.378511356,1.801343545,1.801343545
40, CA,San Diego-Carlsbad,49.07456024,16.37906358,5.417329538,3.046453754,5.983875253,1.931405033,15.69925305,3.716040441,2.527604066,3.166112542,2.498320545,3.791175456,2.603673849,2.603673849,11.74522437,4.36484965,1.571655878,1.573043496,3.533516655,0.7021586890000001,2.647345397,2.647345397
41, CA,San Francisco-Oakland-Hayward,49.04976487,16.61549255,5.256174913,3.194481777,6.242624222000001,1.922211641,15.5064789,3.969887422,2.444511508,2.939546165,2.563429684,3.589104121,2.975249266,2.975249266,11.23858978,4.037669106,1.445140183,1.563724289,3.363393933,0.8286622709999999,2.713954373,2.713954373
42, CA,San Jose-Sunnyvale-Santa Clara,49.3332635,17.54889229,4.8302661460000005,3.115987034,7.099955842999999,2.502683271,14.96225251,4.458987323000001,2.00324186,2.550184811,2.847814381,3.102024139,3.5123031730000003,3.5123031730000003,10.29992968,3.41648942,1.310690595,1.632571099,2.894496789,1.045681779,3.009885836,3.009885836
43, CA,San Luis Obispo-Paso Robles-Arroyo Grande,48.74389048,15.46547075,5.855442335,2.969605285,5.03857255,1.6018505769999998,15.78468587,2.99080289,2.7960081000000003,3.41351262,2.1920306430000003,4.3923316130000005,1.981742414,1.981742414,13.29070153,5.43911893,1.665712614,1.639267384,4.024740397,0.521862205,2.221289926,2.221289926
44, CA,Santa Cruz-Watsonville,48.90506009,16.04793327,5.85218559,3.098315628,5.555230947,1.542201104,15.2786587,3.126876373,2.472025109,3.33160487,2.058623104,4.289529245,2.123996036,2.123996036,13.04006981,5.110906187,1.565771588,1.713692103,4.09404876,0.555651176,2.41440227,2.41440227
45, CA,Santa Maria-Santa Barbara,48.89037462,15.47282566,5.284391096,2.947569952,5.487869537000001,1.7529950769999998,16.18246731,3.131062129,2.933251,3.601311437,2.1659226780000003,4.35092007,2.272604119,2.272604119,12.60483458,5.20493387,1.655580545,1.604545244,3.53910317,0.600671756,2.357642941,2.357642941
46, CA,Santa Rosa,48.87964028,15.51375569,5.544166497000001,2.869237615,5.284684061,1.815667517,16.31713021,3.1763307160000003,3.058984055,3.514045272,2.287293874,4.280476292,2.169269885,2.169269885,12.53306377,4.961647513,1.758683368,1.554576576,3.690827438,0.567328875,2.346420724,2.346420724
47, CA,Stockton-Lodi,48.86965418,13.72937812,4.814318652,2.482971176,4.551272121,1.880816172,18.17920849,2.595234563,4.280943973,4.374471917,2.182635818,4.745922223,1.6397696330000002,1.6397696330000002,13.08372499,5.44083623,2.166624762,1.5670953319999998,3.48512484,0.424043829,2.237572937,2.237572937
48, CA,Vallejo-Fairfield,48.76962336,15.14327658,5.615022645,2.943067847,4.756757127,1.82842896,16.27181177,3.095542577,3.097547709,3.538102556,2.3478385040000003,4.1927804260000014,2.0856593180000003,2.0856593180000003,12.98890472,4.928577813,1.851680409,1.6319898080000002,4.058134222,0.518522465,2.279970968,2.279970968
49, CA,Visalia-Porterville,48.67338384,12.40736779,4.427983175,2.174061563,4.007067941,1.798255112,19.44629047,2.304430345,5.099779769,5.018141622,1.829770871,5.194167865,1.518832933,1.518832933,13.38249866,6.324433842,2.087166233,1.441549962,3.1472178580000003,0.382130763,1.918393984,1.918393984
50, CA,Yuba City,48.68061631,14.87961276,5.6719740860000005,2.874656634,4.863776048,1.469205989,16.36216883,2.898294697,3.377385355,3.66178014,2.045182154,4.379526485,1.922300293,1.922300293,13.35385771,5.330210808,1.683457411,1.669966264,4.185073191,0.485150038,2.162676713,2.162676713
51, CO,Boulder,49.13280451,17.48245422,5.497135687999999,3.174120869,6.663620025,2.147577635,14.70247061,4.122448227,1.944958451,2.665275859,2.807489454,3.16229862,3.386076,3.386076,10.6495323,3.641607743,1.235495445,1.610464921,3.1851790710000003,0.976785118,2.912271385,2.912271385
52, CO,Colorado Springs,49.04415561,17.05885646,5.909380174,2.990578712,6.297674906,1.861222672,15.08092035,3.570417357,2.5019418,2.989727425,2.510426218,3.508407552,2.681004042,2.681004042,11.52190325,4.151158817,1.449635122,1.568757757,3.616161371000001,0.7361901790000001,2.701471505,2.701471505
53, CO,Denver-Aurora-Lakewood,49.08602767,16.55382769,5.438118182999999,2.948853635,6.1440943039999985,2.022761564,15.81328116,3.791492632,2.768803337,3.07564658,2.649091449,3.528247163,2.814792747,2.814792747,11.19026999,4.035284585,1.551558727,1.506411055,3.3199438480000003,0.7770717770000001,2.713856084,2.713856084
54, CO,Fort Collins,48.93929972,16.41721616,5.692021126,2.993011497,5.716549355,2.015634178,15.56267588,3.407151247,2.6976309360000004,3.205141905,2.458121598,3.794630192,2.543148768,2.543148768,11.86392937,4.4765073410000005,1.6655442969999998,1.58370489,3.445829972,0.6923428709999999,2.552329545,2.552329545
55, CO,Grand Junction,48.97499241,16.33604866,6.176301456,2.715202257,5.6805048010000005,1.7640401469999998,15.679719400000002,2.983099258,3.040421332,3.409068914,2.2924426330000003,3.954687259,2.024042583,2.024042583,12.42796651,4.650906497,1.75709946,1.600945614,3.863363336,0.555651601,2.507215266,2.507215266
56, CO,Greeley,49.03649794,15.10416074,4.972460883,2.7695284210000004,5.030455185,2.331716249,17.56435053,2.857402802,4.193292738,4.097113447,2.536809385,3.879732159,2.07039034,2.07039034,11.92686895,4.462609622,2.3561584840000003,1.532596082,3.056632065,0.518872695,2.3707273840000003,2.3707273840000003
57, CO,Pueblo,48.90261481,15.52788338,5.944553797,2.871492654,5.052467363,1.65936957,15.98687489,3.067119432,2.828637044,3.62281723,2.36341844,4.104882744,1.967359562,1.967359562,13.01206126,4.935993474,1.793922443,1.6823741840000002,4.129130452,0.4706407070000001,2.40843571,2.40843571
58, CT,Bridgeport-Stamford-Norwalk,49.0097302,17.27935889,6.015052956,3.33332993,6.344342505,1.5866334999999998,14.78743192,3.830385383,2.2523712380000003,2.823420192,2.474166281,3.407088823,2.944032119,2.944032119,11.32047897,3.928711664,1.39054776,1.616537118,3.610142235,0.774540197,2.678428303,2.678428303
59, CT,Hartford-West Hartford-East Hartford,49.19934833,17.33601929,5.591638528,3.279183448,6.56518234,1.900014976,15.1558728,3.932702233,2.269739575,2.9691901689999995,2.611249775,3.3729910430000003,2.915359141,2.915359141,10.97847827,3.744989499,1.488627156,1.582326654,3.43973396,0.722800997,2.8136188310000003,2.8136188310000003
60, CT,New Haven,48.97207848,16.46739575,5.704904881,3.011346726,5.993982181,1.7571619669999998,15.49155533,3.377059574,2.697292652,3.252307655,2.376988748,3.7879067,2.479654234,2.479654234,11.9394827,4.348073037,1.609181314,1.6169781330000002,3.757040012,0.608210199,2.593990467,2.593990467
61, CT-RI,Norwich-New London-Westerly,48.77770085,15.96185816,5.875218978,3.04626721,5.203096834,1.83727514,15.47769574,3.104381076,2.612464127,3.271016625,2.393438649,4.096395268,2.346906875,2.346906875,12.58956371,4.848289112,1.606656474,1.697127223,3.832501568,0.604989334,2.401676356,2.401676356
62, DC-VA-MD-WV,Washington-Arlington-Alexandria,49.07078698,17.35147184,5.4618710089999984,3.375436343,6.66105522,1.853109269,15.01101062,4.318150373,2.245871232,2.64761504,2.69899304,3.100380939,3.398843157,3.398843157,10.54769772,3.592656979,1.284987119,1.594659525,3.184238144,0.891155957,2.7617636360000004,2.7617636360000004
63, DE,Dover,49.1507044,15.97554478,5.791356368,2.745787617,5.708889742999999,1.729511054,16.220214900000002,3.1708326660000004,3.06014389,3.64785196,2.326418312,4.01496807,2.008479475,2.008479475,12.30810888,4.728969882,1.752420844,1.633577541,3.699267939,0.493872675,2.63835636,2.63835636
64, FL,Cape Coral-Fort Myers,48.84964794,15.92756335,5.997901079,2.770729757,5.314866466000001,1.844066049,15.99815718,2.782637233,3.335694768,3.530097863,2.182090271,4.167637049,1.932519942,1.932519942,12.63556354,5.010197951,1.795354691,1.557327691,3.696469887,0.576213319,2.355843927,2.355843927
65, FL,Crestview-Fort Walton Beach-Destin,48.93327048,16.62370683,6.305864808,2.937571543,5.507314631,1.872955845,15.15788555,3.029851014,2.570098798,3.24104693,2.376945708,3.9399431,2.179998125,2.179998125,12.537762,4.905752634,1.515413593,1.686487371,3.802503113,0.627605289,2.433917974,2.433917974
66, FL,Deltona-Daytona Beach-Ormond Beach,48.99605409,16.31622118,6.131286348,2.8508324660000004,5.6572590410000005,1.676843326,15.49558991,2.921739892,2.787498374,3.502625937,2.225006977,4.058718727,2.075273436,2.075273436,12.57976401,4.977362415,1.662795539,1.626268833,3.774796495,0.53854073,2.529205553,2.529205553
67, FL,Gainesville,49.0980939,16.43205627,5.795181267,3.009755203,5.900670803,1.726449,15.42905872,3.426925632,2.468391439,3.2010212030000003,2.353568679,3.979151768,2.288538163,2.288538163,12.2374386,4.640763271,1.601357643,1.661219152,3.777137006,0.556961522,2.711002148,2.711002148
68, FL,Jacksonville,49.24419223,16.5174744,5.6008015160000015,2.7948141160000004,6.1973760360000005,1.924482729,16.1179214,3.421985642,3.052292768,3.397594592,2.44302427,3.803024122,2.288206496,2.288206496,11.51172076,4.294828192,1.67395449,1.523588421,3.418568951,0.6007807,2.808869187,2.808869187
69, FL,Lakeland-Winter Haven,49.13922703,15.45605237,5.417049255,2.597337925,5.454211394,1.987453796,17.15756598,2.871020373,3.839175159,4.001758223,2.336262117,4.109350108,1.90584669,1.90584669,12.03621493,4.634306485,2.045542193,1.536513784,3.308987969,0.510864497,2.583547056,2.583547056
70, FL,Miami-Fort Lauderdale-West Palm Beach,49.16112365,16.78045532,5.929365781,2.842806303,6.299634415,1.708648821,15.70883495,3.396743407,2.8784408710000005,3.249400795,2.382301917,3.801947961,2.283516494,2.283516494,11.62594215,4.354432647,1.5363966269999998,1.542507676,3.54440497,0.6482002339999999,2.7623747360000004,2.7623747360000004
71, FL,Naples-Immokalee-Marco Island,48.73596971,15.26657764,5.790446743,2.8281530210000003,4.918904047,1.729073829,16.16215043,2.704762137,3.22373561,3.606608581,2.087315167,4.53972893,1.924523303,1.924523303,13.18224414,5.52700834,1.857947784,1.5900796419999998,3.671804664,0.5354037070000001,2.200474208,2.200474208
72, FL,North Port-Sarasota-Bradenton,49.01480044,16.15830092,5.890828352000001,2.763137029,5.693735931,1.810599606,15.92274315,3.00080493,3.0456224080000003,3.51364698,2.252509004,4.110159832,2.072287167,2.072287167,12.31934836,4.867043967,1.732809374,1.567839315,3.563536828,0.588118872,2.542120849,2.542120849
73, FL,Ocala,49.12695515,15.82248048,5.9995617,2.592128867,5.444158764,1.786631144,16.48148705,2.882341582,3.333205548,3.773529307,2.179381024,4.313029594,1.7180110780000002,1.7180110780000002,12.49122572,4.995369934,1.863790682,1.5866995730000002,3.564626834,0.4807386970000001,2.613750821,2.613750821
74, FL,Orlando-Kissimmee-Sanford,48.97441754,16.45829865,5.907350537999999,2.912673622,5.847320344,1.790954151,15.66933334,3.194117227,2.87032581,3.314707017,2.294467861,3.995715421,2.253590179,2.253590179,12.03700863,4.772642137,1.5914975340000002,1.5276455219999998,3.483633797,0.6615896370000001,2.556186744,2.556186744
75, FL,Palm Bay-Melbourne-Titusville,49.14694505,16.77712871,5.709781072,2.90960992,6.055210539,2.102527182,15.53892894,3.598318754,2.520937546,3.167983969,2.61028733,3.641401338,2.542134176,2.542134176,11.54985317,4.2056707730000005,1.562420027,1.624522571,3.459857124,0.697382678,2.738900049,2.738900049
76, FL,Panama City,49.00912549,16.61011857,6.2971846189999985,2.8750184560000003,5.642505411,1.795410084,15.35252929,2.947171357,2.778673594,3.351986487,2.326382312,3.948315535,2.000910922,2.000910922,12.50772781,4.8542559160000005,1.561059249,1.646532904,3.907331531,0.5385482070000001,2.537838902,2.537838902
77, FL,Pensacola-Ferry Pass-Brent,49.12979847,16.89621333,6.181942173,2.94507296,6.130778405,1.638419787,15.30736809,3.268836044,2.633601409,3.235616475,2.340402527,3.828911634,2.208018128,2.208018128,11.97846464,4.511273534,1.514285244,1.6249866569999998,3.770067478,0.557851729,2.73973428,2.73973428
78, FL,Port St. Lucie,49.11043285,16.67572802,6.099110266,2.851467953,6.057873833,1.667275967,15.51914318,3.066147994,2.979942752,3.394128764,2.204083063,3.874840605,2.097521127,2.097521127,12.15740022,4.634882717,1.65284413,1.597345695,3.722545658,0.549782024,2.660640299,2.660640299
79, FL,Punta Gorda,48.94219468,16.16310141,6.4847255389999985,2.716080157,5.295585678,1.66671004,15.51566776,2.679060539,2.922922059,3.487674012,2.067717107,4.358294039,1.654214562,1.654214562,13.17886221,5.302439475,1.638599359,1.74758463,4.022100132,0.468138617,2.430348738,2.430348738
80, FL,Sebastian-Vero Beach,48.89571848,16.10366376,6.28277389,2.866047752,5.3822004739999985,1.572641643,15.64493712,2.988717029,2.960914911,3.506093455,2.066191272,4.123020456,1.974650721,1.974650721,12.77496108,5.111121638,1.670741171,1.597294669,3.85145436,0.544349238,2.397505799,2.397505799
81, FL,Tallahassee,49.16074938,17.54879456,5.824923172,3.3350674010000003,6.758205974,1.63059801,14.92541014,3.977125494,2.350770404,2.883924434,2.472082659,3.241507152,2.959845098,2.959845098,10.90638163,3.885737478,1.302528296,1.540755397,3.408329905,0.769030555,2.820317953,2.820317953
82, FL,Tampa-St. Petersburg-Clearwater,49.31872391,17.52039671,5.995421981000002,2.953197265,6.7757570760000005,1.796020392,15.27740188,3.624072152,2.622365839,3.064450195,2.422821542,3.543692147,2.445678509,2.445678509,11.11648347,3.988209727,1.4774945080000002,1.5113897280000002,3.481372012,0.658017496,2.958763341,2.958763341
83, GA,Albany,49.05675821,16.30514943,6.110102297999999,2.806519097,5.712079136,1.676448895,15.835447899999998,2.8665987210000003,3.233145355,3.622281757,2.259365765,3.854056298,2.005932993,2.005932993,12.29762664,4.637699687,1.7528261580000002,1.6416685830000002,3.777527431,0.487904779,2.612601254,2.612601254
84, GA,Athens-Clarke County,49.04844767,16.70952708,6.212726859,3.001293847,5.85307748,1.6424288930000002,15.04030672,3.1577512210000003,2.447693987,3.256220609,2.3976591430000003,3.780981761,2.319312753,2.319312753,12.31386889,4.557519532,1.5819046069999998,1.760715447,3.81754182,0.596187487,2.665432226,2.665432226
85, GA,Atlanta-Sandy Springs-Roswell,49.15503870000001,16.77800508,5.6366937,3.026154204,6.158550087999999,1.956607093,15.83489664,3.557773737,2.93018412,3.319983833,2.550906734,3.476048217,2.656650338,2.656650338,11.16927068,3.958676719,1.592405736,1.575834348,3.298281052,0.7440728190000001,2.716215964,2.716215964
86, GA-SC,Augusta-Richmond County,49.0281836,15.80740789,5.541849781,2.900744925,5.352408379,2.0124048,16.40958434,3.196896632,3.228122416,3.646208564,2.49501324,3.843343487,2.177859001,2.177859001,12.1173954,4.506272334,1.863316324,1.627995022,3.591611239,0.528200485,2.515936967,2.515936967
87, GA,Brunswick,48.86628781,15.81837646,6.058613805,3.006414394,5.138758171,1.614590086,15.79537983,2.774010179,2.948672057,3.607452516,2.225194279,4.2400508010000015,2.027363895,2.027363895,12.89987307,5.214270808,1.701885502,1.713168674,3.769077003,0.501471086,2.325294554,2.325294554
