,Job Code,Job Title,Race with the Machine,Interpersonal Task,Group Task,Conflict Resolution,Management and Supervision,Race ahead of the Machine,Communication,Systems Analysis,Creative and Critical Thinking,Changing the Course of the Race,Routine Problem Solving,Information Processing,Race against the Machine,General Physical Task,Dynamic Physical Task,Running a Different Race,Equipment Maintenance,Vehicle and Equipment Operation,Machine Control,Hazardous Task
10,11-3051,Industrial Production Managers,0.18273715585512745,0.036337484780614236,0.02945341234662798,0.032657473480361465,0.08428878524752376,0.09966344367204807,0.029309969586475464,0.04321942295741022,0.0271340511281624,0.09361564704369862,0.049347328051949114,0.04426831899174952,0.009867726357940679,0.0,0.009867726357940679,0.101636972491325,0.01275136757726724,0.01875780924833634,0.02169765861666456,0.04843013704905687
11,11-3061,Purchasing Managers,0.16169158669277184,0.037511998088327315,0.02032974619719367,0.03982077531017563,0.06402906709707523,0.12211697842413576,0.06010171011903692,0.035534816981175804,0.026480451323923043,0.13994382026572072,0.08048517013143237,0.05945865013428836,0.016607391490609382,0.005276654944521404,0.011330736546087978,0.05090588723508868,0.01644962762779534,0.023263420909736796,0.007433530178383256,0.0037593085191732815
12,11-3071,"Transportation, Storage, and Distribution Managers",0.21822744700193672,0.04992165127008268,0.033597258462007284,0.037792118755100426,0.09691641851474632,0.13975929209029006,0.08823538531706096,0.027416653280911314,0.024107253492317796,0.10366337399890464,0.04507530227893311,0.058588071719971525,0.0,0.0,0.0,0.02427579483019052,0.0,0.013223179230394495,0.0,0.01105261559979602
13,11-3111,Compensation and Benefits Managers,0.15625907588726048,0.037592375477960426,0.008665545591990141,0.019691207309890543,0.09030994750741936,0.2144501463505251,0.12916911052519167,0.08064261552969043,0.00463842029564302,0.1223591551581762,0.005222062204087489,0.11713709295408872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,11-3131,Training and Development Managers,0.19608457821972114,0.06883881784365893,0.00959629184283367,0.008749235749726159,0.10890023278350236,0.1935687032619274,0.07626073442977963,0.06168292824605786,0.05562504058608991,0.059548765192542215,0.02000657478890911,0.0395421904036331,0.0,0.0,0.0,0.013688283966437195,0.0012234082929576185,0.0058842540006450225,0.006580621672834554,0.0
15,11-9021,Construction Managers,0.1347261397865597,0.024948126247765046,0.017180760998955692,0.024672301363458785,0.06792495117638017,0.11716900477081155,0.05381315485101919,0.0469153925695509,0.01644045735024149,0.10754107010676073,0.048118313398327915,0.059422756708432826,0.001971781991159412,0.0014006408470199256,0.0005711411441394867,0.12444194505146593,0.02047981562234906,0.06587667305237406,0.014652802639808359,0.02343265373693443
16,11-9031,"Education and Childcare Administrators, Preschool and Daycare",0.22530518796867016,0.07397473046040949,0.0207107152965588,0.03317955192656973,0.09744019028513214,0.1341607661597933,0.053085331674325234,0.0333905635958562,0.04768487088961187,0.06363536217199925,0.02771831795830264,0.035917044213696604,0.00866974751835776,0.0016393985730167664,0.0070303489453409935,0.026618307591089168,0.0052593095454357185,0.008380512957496922,0.008366376538409215,0.004612108549747311
17,11-9032,"Education Administrators, Kindergarten through Secondary",0.2161767233105049,0.06496961315003702,0.022626847504495902,0.0496277817641051,0.07895248089186684,0.17488257430200194,0.0795089848697181,0.051509446507384336,0.04386414292489951,0.06310885354321029,0.016379210670105667,0.04672964287310463,0.001120335801867089,0.0,0.001120335801867089,0.013566988030425404,0.002362975170763023,0.0,0.006475793752259396,0.004728219107402985
18,11-9033,"Education Administrators, Postsecondary",0.19762542085168588,0.06885937721852521,0.022804914467964173,0.02961699524219472,0.0763441339230018,0.18774806453129184,0.0774706832490515,0.05585437639702933,0.054423004885211006,0.07814855656111416,0.027696155833330027,0.05045240072778413,0.0,0.0,0.0,0.006513023926650971,0.0023334719892929307,0.0011986034571299352,0.002980948480228105,0.0
19,11-9041,Architectural and Engineering Managers,0.16135883634442974,0.03708256927170644,0.02938576296974565,0.02543364081884135,0.06945686328413632,0.16725849360082484,0.08391647177678076,0.054702716937280425,0.028639304886763663,0.1181855215588032,0.0419182584761137,0.07626726308268947,0.0,0.0,0.0,0.03853339091701127,0.016426826472679786,0.002908453286160345,0.017531912481325098,0.001666198676846037
20,11-9051,Food Service Managers,0.20565112658245094,0.04901885647354975,0.016295566212526022,0.05542378805458288,0.08491291584179228,0.07340658078862161,0.027928221049478192,0.027461251143529288,0.01801710859561413,0.08468131539815096,0.046810016336876266,0.03787129906127469,0.040415898822713306,0.018365386659696437,0.02205051216301687,0.07084079850259636,0.009010718424384192,0.020978395820103225,0.021551498350314842,0.019300185907794108
21,11-9071,Gambling Managers,0.2099809452543816,0.06559359128983057,0.027486820726195783,0.062428632113013825,0.054471901125341435,0.12050196664708585,0.05677083659274053,0.03222353673522189,0.031507593319123464,0.0962358227725921,0.04014555722892769,0.05609026554366442,0.02406214298279581,0.0,0.02406214298279581,0.03002347350145872,0.009182632515765921,0.008638432334296793,0.0022261513017067234,0.009976257349689276
22,11-9081,Lodging Managers,0.22429889824159494,0.09842983899979103,0.01850970621466094,0.0358222984604618,0.07153705456668115,0.16552141084885091,0.0874638960276079,0.02998341836674108,0.04807409645450195,0.06675147588600587,0.027869832820887255,0.03888164306511863,0.0,0.0,0.0,0.011819512819747156,0.004701445604181395,0.0037635837925489492,0.0,0.003354483423016811
23,11-9111,Medical and Health Services Managers,0.2142825639836612,0.048553851760531966,0.017180442636444263,0.057284520332822525,0.0912637492538624,0.16009633164045595,0.0721232462532973,0.054899507442266064,0.03307357794489257,0.09677637095783463,0.030841244045643014,0.06593512691219161,0.0,0.0,0.0,0.0065747076508900475,0.0,0.0,0.0041422415705874745,0.002432466080302575
24,11-9121,Natural Sciences Managers,0.14250600642313144,0.042826239152429085,0.05218823966648408,0.014519796903662029,0.03297173070055623,0.18859685360960474,0.11114300043989901,0.03290613645501626,0.04454771671468946,0.11777428728277875,0.02959750038643958,0.08817678689633918,0.0,0.0,0.0,0.03490282913653742,0.007993911680803727,0.009216318306943274,0.0022910416132087665,0.015401557535581646
25,11-9131,Postmasters and Mail Superintendents,0.20577914873773331,0.048101780471764506,0.03525593148969276,0.05131044587515736,0.0711109909011187,0.13545996933650428,0.06861977134183506,0.023044098552443597,0.04379609944222563,0.10834601456066616,0.05501445107018622,0.05333156349047994,0.007202738103010741,0.0011593528939279852,0.006043385209082755,0.027317997613638186,0.002170778716703705,0.0021867768514152253,0.008321294151225872,0.01463914789429338
26,11-9141,"Property, Real Estate, and Community Association Managers",0.261006199566044,0.0879954011542084,0.033863517553309616,0.08218306096657604,0.05696421989194991,0.13554831520434574,0.09815071572876877,0.018737493113039152,0.018660106362537805,0.05476429229904782,0.02071770157823221,0.03404659072081562,0.0,0.0,0.0,0.03440076847010315,0.013770967667788543,0.010905389726388636,0.0065232574610063045,0.0032011536149196607
27,11-9151,Social and Community Service Managers,0.1937187774770898,0.0808939621782288,0.02544232698135801,0.03631949504298074,0.05106299327452224,0.1777028957937461,0.08460117498499857,0.040663914145867994,0.05243780666287952,0.08352878998141625,0.039073289630422184,0.04445550035099408,0.0018638814497033453,0.0018638814497033453,0.0,0.012653922408148778,0.0025234382037824785,0.003757033369225558,0.0011149835858998082,0.005258467249240935
28,11-9161,Emergency Management Directors,0.16454321939905087,0.05623905350955475,0.024013080703783524,0.021282346139776597,0.06300873904593601,0.16882497644280298,0.09110873353143173,0.04438551891006412,0.03333072400130712,0.10884384082609684,0.056538055799560165,0.052305785026536655,0.0,0.0,0.0,0.03658718124251133,0.007396946590463952,0.0085852450072718,0.011775983327534573,0.008829006317241013
29,11-9171,Funeral Home Managers,0.19262861247136376,0.06007694416135244,0.029052112881289907,0.0560774777817564,0.04742207764696504,0.07212082231275747,0.04544824181180167,0.019713855905973583,0.006958724594982214,0.07279448027554475,0.039084829639494265,0.033709650636050484,0.025064944906875792,0.013994556123676349,0.011070388783199443,0.11633413307663422,0.0009320854032702527,0.06553942137097038,0.013609688497279582,0.036252937805113995
30,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",0.2108463942260342,0.09289405049811457,0.01411452055169224,0.06209936654078797,0.0417384566354394,0.1945271022674998,0.13051747091284918,0.02113106857906561,0.04287856277558503,0.06120924029163854,0.030523081428548687,0.03068615886308985,0.0,0.0,0.0,0.003544538603173242,0.0,0.003544538603173242,0.0,0.0
31,13-1020,Buyers and Purchasing Agents,0.1785061193222943,0.08220728734055144,0.0,0.04291014986944467,0.0533886821122982,0.18124042241142704,0.1310139171082708,0.03947373371757769,0.010752771585578521,0.1132584057460183,0.05347032630022869,0.059788079445789614,0.0,0.0,0.0,0.02618813707232494,0.017820583994171673,0.0,0.008367553078153268,0.0
32,13-1031,"Claims Adjusters, Examiners, and Investigators",0.1556936371212948,0.0616579922373763,0.001316778069025908,0.07975049713507673,0.012968369679815885,0.19270785287982628,0.1507358193856718,0.021599515590701116,0.02037251790345338,0.1516173870607364,0.06827643251843166,0.08334095454230474,0.005241360717712325,0.005241360717712325,0.0,0.0043459528683436905,0.0,0.001449994973967028,0.0021341018038049365,0.0007618560905717256
33,13-1032,"Insurance Appraisers, Auto Damage",0.1530175884099383,0.06619620889595586,0.005819303994503752,0.07585361165084052,0.005148463868638162,0.17157290454826754,0.12537540096287278,0.02125727252212398,0.0249402310632708,0.04407501187002996,0.02924769066902113,0.014827321201008832,0.0023534408274157198,0.0023534408274157198,0.0,0.1096024086824962,0.008358681759132859,0.08402075755641875,0.0006558711191669103,0.016567098247777683
34,13-1041,Compliance Officers,0.11636217104372093,0.039969566285772584,0.0013720022638389836,0.05320355330116305,0.021817049192946317,0.12729414993147514,0.0848164335824298,0.015918535062817225,0.026559181286228136,0.1793046751278664,0.08971397635742574,0.08959069877044068,0.004224762070581871,0.002778022033668769,0.0014467400369131019,0.0662756284064463,0.008166139342314261,0.04890445235677168,0.006456195023315398,0.002748841684044944
35,13-1051,Cost Estimators,0.10525931524282056,0.013693600608607286,0.007498542672030179,0.003304602859894886,0.0807625691022882,0.17996817991783753,0.09866764860663037,0.05370442871868405,0.02759610259252314,0.1982161986583522,0.032499342341024966,0.16571685631732722,0.0,0.0,0.0,0.0303431767489602,0.0007605368849019149,0.0,0.029582639864058288,0.0
36,13-1071,Human Resources Specialists,0.22502826427527398,0.10538584795886403,0.006148440502295546,0.04832223245412138,0.06517174335999304,0.17870591066052693,0.11985863007914517,0.031265228209132884,0.02758205237224887,0.07160396633275913,0.032812371845350866,0.038791594487408286,0.0009361513885073439,0.0009361513885073439,0.0,0.0,0.0,0.0,0.0,0.0
37,13-1081,Logisticians,0.14541820204930753,0.04426442756144182,0.022423627974186653,0.020516694726390387,0.05821345178728868,0.1908390079916024,0.07182999221873627,0.06365072384301006,0.0553582919298561,0.1198069223883293,0.047140226105992215,0.07266669628233709,0.003322719201249055,0.003322719201249055,0.0,0.022071189764253568,0.0114847702808847,0.0022475991486975684,0.002868053521819913,0.005470766812851389
38,13-1111,Management Analysts,0.11447942009161695,0.043498413836925216,0.009053734260226185,0.016067489987875376,0.0458597820065902,0.1966689539199873,0.08476214289819342,0.07483189601844878,0.037074915003345116,0.10930493795615193,0.02346028189775815,0.08584465605839378,0.0,0.0,0.0,0.06899755614565307,0.042610908793397004,0.0004978779881890284,0.02588876936406704,0.0
39,13-1121,"Meeting, Convention, and Event Planners",0.1883841642663257,0.08402593685329267,0.024518410146889286,0.02797707564568867,0.05186274162045509,0.16037871920120986,0.0979772073060714,0.03546514122903165,0.026936370666106758,0.05863518009281195,0.031099454257691606,0.027535725835120345,0.021086449812195783,0.007119759146061172,0.013966690666134615,0.050738632217116775,0.004875000871985312,0.027641370854557017,0.016060176626505822,0.0021620838640686217
40,13-1141,"Compensation, Benefits, and Job Analysis Specialists",0.1219265920611568,0.0494882214228636,0.00328495438301478,0.04523561004815811,0.0239178062071203,0.2016250337512122,0.14861942636373315,0.02498483603024346,0.028020771357235616,0.1839320384242775,0.09474649753750676,0.08918554088677075,0.010348562619878026,0.010348562619878026,0.0,0.0,0.0,0.0,0.0,0.0
41,13-1151,Training and Development Specialists,0.17372510865323065,0.05351179830263363,0.01759651028923711,0.0077024728922500795,0.0949143271691098,0.20807537651799046,0.08966587373766599,0.06276946768318263,0.05564003509714187,0.07692650594136934,0.02463801243919976,0.052288493502169575,0.0,0.0,0.0,0.009588263684351842,0.0,0.0033715240113741905,0.0062167396729776525,0.0
42,13-1161,Market Research Analysts and Marketing Specialists,0.10822003986717,0.05585766860433941,0.00774531282537927,0.012198391019113837,0.03241866741833748,0.2332429694569279,0.1818905288379633,0.02938440923390412,0.021968031385060486,0.14326404104180324,0.027784546555853253,0.11547949448595002,0.0,0.0,0.0,0.015536662088584072,0.0025466225470424392,0.0,0.012990039541541631,0.0
43,13-2011,Accountants and Auditors,0.09939123267194998,0.014890218768693385,0.00622058384992782,0.0037976158385772045,0.07448281421475157,0.19005472027023496,0.11003204557206236,0.06852994756348887,0.011492727134683769,0.2277918326980919,0.08183766585445064,0.14595416684364124,0.0,0.0,0.0,0.00013044956867439098,0.0,0.0,0.00013044956867439098,0.0
44,13-2020,Property Appraisers and Assessors,0.0761860066838124,0.02668609135554817,0.0025455295292203537,0.042529076616304784,0.004425309182739095,0.14358552675841166,0.11690250198985465,0.013342669393913702,0.013340355374643304,0.2269031587446393,0.07488448929271863,0.1520186694519207,0.0,0.0,0.0,0.06824545699362168,0.002310577433297334,0.04575300542323475,0.020181874137089575,0.0
45,13-2031,Budget Analysts,0.06869102758980372,0.01516581848813144,0.011775544049280003,0.0,0.04174966505239228,0.210410060501254,0.1412011799252497,0.05161812384547049,0.01759075673053385,0.2491575032575644,0.08152591332354743,0.16763158993401694,0.0032805607733601893,0.0032805607733601893,0.0,0.00929807104801659,0.0,0.0,0.00929807104801659,0.0
46,13-2041,Credit Analysts,0.03499541120016569,0.019051285517888004,0.006882693624908822,0.006366599693673737,0.002694832363695122,0.23316628760590005,0.18154088181182176,0.017442044317956082,0.034183361476122186,0.2396864907127613,0.16427544296979013,0.07541104774297122,0.030623952279524476,0.030623952279524476,0.0,0.0,0.0,0.0,0.0,0.0
47,13-2052,Personal Financial Advisors,0.1199369869531744,0.06397631769876977,0.009316363018757759,0.02522476048872744,0.021419545746919445,0.2019072637327941,0.1276574548817305,0.034233249384849826,0.04001655946621381,0.15785134735946538,0.03408404976095891,0.12376729759850645,0.0,0.0,0.0,0.007205211193163489,0.0,0.0,0.007205211193163489,0.0
48,13-2053,Insurance Underwriters,0.09302315597047807,0.05003354873986884,0.0,0.019132470242171736,0.023857136988437517,0.16510265015338152,0.11818008731907705,0.016273747100833194,0.030648815733471294,0.2461736172132462,0.12043797060151246,0.12573564661173375,0.008327244658366916,0.008327244658366916,0.0,0.0,0.0,0.0,0.0,0.0
49,13-2061,Financial Examiners,0.12539678502444804,0.027040432687245642,0.012952939926193223,0.019154742949298892,0.06624866946171028,0.16634869357372908,0.07992425208150558,0.044306995024157664,0.04211744646806585,0.19004903368966136,0.0899150391653758,0.10013399452428558,0.0,0.0,0.0,0.014519662152995643,0.007522936720840048,0.00019976551234864728,0.006796959919806947,0.0
50,13-2071,Credit Counselors,0.13369436561455394,0.06747376289188671,0.006268290500436684,0.01679221027785205,0.043160101944378526,0.14603844686548112,0.08799192366014794,0.024681349793440503,0.033365173411892685,0.19355680438785647,0.08668044287422957,0.10687636151362696,0.0,0.0,0.0,0.020721531608901736,0.0005858481088784619,0.008892937208863791,0.004823131575775764,0.006419614715383718
51,13-2072,Loan Officers,0.21667427065265196,0.11624421452597232,0.04137033616357688,0.059059719963102726,0.0,0.1535459793450699,0.12298869033604845,0.01664380853834584,0.013913480470675588,0.1178072123650646,0.024711729230051542,0.09309548313501308,0.0028657775768736477,0.0028657775768736477,0.0,0.00261304923027974,0.000646365857977633,0.001966683372302107,0.0,0.0
52,13-2081,"Tax Examiners and Collectors, and Revenue Agents",0.08368008279515701,0.042029073832041186,0.0,0.027809175180457377,0.013841833782658445,0.14520595078376006,0.10763002832628003,0.021292707276392108,0.01628321518108788,0.2817844183997445,0.12675509039138833,0.15502932800835625,0.016075835257443074,0.016075835257443074,0.0,0.0022530927559103148,0.0,0.0022530927559103148,0.0,0.0
53,13-2082,Tax Preparers,0.09390612867469368,0.0558137275174693,0.0,0.021201636596185926,0.016890764561038458,0.20196183201248172,0.1346560560997229,0.0208850392465421,0.04642073666621675,0.22676260983512134,0.0946159247499134,0.13214668508520794,0.0,0.0,0.0,0.006237894319750311,0.003434854079043839,0.0,0.002803040240706472,0.0
54,13-2098,Financial and Investment Analysts,0.10751707989122304,0.036193373861889484,0.008021618848300103,0.008419370859102744,0.05488271632193071,0.2313414019701245,0.10308862431415257,0.0853000715630056,0.042952706092966336,0.1492590090521929,0.03047564914238645,0.11878335990980644,0.0,0.0,0.0,0.005528939336186367,0.00025019187398123653,0.002093741269637458,0.003185006192567672,0.0
55,15-1211,Computer Systems Analysts,0.04563136383130029,0.028125091973902082,0.009454992497614093,0.002873351730179333,0.005177927629604782,0.2457231062629817,0.09654090299876764,0.08874450723824558,0.060437696025968476,0.1366074812499519,0.06717045529950327,0.06943702595044862,0.0,0.0,0.0,0.0773949085414629,0.061106408475358164,0.0,0.016288500066104744,0.0
56,15-1221,Computer and Information Research Scientists,0.07961045883179027,0.027379597592176955,0.016965586082709157,0.011342002943511576,0.023923272213392587,0.2374034607198247,0.08227662953822891,0.09430583576025857,0.060820995421337225,0.1419654052948873,0.0489106588206747,0.0930547464742126,0.005985797285723842,0.005985797285723842,0.0,0.028013787835742127,0.018566929578689783,0.0,0.009446858257052349,0.0
57,15-1232,Computer User Support Specialists,0.059224684740187536,0.015177991041096718,0.01073046535823416,0.017123387679369998,0.016192840661486668,0.19364165041793488,0.13885128876949585,0.0382790348547825,0.016511326793656557,0.17332173623965474,0.08372500811982099,0.08959672811983377,0.02396209904027052,0.018641576461235102,0.005320522579035412,0.06624788956773249,0.049561047691965635,0.0011592610640434873,0.01552758081172336,0.0
58,15-1244,Network and Computer Systems Administrators,0.03398956249908422,0.012668350383161765,0.003669925345837632,0.002192304675004903,0.01545898209507992,0.18522185256192564,0.08086051780514214,0.07301074020749662,0.03135059454928688,0.19092519894645552,0.10106021788208436,0.08986498106437114,0.013170735988162673,0.013170735988162673,0.0,0.09834353900834347,0.054749153634033335,0.00776195999103028,0.03221822341785592,0.003614201965423943
59,15-1245,Database Administrators,0.03588357814985095,0.013172370032113577,0.0028302750238809442,0.0,0.019880933093856433,0.25231549157659405,0.15474656166738318,0.07262616998882566,0.024942759920385218,0.21145671811129926,0.10301757732163533,0.10843914078966392,0.026756989930281576,0.026756989930281576,0.0,0.010568186450774779,0.00466730795689176,0.0,0.005900878493883021,0.0
60,15-1251,Computer Programmers,0.030317992656583862,0.006485235966151065,0.015117881340508585,0.006337600275922082,0.0023772750740021285,0.2764072613663769,0.1348370818580793,0.09183849454971472,0.04973168495858296,0.14572630007696216,0.09202557034382927,0.0537007297331329,0.008212242615409747,0.008212242615409747,0.0,0.05196697523466498,0.03736359296948097,0.0015282857357954245,0.013075096529388588,0.0
61,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,0.03356522788828318,0.009467123443664632,0.018022527162736217,0.0002711362594651707,0.0058044410224171675,0.25808888349307785,0.0987304713821534,0.1141561622643776,0.04520224984654681,0.15578556471787847,0.05419139938973334,0.10159416532814512,0.006142228949876375,0.006142228949876375,0.0,0.05717128503041567,0.04994027904488417,0.0,0.007231005985531507,0.0
62,15-2011,Actuaries,0.05592699739472557,0.021960122482139532,0.0,0.0038402120412820923,0.030126662871303937,0.20181826631414349,0.09612655291212506,0.06756553018314285,0.038126183218875585,0.2257312792287045,0.061079262866781225,0.16465201636192328,0.0019265008086670726,0.0019265008086670726,0.0,0.026054299295279092,0.012399916903492784,0.0,0.013654382391786304,0.0
63,15-2021,Mathematicians,0.005581045978435364,0.0,0.0,0.0,0.005581045978435364,0.2806359417905252,0.12749014071767062,0.061326318933380176,0.0918194821394744,0.20802798724143284,0.04941265043403033,0.15861533680740253,0.0,0.0,0.0,0.00641436705999022,0.0,0.0,0.00641436705999022,0.0
64,15-2031,Operations Research Analysts,0.020582070823372888,0.009773874519090002,0.0,0.0035270421195819834,0.007281154184700902,0.2877269840123797,0.11105245088054592,0.11527393926158352,0.06140059387025025,0.17436076933036,0.033318767872956574,0.14104200145740342,0.0,0.0,0.0,0.018878381029288703,0.005206632949471679,0.0,0.013671748079817022,0.0
65,15-2041,Statisticians,0.037306724404044665,0.01645720140125307,0.0,0.00896381556505215,0.011885707437739446,0.19112936178962964,0.10598823061210946,0.04172612519143525,0.04341500598608492,0.2656381742460271,0.10915698373150333,0.15648119051452375,0.006062048163471878,0.006062048163471878,0.0,0.01850746664679173,0.0058469813268054345,0.00027474919773217,0.012385736122254128,0.0
66,17-1011,"Architects, Except Landscape and Naval",0.13017505540873225,0.04588113553442233,0.02982323958500125,0.017590434781236102,0.03688024550807255,0.1989474809480612,0.1062034481450266,0.0443529290646374,0.048391103738397216,0.09234675172485328,0.05942892372577185,0.03291782799908142,0.0040133559150527815,0.0040133559150527815,0.0,0.05881814317126961,0.041065261885478654,0.0128393742797458,0.0049135070060451645,0.0
67,17-1012,Landscape Architects,0.12446153933897425,0.042716656765761585,0.022108808986772928,0.01887567459747754,0.04076039898896218,0.1408805652715639,0.059690697679034115,0.039860890131822736,0.04132897746070705,0.11444331288654876,0.06168222916612315,0.0527610837204256,0.0,0.0,0.0,0.10076874376106068,0.02813970335514994,0.044082237127502165,0.01576809769741903,0.01277870558098955
68,17-1021,Cartographers and Photogrammetrists,0.009744765539649184,0.0,0.0009710645834955424,0.0070283097916554686,0.0017453911644981733,0.14325531207400502,0.08354606989470112,0.027814282629830968,0.03189495954947287,0.2738927006706905,0.14157073457616987,0.13232196609452065,0.027798289902851755,0.027798289902851755,0.0,0.08471662788951402,0.059676010088136014,0.00923323514555212,0.015807382655825892,0.0
69,17-1022,Surveyors,0.0891003139659205,0.01658228295799049,0.010764803408689379,0.009775386278289278,0.05197784132095136,0.08192335090557032,0.04174857244732156,0.028144866156428985,0.0120299123018198,0.13378102539643927,0.04982891833401307,0.0839521070624262,0.0415605623343015,0.022916765136402742,0.01864379719789876,0.14925053692601886,0.025395166015930296,0.07524533847446607,0.02436585033831368,0.024244182097308827
70,17-2011,Aerospace Engineers,0.08680529249989373,0.044282793215509736,0.002499675645951755,0.01928113797320573,0.0207416856652265,0.2069156436447114,0.06288779917880337,0.08134269019799409,0.06268515426791396,0.1450921614402828,0.06883410478407685,0.07625805665620597,0.002167070106411657,0.002167070106411657,0.0,0.04776609668368596,0.03510097510279659,0.0,0.01266512158088937,0.0
71,17-2021,Agricultural Engineers,0.06761628618986101,0.01345687531396532,0.004718310295996189,0.005033458866860585,0.04440764171303892,0.16623950798319542,0.05852389680969894,0.07092710521155315,0.036788505961943316,0.1245860376742653,0.05433848939375304,0.07024754828051226,0.004100478541242358,0.004074239344079051,2.6239197163306085e-05,0.12665214196407976,0.04756367458142111,0.04539523381075578,0.02395682229969827,0.009736411272204612
72,17-2031,Bioengineers and Biomedical Engineers,0.0773789418224685,0.014120190377638444,0.0022248383710781108,0.02487727594709676,0.036156637126655185,0.14036908321783442,0.052635838995176834,0.05610147932944887,0.031631764893208736,0.12043841436221653,0.05032182653398128,0.07011658782823525,0.02715346635134996,0.01733454164850889,0.00981892470284107,0.12446523385467713,0.0698959903725361,0.007474968566946469,0.02795553553901351,0.01913873937618105
